E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
9,6,0.7,5,0.617903,0.588314,0.122940,0.196934
9,6,0.7,6,0.625960,0.583240,0.121636,0.198143
9,6,0.7,7,0.629315,0.608193,0.121090,0.192120
9,6,0.7,8,0.653150,0.593706,0.117132,0.195640
9,6,0.7,9,0.647753,0.571544,0.118040,0.200905
9,6,0.7,10,0.671275,0.523003,0.114031,0.211980
9,6,0.7,11,0.686396,0.540144,0.111377,0.208136
9,6,0.7,12,0.704007,0.430431,0.108205,0.231638
9,6,0.8,5,0.665663,0.461807,0.127664,0.224812
9,6,0.8,6,0.671475,0.459764,0.126550,0.225239
9,6,0.8,7,0.684903,0.463646,0.123936,0.224428
9,6,0.8,8,0.697371,0.469638,0.121460,0.223171
9,6,0.8,9,0.691096,0.460602,0.122712,0.225064
9,6,0.8,10,0.718537,0.409495,0.117135,0.235485
9,6,0.8,11,0.725204,0.430270,0.115739,0.231306
9,6,0.8,12,0.738654,0.301346,0.112872,0.256143
9,6,0.9,5,0.658348,0.097166,0.132116,0.299017
9,6,0.9,6,0.664576,0.096881,0.130907,0.299064
9,6,0.9,7,0.676403,0.115867,0.128578,0.295904
9,6,0.9,8,0.685554,0.085662,0.126747,0.300916
9,6,0.9,9,0.681331,0.128776,0.127595,0.293736
9,6,0.9,10,0.708498,0.005028,0.122035,0.313904
9,6,0.9,11,0.716396,0.013236,0.120371,0.312607
9,6,0.9,12,0.714225,-0.087696,0.120830,0.328205
