E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
11,9,0.7,6,0.882505,0.872448,0.004538,0.005331
11,9,0.7,7,0.882531,0.873285,0.004537,0.005314
11,9,0.7,8,0.872562,0.866231,0.004726,0.005459
11,9,0.7,9,0.873284,0.865861,0.004712,0.005467
11,9,0.7,10,0.866857,0.857431,0.004830,0.005636
11,9,0.8,6,0.883575,0.846671,0.004980,0.004598
11,9,0.8,7,0.883449,0.847406,0.004983,0.004587
11,9,0.8,8,0.867417,0.840662,0.005314,0.004687
11,9,0.8,9,0.876305,0.845991,0.005133,0.004608
11,9,0.8,10,0.867267,0.837295,0.005317,0.004737
