E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
17,39,0.7,5,0.607944,-0.199140,7.343286,23.256875
17,39,0.7,6,0.283743,-0.014140,9.925465,21.387765
17,39,0.7,7,0.174210,-0.040640,10.657402,21.665400
17,39,0.7,8,0.468849,-0.040944,8.547234,21.668563
17,39,0.7,9,0.577788,-0.213118,7.620467,23.392030
17,39,0.7,10,0.582514,-0.214919,7.577701,23.409395
17,39,0.7,11,0.589095,-0.214459,7.517742,23.404963
17,39,0.7,12,0.586739,-0.218017,7.539263,23.439220
17,39,0.7,13,0.597302,-0.209541,7.442285,23.357527
17,39,0.7,14,0.685612,-0.090769,6.575814,22.181089
17,39,0.7,15,0.678736,-0.302220,6.647340,24.235877
17,39,0.7,16,0.593530,-0.277427,7.477056,24.004054
17,39,0.7,17,0.718132,-0.276565,6.226433,23.995946
17,39,0.7,18,0.719882,-0.230250,6.207077,23.556627
