E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
9,3,0.4,6,0.772239,0.776332,11.093173,12.335590
9,3,0.4,7,0.931663,0.912414,6.076355,7.719248
9,3,0.4,8,0.936952,0.912162,5.836498,7.730366
9,3,0.4,9,0.937125,0.912424,5.828480,7.718821
9,3,0.4,10,0.935421,0.916238,5.906912,7.548851
9,3,0.5,6,0.907713,0.891420,7.753160,8.059254
9,3,0.5,7,0.930244,0.901343,6.740627,7.682146
9,3,0.5,8,0.941070,0.912079,6.195516,7.252135
9,3,0.5,9,0.941086,0.912083,6.194695,7.251957
9,3,0.5,10,0.939261,0.907573,6.289919,7.435647
9,3,0.6,6,0.909735,0.871865,8.194042,8.871583
9,3,0.6,7,0.836615,0.784859,11.024119,11.495545
9,3,0.6,8,0.940205,0.908091,6.669137,7.513599
9,3,0.6,9,0.940217,0.908045,6.668468,7.515456
9,3,0.6,10,0.939248,0.907714,6.722302,7.528974
