E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
9,6,0.7,5,0.541946,-0.549694,0.000972,0.002709
9,6,0.7,6,0.680177,-0.438262,0.000813,0.002609
9,6,0.7,7,0.707903,-0.425734,0.000777,0.002598
9,6,0.7,8,0.686294,-0.397666,0.000805,0.002572
9,6,0.7,9,0.688807,-0.484879,0.000802,0.002651
9,6,0.7,10,0.699700,-0.431265,0.000787,0.002603
9,6,0.7,11,0.543323,-0.230594,0.000971,0.002414
9,6,0.7,12,0.696415,0.035400,0.000792,0.002137
9,6,0.8,5,0.656551,-0.440062,0.000996,0.002554
9,6,0.8,6,0.667940,-0.466859,0.000979,0.002577
9,6,0.8,7,0.668838,-0.488330,0.000978,0.002596
9,6,0.8,8,0.682714,-0.516400,0.000957,0.002621
9,6,0.8,9,0.715444,-0.460789,0.000906,0.002572
9,6,0.8,10,0.727666,-0.553447,0.000887,0.002652
9,6,0.8,11,0.740130,-0.388872,0.000866,0.002508
9,6,0.8,12,0.754421,-0.858001,0.000842,0.002901
9,6,0.9,5,0.649424,-0.181981,0.001216,0.001922
9,6,0.9,6,0.658922,-0.217773,0.001199,0.001951
9,6,0.9,7,0.667218,-0.346008,0.001184,0.002051
9,6,0.9,8,0.702169,-0.353106,0.001120,0.002056
9,6,0.9,9,0.703505,-0.329868,0.001118,0.002039
9,6,0.9,10,0.745264,-0.843471,0.001036,0.002400
9,6,0.9,11,0.747802,-1.828523,0.001031,0.002973
9,6,0.9,12,0.735740,-0.942901,0.001055,0.002464
