E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,9,0.7,5,0.626802,0.338107,0.006257,0.009684
10,9,0.7,6,0.636547,0.324846,0.006175,0.009781
10,9,0.7,7,0.651581,0.413950,0.006046,0.009113
10,9,0.7,8,0.658309,0.380367,0.005987,0.009370
10,9,0.7,9,0.625617,0.314665,0.006267,0.009854
10,9,0.7,10,0.650756,0.319833,0.006053,0.009817
10,9,0.7,11,0.638225,0.346389,0.006161,0.009624
10,9,0.7,12,0.650970,0.368511,0.006051,0.009459
10,9,0.8,5,0.612187,0.199681,0.006996,0.007338
10,9,0.8,6,0.620629,0.101323,0.006919,0.007776
10,9,0.8,7,0.638617,0.112182,0.006753,0.007729
10,9,0.8,8,0.648004,0.111474,0.006665,0.007732
10,9,0.8,9,0.657171,0.103332,0.006577,0.007767
10,9,0.8,10,0.660211,0.051197,0.006548,0.007990
10,9,0.8,11,0.672509,0.025006,0.006429,0.008099
10,9,0.8,12,0.691735,0.046735,0.006237,0.008008
