E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
9,4,0.4,6,0.795446,0.792339,0.004589,0.007437
9,4,0.4,7,0.803653,0.786884,0.004496,0.007534
9,4,0.4,8,0.817731,0.816333,0.004332,0.006994
9,4,0.4,9,0.863806,0.873097,0.003745,0.005813
9,4,0.4,10,0.867136,0.881602,0.003699,0.005615
9,4,0.5,6,0.811290,0.783007,0.004854,0.007751
9,4,0.5,7,0.817604,0.770649,0.004773,0.007969
9,4,0.5,8,0.814052,0.795756,0.004819,0.007520
9,4,0.5,9,0.783118,0.750445,0.005204,0.008312
9,4,0.5,10,0.876990,0.872990,0.003919,0.005930
9,4,0.6,6,0.816892,0.776059,0.005272,0.007854
9,4,0.6,7,0.829851,0.781722,0.005082,0.007754
9,4,0.6,8,0.815048,0.777445,0.005299,0.007830
9,4,0.6,9,0.872049,0.848700,0.004407,0.006456
9,4,0.6,10,0.882350,0.865526,0.004226,0.006087
