E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
11,9,0.7,6,0.879030,0.887942,13.300947,7.601678
11,9,0.7,7,0.879495,0.888634,13.275407,7.578167
11,9,0.7,8,0.879225,0.887718,13.290223,7.609276
11,9,0.7,9,0.879533,0.888655,13.273277,7.577482
11,9,0.7,10,0.879897,0.888989,13.253228,7.566098
11,9,0.8,6,0.880899,0.894206,13.550098,7.336323
11,9,0.8,7,0.881668,0.894062,13.506284,7.341300
11,9,0.8,8,0.881617,0.894415,13.509201,7.329080
11,9,0.8,9,0.881335,0.894557,13.525306,7.324128
11,9,0.8,10,0.881038,0.894314,13.542217,7.332561
