지역,측정소명,측정일시,SO2,CO,O3,NO2,PM10
서울,강남구,2015070101,0.004,0.4,0.018,0.031,29
서울,강동구,2015070101,0.003,0.4,0.017,0.027,29
서울,강북구,2015070101,0.004,0.3,0.012,0.027,40
서울,강서구,2015070101,0.006,0.3,0.023,0.02,39
서울,관악구,2015070101,0.004,0.6,0.022,0.037,61
서울,광진구,2015070101,0.003,0.4,0.019,0.026,38
서울,구로구,2015070101,0.01,0.4,0.023,0.016,50
서울,금천구,2015070101,0.006,0.4,0.015,0.025,56
서울,노원구,2015070101,0.005,0.3,0.015,0.026,60
서울,도봉구,2015070101,0.004,0.4,0.016,0.032,27
서울,동대문구,2015070101,0.005,0.4,0.022,0.029,36
서울,동작구,2015070101,0.005,0.5,0.027,0.028,47
서울,마포구,2015070101,0.004,0.4,0.032,0.017,43
서울,서대문구,2015070101,0.004,0.5,0.018,0.033,28
서울,서초구,2015070101,0.006,0.5,0.023,0.023,35
서울,성동구,2015070101,0.006,0.4,0.005,0.027,29
서울,성북구,2015070101,0.004,0.5,0.01,0.033,29
서울,송파구,2015070101,0.005,0.6,0.012,0.023,32
서울,양천구,2015070101,0.006,0.3,0.026,0.016,33
서울,영등포구,2015070101,0.007,0.9,0.032,0.018,41
서울,용산구,2015070101,0.004,0.5,0.011,0.033,39
서울,은평구,2015070101,0.003,0.5,0.017,0.031,28
서울,종로구,2015070101,0.007,0.4,0.017,0.033,40
서울,중구,2015070101,0.002,0.6,0.011,0.038,32
서울,중랑구,2015070101,0.004,0.3,0.019,0.02,37
서울,강남구,2015070102,0.005,0.4,0.023,0.024,34
서울,강동구,2015070102,0.003,0.4,0.011,0.032,28
서울,강북구,2015070102,0.004,-999,0.013,0.021,-999
서울,강서구,2015070102,0.006,0.2,0.02,0.017,28
서울,관악구,2015070102,0.007,0.5,0.026,0.024,52
서울,광진구,2015070102,0.004,0.4,0.016,0.023,48
서울,구로구,2015070102,0.009,0.4,0.024,0.011,35
서울,금천구,2015070102,0.006,0.3,0.019,-999,45
서울,노원구,2015070102,0.005,0.3,0.015,0.022,60
서울,도봉구,2015070102,0.004,0.4,0.014,0.028,30
서울,동대문구,2015070102,0.005,0.4,0.019,0.029,37
서울,동작구,2015070102,0.006,0.5,0.034,0.017,41
서울,마포구,2015070102,0.004,0.4,0.036,0.012,39
서울,서대문구,2015070102,0.006,0.5,0.02,0.024,42
서울,서초구,2015070102,0.006,0.5,0.028,0.017,30
서울,성동구,2015070102,0.006,0.3,0.019,0.018,30
서울,성북구,2015070102,0.004,0.5,0.015,0.025,32
서울,송파구,2015070102,0.004,0.6,0.006,0.026,41
서울,양천구,2015070102,0.006,0.2,0.023,0.013,32
서울,영등포구,2015070102,0.006,0.7,0.03,0.013,35
서울,용산구,2015070102,0.005,0.5,0.016,0.024,48
서울,은평구,2015070102,0.003,0.6,0.014,0.031,47
서울,종로구,2015070102,0.006,0.4,0.013,0.034,43
서울,중구,2015070102,0.005,0.6,0.021,0.024,54
서울,중랑구,2015070102,0.004,0.4,0.014,0.021,33
서울,강남구,2015070103,0.005,0.4,0.022,0.019,30
서울,강동구,2015070103,0.003,0.4,0.01,0.029,30
서울,강북구,2015070103,0.004,-999,0.014,0.016,-999
서울,강서구,2015070103,0.005,0.2,0.02,0.013,31
서울,관악구,2015070103,0.006,0.4,0.028,0.015,43
서울,광진구,2015070103,0.004,0.4,0.012,0.027,33
서울,구로구,2015070103,0.006,0.3,0.023,0.008,35
서울,금천구,2015070103,0.006,0.3,0.019,-999,45
서울,노원구,2015070103,0.004,0.2,0.018,0.016,60
서울,도봉구,2015070103,0.003,0.4,0.015,0.026,31
서울,동대문구,2015070103,0.006,0.4,0.028,0.018,29
서울,동작구,2015070103,0.006,0.4,0.032,0.013,34
서울,마포구,2015070103,0.003,0.4,0.033,0.011,35
서울,서대문구,2015070103,0.005,0.3,0.023,0.018,32
서울,서초구,2015070103,0.007,0.4,0.032,0.008,23
서울,성동구,2015070103,0.006,0.3,0.02,0.013,28
서울,성북구,2015070103,0.004,0.4,0.014,0.022,35
서울,송파구,2015070103,0.005,0.6,0.013,0.02,33
서울,양천구,2015070103,0.005,0.2,0.021,0.012,29
서울,영등포구,2015070103,0.006,0.5,0.027,0.012,31
