지역,측정소명,측정일시,SO2,CO,O3,NO2,PM10
서울,강남구,2015040101,0.004,0.6,0.017,0.039,47
서울,강동구,2015040101,0.004,0.7,0.01,0.038,47
서울,강북구,2015040101,0.004,0.5,0.008,0.038,45
서울,강서구,2015040101,0.006,0.6,0.001,0.051,46
서울,관악구,2015040101,0.003,0.9,0.016,0.037,51
서울,광진구,2015040101,0.004,0.8,0.022,0.031,44
서울,구로구,2015040101,0.002,0.8,0.016,0.036,46
서울,금천구,2015040101,0.006,0.7,0.009,0.033,47
서울,노원구,2015040101,0.005,0.6,0.014,0.037,48
서울,도봉구,2015040101,0.004,0.8,0.008,0.049,36
서울,동대문구,2015040101,0.006,0.8,0.005,0.053,44
서울,동작구,2015040101,0.007,0.6,0.008,0.038,52
서울,마포구,2015040101,0.003,0.7,0.015,0.034,38
서울,서대문구,2015040101,0.003,0.5,0.021,0.029,21
서울,서초구,2015040101,0.004,0.8,0.014,0.031,38
서울,성동구,2015040101,0.005,0.8,0.017,0.033,38
서울,성북구,2015040101,0.005,0.9,0.004,0.05,53
서울,송파구,2015040101,0.004,0.8,0.011,0.034,52
서울,양천구,2015040101,0.006,0.6,0.004,0.058,57
서울,영등포구,2015040101,0.005,1,-999,0.04,42
서울,용산구,2015040101,0.005,0.6,0.018,0.03,37
서울,은평구,2015040101,0.004,0.7,0.007,0.036,55
서울,종로구,2015040101,0.006,0.5,0.008,0.043,39
서울,중구,2015040101,0.004,0.9,0.007,0.05,38
서울,중랑구,2015040101,-999,-999,-999,-999,-999
서울,강남구,2015040102,0.004,0.7,0.014,0.038,46
서울,강동구,2015040102,0.005,0.6,0.021,0.024,38
서울,강북구,2015040102,0.005,0.5,0.01,0.033,57
서울,강서구,2015040102,0.005,0.5,0.003,0.039,58
서울,관악구,2015040102,0.003,0.9,0.012,0.031,53
서울,광진구,2015040102,0.004,0.8,0.033,0.02,29
서울,구로구,2015040102,0.002,0.8,0.008,0.041,40
서울,금천구,2015040102,0.006,0.7,0.009,0.035,59
서울,노원구,2015040102,0.005,0.5,0.018,0.029,60
서울,도봉구,2015040102,0.004,0.7,0.014,0.037,40
서울,동대문구,2015040102,0.006,0.8,0.011,0.041,38
서울,동작구,2015040102,0.005,0.6,0.003,0.043,63
서울,마포구,2015040102,0.002,0.7,0.017,0.028,30
서울,서대문구,2015040102,0.003,0.3,0.011,0.038,48
서울,서초구,2015040102,0.004,0.8,0.01,0.033,43
서울,성동구,2015040102,0.004,0.8,0.019,0.027,39
서울,성북구,2015040102,0.005,0.8,0.007,0.042,46
서울,송파구,2015040102,0.004,0.8,0.018,0.029,57
서울,양천구,2015040102,0.005,0.7,0.003,0.054,75
서울,영등포구,2015040102,0.004,1,-999,0.035,56
서울,용산구,2015040102,0.004,0.6,0.017,0.028,33
서울,은평구,2015040102,0.004,0.6,0.011,0.028,66
서울,종로구,2015040102,0.007,0.5,0.013,0.036,37
서울,중구,2015040102,0.004,0.8,0.021,0.032,29
서울,중랑구,2015040102,-999,-999,-999,-999,-999
서울,강남구,2015040103,0.005,0.6,0.021,0.029,39
서울,강동구,2015040103,0.004,0.6,0.019,0.023,39
서울,강북구,2015040103,0.004,0.4,0.019,0.018,45
서울,강서구,2015040103,0.004,0.5,0.007,0.029,46
서울,관악구,2015040103,0.003,0.9,0.019,0.022,46
서울,광진구,2015040103,0.003,0.8,0.022,0.03,35
서울,구로구,2015040103,0.002,0.8,0.013,0.029,41
서울,금천구,2015040103,0.005,0.7,0.015,0.026,44
