지역,측정소명,측정일시,SO2,CO,O3,NO2,PM10
서울,강남구,2015100101,0.004,0.3,0.018,0.027,18
서울,강동구,2015100101,0.004,0.3,0.019,0.018,9
서울,강북구,2015100101,0.002,0.4,0.013,0.034,21
서울,강서구,2015100101,0.005,0.3,0.009,0.035,20
서울,관악구,2015100101,0.003,0.5,0.019,0.027,24
서울,광진구,2015100101,0.001,0.3,0.011,0.037,21
서울,구로구,2015100101,0.005,0.3,0.027,0.016,17
서울,금천구,2015100101,0.002,0.3,0.03,0.015,16
서울,노원구,2015100101,0.006,0.2,0.031,0.014,13
서울,도봉구,2015100101,0.004,0.3,0.015,0.031,13
서울,동대문구,2015100101,0.004,0.3,0.012,0.038,22
서울,마포구,2015100101,0.004,0.3,0.023,0.027,18
서울,서대문구,2015100101,0.004,0.5,0.014,0.034,26
서울,서초구,2015100101,0.004,0.3,0.017,0.024,18
서울,성동구,2015100101,0.004,0.2,0.012,0.037,23
서울,성북구,2015100101,0.005,0.3,0.002,0.033,25
서울,송파구,2015100101,0.003,0.4,0.003,0.043,21
서울,양천구,2015100101,0.002,0.4,0.009,0.041,22
서울,영등포구,2015100101,0.004,0.4,0.014,0.026,-999
서울,용산구,2015100101,0.005,0.2,0.025,0.019,20
서울,은평구,2015100101,0.006,0.4,0.007,0.036,15
서울,종로구,2015100101,0.006,0.5,0.008,0.039,18
서울,중구,2015100101,0.005,0.4,0.016,0.036,20
서울,중랑구,2015100101,0.005,0.3,0.02,0.025,15
서울,강남구,2015100102,0.005,0.3,0.026,0.017,19
서울,강동구,2015100102,0.004,0.3,0.024,0.009,19
서울,강북구,2015100102,0.002,0.4,0.015,0.03,21
서울,강서구,2015100102,0.004,0.3,0.024,0.019,17
서울,관악구,2015100102,0.003,0.4,0.026,0.013,26
서울,광진구,2015100102,-999,0.3,0.015,0.032,16
서울,구로구,2015100102,0.005,0.3,0.035,0.008,22
서울,금천구,2015100102,0.002,0.3,0.031,0.012,15
서울,노원구,2015100102,0.005,0.2,0.028,0.014,17
서울,도봉구,2015100102,0.005,0.3,0.017,0.027,18
서울,동대문구,2015100102,0.005,0.3,0.022,0.026,23
서울,마포구,2015100102,0.004,0.3,0.027,0.021,18
서울,서대문구,2015100102,0.003,0.5,0.025,0.019,18
서울,서초구,2015100102,0.004,0.3,0.021,0.019,18
서울,성동구,2015100102,0.004,0.2,0.025,0.023,23
서울,성북구,2015100102,0.005,0.3,0.015,0.023,17
서울,송파구,2015100102,0.003,0.4,0.012,0.029,20
서울,양천구,2015100102,0.002,0.3,0.028,0.018,21
서울,영등포구,2015100102,0.004,0.3,0.029,0.014,-999
서울,용산구,2015100102,0.004,0.2,0.027,0.016,19
서울,은평구,2015100102,0.006,0.4,0.013,0.03,23
서울,종로구,2015100102,0.006,0.5,0.021,0.023,20
서울,중구,2015100102,0.004,0.4,0.028,0.023,18
서울,중랑구,2015100102,0.005,0.3,0.025,0.015,17
서울,강남구,2015100103,0.004,0.3,0.022,0.018,24
서울,강동구,2015100103,0.003,0.3,0.023,0.008,18
서울,강북구,2015100103,0.003,0.3,0.023,0.02,21
서울,강서구,2015100103,0.004,0.3,0.029,0.011,24
서울,관악구,2015100103,0.002,0.3,0.026,0.01,26
서울,광진구,2015100103,-999,0.2,0.022,0.024,17
서울,구로구,2015100103,0.005,0.3,0.032,0.007,19
서울,금천구,2015100103,0.002,0.3,0.031,0.009,16
서울,노원구,2015100103,0.006,0.2,0.029,0.011,16
서울,도봉구,2015100103,0.005,0.4,0.017,0.024,19
서울,동대문구,2015100103,0.005,0.3,0.029,0.016,22
서울,마포구,2015100103,0.003,0.3,0.027,0.017,18
서울,서대문구,2015100103,0.003,0.4,0.026,0.015,23
서울,서초구,2015100103,0.004,0.2,0.023,0.013,19
서울,성동구,2015100103,0.004,0.2,0.023,0.02,25
서울,성북구,2015100103,0.005,0.3,0.028,0.014,19
서울,송파구,2015100103,0.004,0.3,0.024,0.016,20
서울,양천구,2015100103,0.002,0.3,0.031,0.011,20
서울,영등포구,2015100103,0.004,0.3,0.028,0.01,-999
서울,용산구,2015100103,0.004,0.2,0.027,0.013,18
서울,은평구,2015100103,0.006,0.2,0.027,0.016,21
서울,종로구,2015100103,0.006,0.4,0.023,0.019,22
서울,중구,2015100103,0.004,0.3,0.031,0.019,20
서울,중랑구,2015100103,0.004,0.2,0.026,0.013,22
서울,강남구,2015100104,0.005,0.3,0.022,0.015,19
서울,강동구,2015100104,0.004,0.3,0.023,0.007,18
서울,강북구,2015100104,0.003,0.3,0.032,0.011,18
서울,강서구,2015100104,0.005,0.2,0.028,0.01,23
서울,관악구,2015100104,0.002,0.3,0.024,0.011,22
서울,광진구,2015100104,0.001,0.2,0.025,0.021,19
서울,구로구,2015100104,0.005,0.3,0.031,0.008,18
서울,금천구,2015100104,0.002,0.3,0.032,0.009,14
서울,노원구,2015100104,0.006,0.2,0.029,0.011,17
서울,도봉구,2015100104,0.005,0.3,0.025,0.015,15
서울,동대문구,2015100104,0.005,0.3,0.03,0.015,20
서울,마포구,2015100104,0.003,0.3,0.031,0.012,17
서울,서대문구,2015100104,0.003,0.4,0.027,0.014,17
서울,서초구,2015100104,0.004,0.2,0.025,0.009,17
서울,성동구,2015100104,0.004,0.2,0.023,0.019,19
서울,성북구,2015100104,0.005,0.2,0.03,0.011,19
서울,송파구,2015100104,0.004,0.3,0.025,0.013,15
서울,양천구,2015100104,0.002,0.3,0.029,0.011,19
서울,영등포구,2015100104,0.004,0.3,0.025,0.012,-999
서울,용산구,2015100104,0.004,0.2,0.025,0.013,21
서울,은평구,2015100104,0.006,0.2,0.029,0.013,20
서울,종로구,2015100104,0.007,0.4,0.024,0.015,19
서울,중구,2015100104,0.004,0.3,0.027,0.021,15
서울,중랑구,2015100104,0.004,0.2,0.028,0.01,17
서울,강남구,2015100105,0.004,0.2,0.023,0.014,17
서울,강동구,2015100105,0.004,0.3,0.022,0.007,18
서울,강북구,2015100105,0.003,0.3,0.028,0.013,17
서울,강서구,2015100105,0.004,0.3,0.025,0.012,19
서울,관악구,2015100105,0.002,0.3,0.022,0.012,24
서울,광진구,2015100105,0.001,0.2,0.027,0.018,16
서울,구로구,2015100105,0.005,0.3,0.028,0.008,18
서울,금천구,2015100105,0.002,0.3,0.031,0.007,14
서울,노원구,2015100105,0.006,0.2,0.03,0.009,16
서울,도봉구,2015100105,0.005,0.3,0.025,0.012,15
서울,동대문구,2015100105,0.005,0.3,0.031,0.013,19
서울,마포구,2015100105,0.003,0.3,0.029,0.011,17
서울,서대문구,2015100105,0.003,0.4,0.024,0.015,16
서울,서초구,2015100105,0.004,0.2,0.026,0.007,17
서울,성동구,2015100105,0.004,0.2,0.023,0.018,18
서울,성북구,2015100105,0.005,0.2,0.032,0.011,16
서울,송파구,2015100105,0.004,0.3,0.034,0.01,16
서울,양천구,2015100105,0.002,0.3,0.026,0.013,19
서울,영등포구,2015100105,0.004,0.2,0.026,0.011,-999
서울,용산구,2015100105,0.004,0.2,0.023,0.015,18
서울,은평구,2015100105,0.005,0.6,0.029,0.013,21
서울,종로구,2015100105,0.005,0.4,0.025,0.015,17
서울,중구,2015100105,0.004,0.3,0.024,0.023,17
서울,중랑구,2015100105,0.004,0.2,0.025,0.012,17
서울,강남구,2015100106,0.004,0.2,0.018,0.019,18
서울,강동구,2015100106,0.003,0.3,0.02,0.009,17
서울,강북구,2015100106,0.003,0.3,0.027,0.014,17
서울,강서구,2015100106,0.004,0.2,0.022,0.014,20
서울,관악구,2015100106,0.002,0.3,0.018,0.017,21
서울,광진구,2015100106,-999,0.2,0.025,-999,12
서울,구로구,2015100106,0.005,0.3,0.023,0.012,18
서울,금천구,2015100106,0.003,0.3,0.026,0.011,14
서울,노원구,2015100106,0.005,0.2,0.031,0.008,15
서울,도봉구,2015100106,0.005,0.3,0.024,0.013,15
서울,동대문구,2015100106,0.005,0.2,0.026,0.016,18
서울,마포구,2015100106,0.003,0.3,0.023,0.017,17
서울,서대문구,2015100106,0.004,0.4,0.025,0.014,18
서울,서초구,2015100106,0.004,0.2,0.023,0.01,16
서울,성동구,2015100106,0.004,0.2,0.023,0.021,18
서울,성북구,2015100106,0.005,0.3,0.022,0.017,15
서울,송파구,2015100106,0.005,0.3,0.032,0.011,15
서울,양천구,2015100106,0.002,0.3,0.024,0.013,18
서울,영등포구,2015100106,0.004,0.2,0.021,0.014,-999
서울,용산구,2015100106,0.005,0.2,0.02,0.018,17
서울,은평구,2015100106,0.005,0.4,0.027,0.013,15
서울,종로구,2015100106,0.005,0.4,0.022,0.017,17
서울,중구,2015100106,0.004,0.3,0.022,0.026,18
서울,중랑구,2015100106,0.005,0.2,0.023,0.013,16
