E,Tau,Smoothness
2,1,0.067779
2,2,0.799374
2,3,-0.166261
2,4,0.155532
2,5,0.159763
2,6,0.072075
2,7,0.073494
2,8,0.171429
2,9,0.166260
2,10,0.896444
2,11,0.896407
2,12,0.896022
2,13,0.896335
2,14,0.896299
2,15,0.896263
2,16,0.896226
2,17,0.896190
2,18,0.896154
2,19,0.896118
2,20,0.896081
2,21,0.896395
2,22,0.889458
2,23,0.895622
2,24,0.895936
3,1,0.804471
3,2,0.807687
3,3,0.123259
3,4,0.807317
3,5,0.896444
3,6,0.894627
3,7,0.896299
3,8,0.896226
3,9,0.896154
3,10,0.896081
3,11,0.890159
3,12,0.896038
3,13,0.895512
3,14,0.895789
3,15,0.892907
3,16,0.889318
3,17,0.895218
3,18,0.895496
3,19,0.894014
3,20,0.893939
3,21,0.894922
3,22,0.888247
3,23,0.888418
3,24,0.884452
4,1,0.806311
4,2,0.880571
4,3,0.814570
4,4,0.896371
4,5,0.896016
4,6,0.893706
4,7,0.894820
4,8,0.893308
4,9,0.895929
4,10,0.892556
4,11,0.887976
4,12,0.894895
4,13,0.895033
4,14,0.880465
4,15,0.892267
4,16,0.887943
4,17,0.894234
4,18,0.894476
4,19,0.891882
4,20,0.891767
4,21,0.892007
4,22,0.885595
4,23,0.879316
4,24,0.872773
5,1,0.883757
5,2,0.891932
5,3,0.894031
5,4,0.892485
5,5,0.895834
5,6,0.893060
5,7,0.893860
5,8,0.882467
5,9,0.890175
5,10,0.890579
5,11,0.886483
5,12,0.877549
5,13,0.894760
5,14,0.872077
5,15,0.892256
5,16,0.888017
5,17,0.894054
5,18,0.893504
5,19,0.891863
5,20,0.890279
5,21,0.893701
5,22,0.883618
5,23,0.891338
5,24,-0.382441
6,1,0.890101
6,2,0.893994
6,3,0.890180
6,4,0.894434
6,5,0.895403
6,6,0.885285
6,7,0.881306
6,8,0.871036
6,9,0.888901
6,10,0.885084
6,11,0.886749
6,12,0.870825
6,13,0.880765
6,14,0.864513
6,15,0.891369
6,16,0.888448
6,17,0.744571
6,18,0.742276
6,19,0.363277
6,20,0.890674
6,21,0.891198
6,22,0.878357
6,23,0.891263
6,24,0.736421
7,1,0.890540
7,2,0.894235
7,3,0.888666
7,4,0.889076
7,5,0.894977
7,6,0.876307
7,7,0.873474
7,8,0.873102
7,9,0.883608
7,10,0.885138
7,11,0.883106
7,12,0.865178
7,13,0.879140
7,14,0.859181
7,15,0.712360
7,16,-0.129806
7,17,0.893223
7,18,0.891864
7,19,0.496126
7,20,0.735121
7,21,0.892655
7,22,0.892678
7,23,0.886336
7,24,0.888567
8,1,0.890745
8,2,0.890294
8,3,0.892010
8,4,0.890381
8,5,0.890563
8,6,0.874079
8,7,0.875903
8,8,0.871328
8,9,0.877908
8,10,0.885119
8,11,0.880966
8,12,0.860662
8,13,0.095915
8,14,0.409402
8,15,0.891941
8,16,0.886347
8,17,-0.081339
8,18,0.891653
8,19,0.889514
8,20,0.892489
8,21,0.892303
8,22,0.891336
8,23,0.885745
8,24,0.884997
9,1,0.892214
9,2,0.889621
9,3,0.892132
9,4,0.886277
9,5,0.888803
9,6,0.869486
9,7,0.872054
9,8,0.866747
9,9,0.873940
9,10,0.885094
9,11,0.878093
9,12,-0.040711
9,13,0.856744
9,14,0.889377
9,15,0.039062
9,16,0.885278
9,17,0.892984
9,18,0.891517
9,19,0.886176
9,20,0.891914
9,21,0.888624
9,22,0.889711
9,23,0.724525
9,24,0.419143
10,1,0.889242
10,2,0.887465
10,3,0.884099
10,4,0.880341
10,5,0.885216
10,6,0.864147
10,7,0.863984
10,8,0.865359
10,9,0.873460
10,10,0.316716
10,11,0.497264
10,12,0.848749
10,13,0.834283
10,14,0.891869
10,15,0.895090
10,16,0.890506
10,17,0.890472
10,18,0.888220
10,19,0.886116
10,20,0.889630
10,21,0.625052
10,22,0.880224
10,23,0.882657
10,24,0.871631
