E,Tau,Smoothness
2,1,-3.549193
2,2,-4.068193
2,3,-3.905942
2,4,-3.732322
2,5,-3.775864
2,6,-3.623383
2,7,-3.826116
2,8,-3.958481
2,9,-3.798795
2,10,-3.666284
2,11,-3.751939
2,12,-3.608506
2,13,-3.920925
2,14,-4.014271
2,15,-3.888936
2,16,-3.966329
2,17,-3.896612
2,18,-3.862045
2,19,-3.910251
2,20,-4.075117
2,21,-3.951433
2,22,-3.736283
2,23,-3.738385
2,24,-3.695373
3,1,-3.399245
3,2,-3.330418
3,3,-3.336716
3,4,-3.299865
3,5,-3.222144
3,6,-3.374895
3,7,-3.335236
3,8,-3.174013
3,9,-3.451039
3,10,-3.225960
3,11,-3.202353
3,12,-3.402835
3,13,-3.314163
3,14,-3.406166
3,15,-3.425326
3,16,-3.255028
3,17,-3.324913
3,18,-3.428447
3,19,-3.333956
3,20,-3.282267
3,21,-3.260829
3,22,-3.110516
3,23,-3.219550
3,24,-3.301066
4,1,-2.307812
4,2,-2.109170
4,3,-1.984835
4,4,-2.033945
4,5,-2.068269
4,6,-2.120553
4,7,-2.101347
4,8,-2.100494
4,9,-1.941401
4,10,-2.015866
4,11,-1.943586
4,12,-2.031865
4,13,-2.126465
4,14,-2.124978
4,15,-2.103077
4,16,-2.131407
4,17,-2.050672
4,18,-2.183770
4,19,-2.070898
4,20,-2.059624
4,21,-2.093779
4,22,-2.040146
4,23,-1.913544
4,24,-2.209356
5,1,-1.228169
5,2,-1.084380
5,3,-0.963893
5,4,-1.075369
5,5,-0.975888
5,6,-1.027404
5,7,-1.005801
5,8,-1.050938
5,9,-0.992952
5,10,-1.004272
5,11,-0.926956
5,12,-1.080807
5,13,-1.092848
5,14,-1.023169
5,15,-1.043357
5,16,-1.023701
5,17,-0.974959
5,18,-1.082099
5,19,-0.990561
5,20,-0.962749
5,21,-0.993379
5,22,-0.908297
5,23,-0.968317
5,24,-1.183373
6,1,-0.636580
6,2,-0.432831
6,3,-0.351479
6,4,-0.484817
6,5,-0.370313
6,6,-0.453595
6,7,-0.382866
6,8,-0.515547
6,9,-0.423554
6,10,-0.423170
6,11,-0.320656
6,12,-0.538707
6,13,-0.490184
6,14,-0.442005
6,15,-0.406421
6,16,-0.449985
6,17,-0.362615
6,18,-0.443118
6,19,-0.358968
6,20,-0.416595
6,21,-0.337101
6,22,-0.341869
6,23,-0.373451
6,24,-0.523681
7,1,-0.254811
7,2,-0.073863
7,3,-0.051378
7,4,-0.120709
7,5,-0.085713
7,6,-0.124999
7,7,-0.079713
7,8,-0.184199
7,9,-0.082976
7,10,-0.045176
7,11,-0.035580
7,12,-0.202263
7,13,-0.091236
7,14,-0.104556
7,15,-0.091361
7,16,-0.095535
7,17,-0.033662
7,18,-0.054833
7,19,-0.054669
7,20,-0.074439
7,21,-0.027710
7,22,-0.007692
7,23,-0.045442
7,24,-0.170250
8,1,-0.025325
8,2,0.117692
8,3,0.159342
8,4,0.066640
8,5,0.113333
8,6,0.089119
8,7,0.117750
8,8,0.031630
8,9,0.107821
8,10,0.134948
8,11,0.150270
8,12,0.058995
8,13,0.121422
8,14,0.146520
8,15,0.140155
8,16,0.113739
8,17,0.203576
8,18,0.151546
8,19,0.168342
8,20,0.123887
8,21,0.172274
8,22,0.197173
8,23,0.162833
8,24,0.029178
9,1,0.140827
9,2,0.262528
9,3,0.268558
9,4,0.204703
9,5,0.251085
9,6,0.216432
9,7,0.239550
9,8,0.197027
9,9,0.254214
9,10,0.273766
9,11,0.289483
9,12,0.198198
9,13,0.249624
9,14,0.291846
9,15,0.262812
9,16,0.240552
9,17,0.331464
9,18,0.275918
9,19,0.289500
9,20,0.247847
9,21,0.302326
9,22,0.329911
9,23,0.284769
9,24,0.161164
10,1,0.296672
10,2,0.359232
10,3,0.358549
10,4,0.322476
10,5,0.356989
10,6,0.327374
10,7,0.329034
10,8,0.303267
10,9,0.344959
10,10,0.364455
10,11,0.377215
10,12,0.301657
10,13,0.368050
10,14,0.389640
10,15,0.362198
10,16,0.354759
10,17,0.428851
