E,Tau,Smoothness
2,1,-18.149021
2,2,-16.169358
2,3,-14.137283
2,4,-13.790326
2,5,-15.604079
2,6,-14.485725
2,7,-14.344443
2,8,-13.536968
2,9,-16.000018
2,10,-21.598468
2,11,-18.102633
2,12,-18.476798
2,13,-20.781779
2,14,-19.319898
2,15,-20.619940
2,16,-14.980453
2,17,-14.188936
2,18,-12.940788
2,19,-12.936700
2,20,-13.690946
2,21,-13.274163
2,22,-13.614759
2,23,-13.911544
2,24,-26.421260
3,1,-3.744948
3,2,-3.346654
3,3,-2.856960
3,4,-2.213938
3,5,-2.849415
3,6,-2.302583
3,7,-2.592235
3,8,-2.445290
3,9,-2.622132
3,10,-2.624246
3,11,-2.113258
3,12,-3.326223
3,13,-2.423822
3,14,-2.693638
3,15,-3.255216
3,16,-2.463561
3,17,-2.685490
3,18,-2.430469
3,19,-2.168388
3,20,-2.286233
3,21,-2.308142
3,22,-2.217937
3,23,-2.471624
3,24,-5.237208
4,1,-1.350065
4,2,-0.958416
4,3,-0.758312
4,4,-0.544257
4,5,-0.702152
4,6,-0.579205
4,7,-0.594688
4,8,-0.616241
4,9,-0.624037
4,10,-0.616624
4,11,-0.506953
4,12,-1.154254
4,13,-0.602755
4,14,-0.648159
4,15,-0.706837
4,16,-0.549646
4,17,-0.693824
4,18,-0.527090
4,19,-0.531280
4,20,-0.525553
4,21,-0.541201
4,22,-0.465665
4,23,-0.415892
4,24,-1.587221
5,1,-0.532011
5,2,-0.219648
5,3,-0.090658
5,4,-0.024009
5,5,-0.049137
5,6,0.041472
5,7,-0.061288
5,8,-0.103909
5,9,-0.064389
5,10,-0.061451
5,11,0.074520
5,12,-0.228184
5,13,-0.047059
5,14,0.015733
5,15,-0.038256
5,16,-0.050367
5,17,-0.019072
5,18,0.061861
5,19,0.043475
5,20,0.055812
5,21,0.039089
5,22,0.022910
5,23,0.110893
5,24,-0.545717
6,1,-0.217140
6,2,0.117767
6,3,0.207609
6,4,0.243429
6,5,0.278731
6,6,0.229640
6,7,0.211049
6,8,0.176597
6,9,0.259763
6,10,0.246421
6,11,0.292637
6,12,0.074258
6,13,0.224896
6,14,0.294430
6,15,0.278671
6,16,0.240239
6,17,0.229264
6,18,0.304434
6,19,0.313759
6,20,0.315891
6,21,0.296945
6,22,0.256965
6,23,0.336366
6,24,-0.072503
7,1,0.023896
7,2,0.320038
7,3,0.359392
7,4,0.419759
