E,Tau,Smoothness
2,1,-20.693823
2,2,-19.105037
2,3,-18.506722
2,4,-16.801752
2,5,-17.500668
2,6,-17.349196
2,7,-17.285812
2,8,-20.650993
2,9,-22.360870
2,10,-21.387939
2,11,-24.236295
2,12,-21.873218
2,13,-21.466662
2,14,-19.887685
2,15,-21.831000
2,16,-17.961811
2,17,-18.258366
2,18,-16.709515
2,19,-15.780442
2,20,-16.593276
2,21,-16.555482
2,22,-16.109278
2,23,-18.366358
2,24,-26.184562
3,1,-4.504593
3,2,-3.533493
3,3,-2.849264
3,4,-2.475561
3,5,-2.308148
3,6,-2.356702
3,7,-2.639484
3,8,-2.890373
3,9,-2.867159
3,10,-2.386912
3,11,-2.644275
3,12,-3.537021
3,13,-3.017761
3,14,-2.558595
3,15,-2.767290
3,16,-2.845602
3,17,-2.674478
3,18,-2.335030
3,19,-2.285500
3,20,-2.239175
3,21,-2.296028
3,22,-2.413425
3,23,-3.009139
3,24,-5.142255
4,1,-1.612326
4,2,-0.954847
4,3,-0.670852
4,4,-0.604087
4,5,-0.496063
4,6,-0.642216
4,7,-0.474417
4,8,-0.666796
4,9,-0.590847
4,10,-0.538669
4,11,-0.518459
4,12,-1.127800
4,13,-0.595547
4,14,-0.549112
4,15,-0.541704
4,16,-0.592465
4,17,-0.554494
4,18,-0.522736
4,19,-0.427541
4,20,-0.454633
4,21,-0.529420
4,22,-0.424649
4,23,-0.650309
4,24,-1.574340
5,1,-0.671859
5,2,-0.235759
5,3,-0.041173
5,4,-0.014265
5,5,0.064395
5,6,-0.036093
5,7,0.063367
5,8,-0.072888
5,9,0.043324
5,10,0.003352
5,11,0.086948
5,12,-0.304796
5,13,-0.000683
5,14,0.020015
5,15,0.079171
5,16,-0.069677
5,17,0.078226
5,18,0.059844
5,19,0.075271
5,20,0.114525
5,21,0.040061
5,22,0.049084
5,23,0.024169
5,24,-0.507411
6,1,-0.186081
6,2,0.135287
6,3,0.196838
6,4,0.242286
6,5,0.298751
6,6,0.218465
6,7,0.312658
6,8,0.194700
6,9,0.318602
6,10,0.276822
6,11,0.311920
6,12,0.061651
6,13,0.260169
6,14,0.305210
6,15,0.317701
6,16,0.226509
6,17,0.306721
6,18,0.311011
6,19,0.345296
6,20,0.330617
6,21,0.331103
6,22,0.315953
6,23,0.297325
6,24,-0.034513
7,1,0.085305
7,2,0.308524
7,3,0.368802
7,4,0.411508
