E,Tau,Smoothness
2,1,-0.905422
2,2,-0.898986
2,3,-1.258097
2,4,-1.022801
2,5,-1.541918
2,6,-1.422382
2,7,-1.517678
2,8,-1.705794
2,9,-1.656917
2,10,-1.296854
2,11,-1.241574
2,12,-1.405806
2,13,-1.199606
2,14,-1.443272
2,15,-1.060694
2,16,-1.414475
2,17,-1.044836
2,18,-0.896574
2,19,-1.091876
2,20,-1.180081
2,21,-1.204727
2,22,-1.208446
2,23,-1.270494
2,24,-1.091024
3,1,-1.159187
3,2,-1.083934
3,3,-1.207746
3,4,-1.162733
3,5,-1.255130
3,6,-1.122041
3,7,-1.162887
3,8,-1.117666
3,9,-1.163165
3,10,-1.208350
3,11,-1.129009
3,12,-1.193542
3,13,-1.331592
3,14,-1.366571
3,15,-1.150422
3,16,-1.187652
3,17,-1.183050
3,18,-1.018188
3,19,-1.069208
3,20,-1.043158
3,21,-1.004520
3,22,-0.989049
3,23,-0.870389
3,24,-1.117602
4,1,-1.171939
4,2,-1.067425
4,3,-1.141617
4,4,-1.018334
4,5,-1.104967
4,6,-1.057754
4,7,-1.064944
4,8,-1.049800
4,9,-1.071537
4,10,-1.060884
4,11,-0.898900
4,12,-0.907475
4,13,-1.085155
4,14,-1.068140
4,15,-0.954238
4,16,-0.996085
4,17,-1.042962
4,18,-0.944655
4,19,-1.088383
4,20,-1.024964
4,21,-0.895961
4,22,-0.746087
4,23,-0.788546
4,24,-0.878917
5,1,-0.787085
5,2,-0.796813
5,3,-0.820069
5,4,-0.813559
5,5,-0.855116
5,6,-0.810122
5,7,-0.776122
5,8,-0.782319
5,9,-0.826765
5,10,-0.879447
5,11,-0.628235
5,12,-0.801104
5,13,-0.763486
5,14,-0.819973
5,15,-0.797150
5,16,-0.740625
5,17,-0.743457
5,18,-0.818699
5,19,-0.877247
5,20,-0.830001
5,21,-0.729197
5,22,-0.628512
5,23,-0.610532
5,24,-0.706815
6,1,-0.492925
6,2,-0.503219
6,3,-0.469385
6,4,-0.469798
6,5,-0.507988
6,6,-0.554987
6,7,-0.443754
6,8,-0.456631
6,9,-0.409484
6,10,-0.445716
6,11,-0.289786
6,12,-0.544264
6,13,-0.465934
6,14,-0.313671
6,15,-0.396375
6,16,-0.481384
6,17,-0.417663
6,18,-0.540907
6,19,-0.381858
6,20,-0.461769
6,21,-0.420232
6,22,-0.405013
6,23,-0.305808
6,24,-0.439339
7,1,-0.308553
7,2,-0.234458
7,3,-0.185357
7,4,-0.094278
7,5,-0.215410
7,6,-0.301357
7,7,-0.113322
7,8,-0.141741
7,9,-0.094167
7,10,-0.130947
7,11,-0.026763
7,12,-0.213021
7,13,-0.184481
7,14,-0.058688
7,15,-0.106458
7,16,-0.163876
7,17,-0.129653
7,18,-0.262529
7,19,-0.111768
7,20,-0.099937
7,21,-0.105716
7,22,-0.106211
7,23,-0.078265
7,24,-0.141484
8,1,-0.073629
8,2,-0.011782
8,3,0.071037
8,4,0.091908
8,5,0.013507
8,6,-0.030996
8,7,0.119230
8,8,0.044905
8,9,0.089867
8,10,0.131322
8,11,0.146119
8,12,-0.022891
8,13,0.031728
8,14,0.174565
8,15,0.090550
8,16,0.026072
8,17,0.086566
8,18,-0.006056
8,19,0.119635
8,20,0.127939
8,21,0.106681
8,22,0.112031
8,23,0.083851
8,24,0.035944
9,1,0.090598
9,2,0.178296
9,3,0.224062
9,4,0.214736
9,5,0.205368
9,6,0.140786
9,7,0.278663
9,8,0.169890
9,9,0.226576
9,10,0.270055
9,11,0.262380
9,12,0.154600
9,13,0.190104
9,14,0.283949
9,15,0.255014
9,16,0.178704
9,17,0.224075
9,18,0.155312
9,19,0.238124
9,20,0.249649
9,21,0.257514
9,22,0.246146
9,23,0.222796
9,24,0.130025
10,1,0.189819
10,2,0.291460
10,3,0.324019
10,4,0.305287
10,5,0.339022
10,6,0.246757
10,7,0.369664
10,8,0.296137
10,9,0.333070
10,10,0.348340
10,11,0.372424
10,12,0.249528
10,13,0.334264
10,14,0.381716
10,15,0.336379
10,16,0.311369
10,17,0.319755
10,18,0.270121
10,19,0.340346
10,20,0.361346
10,21,0.349476
10,22,0.345445
10,23,0.317341
10,24,0.261642
