E,Tau,Smoothness
2,1,-3.103448
2,2,-2.728123
2,3,-2.780925
2,4,-2.770524
2,5,-2.865186
2,6,-2.898070
2,7,-2.846903
2,8,-2.870472
2,9,-3.092163
2,10,-2.668221
2,11,-2.861559
2,12,-2.947101
2,13,-3.272266
2,14,-2.947480
2,15,-2.913663
2,16,-3.035700
2,17,-3.159523
2,18,-3.260562
2,19,-2.924780
2,20,-3.187228
2,21,-3.144805
2,22,-2.903531
2,23,-2.499515
2,24,-2.715399
3,1,-2.582298
3,2,-2.535316
3,3,-2.720297
3,4,-2.837667
3,5,-2.850218
3,6,-2.837630
3,7,-2.757727
3,8,-2.940727
3,9,-2.714816
3,10,-2.857865
3,11,-2.466705
3,12,-2.747760
3,13,-2.606042
3,14,-2.851774
3,15,-2.809600
3,16,-2.844978
3,17,-2.904775
3,18,-2.737904
3,19,-2.919581
3,20,-2.917185
3,21,-2.776386
3,22,-2.308428
3,23,-2.117513
3,24,-2.671305
4,1,-1.923443
4,2,-2.016653
4,3,-1.849651
4,4,-1.959198
4,5,-2.019694
4,6,-2.131160
4,7,-1.947581
4,8,-2.002526
4,9,-1.870990
4,10,-1.984543
4,11,-1.539305
4,12,-2.089915
4,13,-1.878599
4,14,-2.176534
4,15,-1.997514
4,16,-2.022748
4,17,-1.950775
4,18,-2.030358
4,19,-2.023597
4,20,-2.086041
4,21,-1.940146
4,22,-1.749418
4,23,-1.637268
4,24,-2.047106
5,1,-1.311870
5,2,-1.016555
5,3,-0.889968
5,4,-1.175196
5,5,-1.126003
5,6,-1.167517
5,7,-1.020706
5,8,-1.159085
5,9,-0.982352
5,10,-1.153526
5,11,-0.793943
5,12,-1.196316
5,13,-1.153857
5,14,-1.175419
5,15,-1.042883
5,16,-1.178733
5,17,-0.953846
5,18,-1.053683
5,19,-1.074143
5,20,-1.075068
5,21,-0.968523
5,22,-0.910797
5,23,-0.878347
5,24,-1.271956
6,1,-0.699977
6,2,-0.423649
6,3,-0.359381
6,4,-0.528418
6,5,-0.412391
6,6,-0.543886
6,7,-0.460445
6,8,-0.597889
6,9,-0.401063
6,10,-0.482230
6,11,-0.346626
6,12,-0.633295
6,13,-0.532150
6,14,-0.421712
6,15,-0.487514
6,16,-0.553383
6,17,-0.448228
6,18,-0.484451
6,19,-0.393884
6,20,-0.457527
6,21,-0.380391
6,22,-0.370700
6,23,-0.355823
6,24,-0.638891
7,1,-0.322685
7,2,-0.061476
7,3,-0.037043
7,4,-0.178868
7,5,-0.121873
7,6,-0.224524
7,7,-0.142622
7,8,-0.244045
7,9,-0.044965
7,10,-0.133274
7,11,-0.034349
7,12,-0.270952
7,13,-0.218402
7,14,-0.067678
7,15,-0.120621
7,16,-0.243801
7,17,-0.104285
7,18,-0.136290
7,19,-0.065862
7,20,-0.156373
7,21,-0.044406
7,22,-0.016361
7,23,-0.047102
7,24,-0.277305
8,1,-0.073378
8,2,0.107515
8,3,0.150929
8,4,0.011728
8,5,0.084147
8,6,-0.011986
8,7,0.108874
8,8,-0.016215
8,9,0.139507
8,10,0.114144
8,11,0.168208
8,12,-0.034411
8,13,0.047861
8,14,0.147006
8,15,0.103055
8,16,-0.025181
8,17,0.187081
8,18,0.093301
8,19,0.120655
8,20,0.017950
8,21,0.150957
8,22,0.205996
8,23,0.150443
8,24,-0.011969
9,1,0.129852
9,2,0.267601
9,3,0.305164
9,4,0.168516
9,5,0.213695
9,6,0.150511
9,7,0.257116
9,8,0.107194
9,9,0.275358
9,10,0.253324
9,11,0.304159
9,12,0.119317
9,13,0.197602
9,14,0.301532
9,15,0.253576
9,16,0.159925
9,17,0.301652
9,18,0.226286
9,19,0.271232
9,20,0.219429
9,21,0.304453
9,22,0.327160
9,23,0.281568
9,24,0.155988
10,1,0.275645
10,2,0.347123
10,3,0.381695
10,4,0.286584
10,5,0.336828
10,6,0.250487
10,7,0.347366
10,8,0.237245
10,9,0.373511
10,10,0.341366
10,11,0.404865
