E,Tau,Smoothness
2,1,-10.823139
2,2,-10.360111
2,3,-10.356873
2,4,-9.832328
2,5,-10.073374
2,6,-10.390404
2,7,-10.556525
2,8,-10.458623
2,9,-10.423312
2,10,-11.055795
2,11,-10.487108
2,12,-9.967234
2,13,-10.504027
2,14,-10.843143
2,15,-11.303570
2,16,-11.534315
2,17,-10.820655
2,18,-10.172944
2,19,-9.770205
2,20,-9.553625
2,21,-9.263711
2,22,-8.580399
2,23,-8.829072
2,24,-12.165067
3,1,-4.961458
3,2,-4.269265
3,3,-4.273756
3,4,-4.011136
3,5,-3.791451
3,6,-3.820125
3,7,-4.203202
3,8,-3.985794
3,9,-3.893880
3,10,-3.762690
3,11,-3.467819
3,12,-4.217789
3,13,-3.947069
3,14,-4.001538
3,15,-4.662947
3,16,-4.118461
3,17,-3.887905
3,18,-3.892953
3,19,-4.019359
3,20,-3.388586
3,21,-3.413982
3,22,-3.215990
3,23,-3.546500
3,24,-5.837218
4,1,-2.137343
4,2,-1.697084
4,3,-1.402759
4,4,-1.405269
4,5,-1.492067
4,6,-1.426533
4,7,-1.260288
4,8,-1.475524
4,9,-1.213895
4,10,-1.280669
4,11,-1.210894
4,12,-1.882427
4,13,-1.540403
4,14,-1.384998
4,15,-1.335258
4,16,-1.462295
4,17,-1.255339
4,18,-1.415802
4,19,-1.296955
4,20,-1.139356
4,21,-1.139697
4,22,-1.098263
4,23,-1.206653
4,24,-2.487348
5,1,-0.918170
5,2,-0.599357
5,3,-0.441592
5,4,-0.443805
5,5,-0.543900
5,6,-0.485765
5,7,-0.448076
5,8,-0.642280
5,9,-0.396834
5,10,-0.436890
5,11,-0.339440
5,12,-0.708347
5,13,-0.603271
5,14,-0.497195
5,15,-0.455342
5,16,-0.501095
5,17,-0.407576
5,18,-0.475023
5,19,-0.469315
5,20,-0.393886
5,21,-0.375726
5,22,-0.349192
5,23,-0.418603
5,24,-1.119217
6,1,-0.377887
6,2,-0.138471
6,3,-0.066198
6,4,-0.057125
6,5,-0.077515
6,6,-0.115638
6,7,-0.041817
6,8,-0.140483
6,9,-0.021740
6,10,-0.030399
6,11,0.009407
6,12,-0.244321
6,13,-0.159969
6,14,-0.028991
6,15,-0.045097
6,16,-0.069854
6,17,-0.015057
6,18,-0.056410
6,19,0.024874
6,20,-0.008436
6,21,0.017364
6,22,0.002401
6,23,-0.003960
6,24,-0.518577
7,1,-0.114779
7,2,0.118964
7,3,0.146181
7,4,0.174317
7,5,0.136970
7,6,0.081238
7,7,0.168829
7,8,0.124245
7,9,0.140486
7,10,0.176344
7,11,0.204973
7,12,0.063766
7,13,0.105454
7,14,0.174609
7,15,0.150219
7,16,0.141532
7,17,0.185790
7,18,0.168999
7,19,0.228898
7,20,0.209740
7,21,0.218746
7,22,0.230896
7,23,0.219797
7,24,-0.200545
8,1,0.107065
8,2,0.266472
8,3,0.326960
8,4,0.301630
8,5,0.268545
8,6,0.255214
8,7,0.315954
8,8,0.250420
8,9,0.280598
8,10,0.348397
8,11,0.323213
8,12,0.215241
8,13,0.284113
8,14,0.304585
8,15,0.310447
8,16,0.284151
8,17,0.324725
8,18,0.271830
8,19,0.347816
8,20,0.351917
8,21,0.326359
8,22,0.362218
8,23,0.346591
8,24,-0.010126
9,1,0.250430
9,2,0.354533
9,3,0.417011
