E,Tau,Smoothness
2,1,-17.862929
2,2,-15.877298
2,3,-14.773985
2,4,-15.075588
2,5,-16.111599
2,6,-14.994869
2,7,-14.514901
2,8,-14.578231
2,9,-16.554987
2,10,-18.883465
2,11,-18.594279
2,12,-17.920670
2,13,-17.690016
2,14,-19.392336
2,15,-18.320524
2,16,-16.492724
2,17,-15.705539
2,18,-14.668578
2,19,-14.822628
2,20,-14.936234
2,21,-14.926079
2,22,-14.757722
2,23,-15.050408
2,24,-23.299476
3,1,-5.034123
3,2,-3.948480
3,3,-3.255278
3,4,-2.786317
3,5,-3.184438
3,6,-2.625172
3,7,-3.152387
3,8,-3.275831
3,9,-3.212384
3,10,-3.137006
3,11,-2.861195
3,12,-4.803030
3,13,-2.926450
3,14,-3.305371
3,15,-3.554477
3,16,-3.234112
3,17,-3.131237
3,18,-3.016142
3,19,-2.860648
3,20,-2.700844
3,21,-2.829170
3,22,-3.089878
3,23,-3.420110
3,24,-5.911578
4,1,-1.718886
4,2,-1.198720
4,3,-0.877398
4,4,-0.772771
4,5,-1.023163
4,6,-0.705912
4,7,-0.827397
4,8,-1.022482
4,9,-0.802638
4,10,-0.808589
4,11,-0.682795
4,12,-1.671353
4,13,-0.869575
4,14,-0.814512
4,15,-0.907493
4,16,-0.908572
4,17,-0.787172
4,18,-0.768815
4,19,-0.623790
4,20,-0.742980
4,21,-0.826856
4,22,-0.858931
4,23,-0.862683
4,24,-1.925193
5,1,-0.708824
5,2,-0.291937
5,3,-0.176421
5,4,-0.130420
5,5,-0.188334
5,6,-0.159351
5,7,-0.179093
5,8,-0.310610
5,9,-0.155139
5,10,-0.128055
5,11,-0.137854
5,12,-0.633267
5,13,-0.180464
5,14,-0.134890
5,15,-0.135960
5,16,-0.240621
5,17,-0.147319
5,18,-0.096709
5,19,-0.093459
5,20,-0.063557
5,21,-0.144632
5,22,-0.158039
5,23,-0.165300
5,24,-0.682617
6,1,-0.209716
6,2,0.066463
6,3,0.128321
6,4,0.157887
6,5,0.137792
6,6,0.124413
6,7,0.136888
6,8,0.009984
6,9,0.152972
6,10,0.146565
6,11,0.169566
6,12,-0.138996
6,13,0.130636
6,14,0.192065
6,15,0.203100
6,16,0.061231
6,17,0.148920
6,18,0.171381
6,19,0.212312
6,20,0.187966
6,21,0.195163
6,22,0.206962
6,23,0.142232
6,24,-0.151003
7,1,0.076808
7,2,0.266584
7,3,0.302641
7,4,0.325466
7,5,0.316250
7,6,0.283801
7,7,0.313602
7,8,0.233487
7,9,0.317770
7,10,0.326660
7,11,0.341167
7,12,0.130708
7,13,0.324745
7,14,0.364002
7,15,0.331606
7,16,0.267302
7,17,0.345448
7,18,0.350201
7,19,0.379562
7,20,0.373029
7,21,0.371990
7,22,0.378717
7,23,0.332010
7,24,0.086986
8,1,0.226992
8,2,0.381067
8,3,0.426179
