E,Tau,Smoothness
2,1,-0.301356
2,2,-0.411305
2,3,-0.414707
2,4,-0.240645
2,5,-0.312028
2,6,-0.290361
2,7,-0.428127
2,8,-0.527508
2,9,-0.524307
2,10,-0.555329
2,11,-0.490701
2,12,-0.530802
2,13,-0.388216
2,14,-0.539714
2,15,-0.325201
2,16,-0.334978
2,17,-0.346392
2,18,-0.241627
2,19,-0.261673
2,20,-0.248308
2,21,-0.151059
2,22,-0.208388
2,23,-0.114792
2,24,-0.286355
3,1,-0.279982
3,2,-0.071017
3,3,-0.290700
3,4,-0.283249
3,5,-0.429792
3,6,-0.431920
3,7,-0.378059
3,8,-0.383026
3,9,-0.238722
3,10,-0.267695
3,11,-0.191559
3,12,-0.240744
3,13,-0.300692
3,14,-0.239746
3,15,-0.216862
3,16,-0.360456
3,17,-0.655044
3,18,-0.310063
3,19,-0.338199
3,20,-0.301430
3,21,-0.160719
3,22,-0.152293
3,23,-0.108886
3,24,-0.061128
4,1,0.039448
4,2,-0.242809
4,3,-0.240162
4,4,-0.164250
4,5,-0.358056
4,6,-0.230831
4,7,-0.150889
4,8,-0.207046
4,9,-0.159091
4,10,-0.193375
4,11,-0.215579
4,12,-0.231603
4,13,-0.576400
4,14,-0.299564
4,15,-0.174823
4,16,-0.294179
4,17,-0.239471
4,18,-0.374575
4,19,-0.360476
4,20,-0.364776
4,21,-0.380174
4,22,-0.418846
4,23,-0.004012
4,24,-0.053908
5,1,-0.090707
5,2,-0.058537
5,3,-0.085941
5,4,-0.192878
5,5,-0.173167
5,6,-0.154259
5,7,-0.032645
5,8,-0.199908
5,9,-0.250752
5,10,-0.171576
5,11,-0.061902
5,12,-0.068747
5,13,-0.268558
5,14,-0.238301
5,15,-0.296543
5,16,-0.438564
5,17,-0.241212
5,18,-0.378180
5,19,-0.281754
5,20,-0.615502
5,21,-0.165346
5,22,-0.056542
5,23,0.126313
5,24,0.168755
6,1,0.096286
6,2,-0.011830
6,3,-0.023852
6,4,-0.013834
6,5,0.039859
6,6,-0.077250
6,7,-0.036429
6,8,-0.140236
6,9,-0.088721
6,10,-0.105551
6,11,-0.096211
6,12,-0.128545
6,13,-0.313952
6,14,-0.217732
6,15,-0.126271
6,16,-0.340822
6,17,-0.167905
6,18,-0.216394
6,19,-0.112296
6,20,-0.199132
6,21,-0.100991
6,22,-0.018279
6,23,0.078466
6,24,0.137743
7,1,0.161976
7,2,0.022157
7,3,-0.027424
7,4,0.157715
7,5,0.004727
7,6,-0.014381
7,7,0.053631
7,8,0.021216
7,9,-0.025174
7,10,-0.139740
7,11,-0.053680
7,12,0.003577
7,13,-0.213726
7,14,-0.220151
7,15,-0.077341
7,16,-0.113710
7,17,-0.196377
7,18,-0.114295
7,19,-0.044667
7,20,-0.098037
7,21,-0.042312
7,22,0.075224
7,23,0.333414
7,24,0.437383
8,1,0.208088
8,2,0.048370
8,3,0.152263
8,4,0.234567
8,5,0.056375
8,6,0.028061
8,7,0.158507
8,8,0.038068
8,9,-0.000460
8,10,0.049754
8,11,0.030486
8,12,0.040090
8,13,-0.075401
8,14,0.050884
8,15,0.006041
8,16,-0.052386
8,17,0.029118
8,18,-0.072991
8,19,0.043098
8,20,0.127581
8,21,0.054431
8,22,0.123842
8,23,0.387282
8,24,0.509484
9,1,0.210928
9,2,0.039572
9,3,0.274675
9,4,0.266303
9,5,0.137896
9,6,0.186955
9,7,0.162703
9,8,0.083696
9,9,0.207385
9,10,0.113591
9,11,0.144664
9,12,0.192811
9,13,-0.035247
9,14,0.109367
9,15,0.162116
9,16,0.003284
9,17,0.135885
9,18,0.158593
9,19,0.102182
9,20,0.210500
9,21,0.215841
9,22,0.199757
9,23,0.314563
9,24,0.550431
10,1,0.231269
10,2,0.158498
10,3,0.364337
10,4,0.289498
10,5,0.268377
10,6,0.225496
10,7,0.213300
10,8,0.239451
10,9,0.245134
10,10,0.187776
10,11,0.267628
10,12,0.242258
10,13,0.180754
10,14,0.189320
10,15,0.214077
10,16,0.241774
10,17,0.204398
10,18,0.275277
10,19,0.254416
10,20,0.283374
10,21,0.357292
10,22,0.212859
10,23,0.404770
10,24,0.573725
