E,Tau,Smoothness
2,1,-9.421214
2,2,-8.630911
2,3,-8.741550
2,4,-8.941100
2,5,-9.867120
2,6,-10.261725
2,7,-9.561780
2,8,-9.497965
2,9,-9.402186
2,10,-10.225929
2,11,-10.163459
2,12,-10.277982
2,13,-10.056101
2,14,-9.780045
2,15,-10.135201
2,16,-10.348932
2,17,-9.768815
2,18,-9.671710
2,19,-9.833315
2,20,-9.580144
2,21,-9.356366
2,22,-8.550535
2,23,-8.588118
2,24,-10.341393
3,1,-4.872519
3,2,-4.414524
3,3,-4.377809
3,4,-3.904897
3,5,-4.129730
3,6,-4.059315
3,7,-4.372365
3,8,-4.070805
3,9,-4.320760
3,10,-4.181771
3,11,-3.861139
3,12,-4.822075
3,13,-4.479993
3,14,-4.422697
3,15,-4.735238
3,16,-4.117171
3,17,-4.350808
3,18,-4.027801
3,19,-4.318750
3,20,-4.332825
3,21,-4.092985
3,22,-3.866360
3,23,-3.664182
3,24,-5.680497
4,1,-2.201097
4,2,-1.855479
4,3,-1.573352
4,4,-1.178447
4,5,-1.588970
4,6,-1.687363
4,7,-1.629639
4,8,-1.469333
4,9,-1.574477
4,10,-1.619482
4,11,-1.421478
4,12,-2.133839
4,13,-1.878690
4,14,-1.669652
4,15,-1.876234
4,16,-1.557139
4,17,-1.673905
4,18,-1.399041
4,19,-1.462780
4,20,-1.552402
4,21,-1.543538
4,22,-1.396243
4,23,-1.234101
4,24,-2.530661
5,1,-1.095602
5,2,-0.673208
5,3,-0.532657
5,4,-0.442884
5,5,-0.634453
5,6,-0.554063
5,7,-0.595319
5,8,-0.541385
5,9,-0.523965
5,10,-0.652120
5,11,-0.533457
5,12,-0.938585
5,13,-0.718012
5,14,-0.559354
5,15,-0.616355
5,16,-0.561842
5,17,-0.631697
5,18,-0.517470
5,19,-0.531802
5,20,-0.496115
5,21,-0.463420
5,22,-0.526141
5,23,-0.390605
5,24,-1.077983
6,1,-0.484452
6,2,-0.201926
6,3,-0.098512
6,4,-0.049819
6,5,-0.107710
6,6,-0.128303
6,7,-0.144013
6,8,-0.128457
6,9,-0.140165
6,10,-0.162204
6,11,-0.078466
6,12,-0.407728
6,13,-0.191085
6,14,-0.092510
6,15,-0.144883
6,16,-0.124810
6,17,-0.177655
6,18,-0.127956
6,19,-0.064348
6,20,-0.075076
6,21,-0.046907
6,22,-0.057163
6,23,-0.022211
6,24,-0.428045
7,1,-0.193281
7,2,0.115592
7,3,0.093394
7,4,0.200991
7,5,0.091693
7,6,0.092082
7,7,0.099292
7,8,0.163736
7,9,0.095683
7,10,0.099842
7,11,0.144227
7,12,-0.115383
7,13,0.104654
7,14,0.159627
7,15,0.083725
7,16,0.129074
7,17,0.099655
7,18,0.139353
7,19,0.163235
7,20,0.178819
7,21,0.174151
7,22,0.179929
7,23,0.146079
7,24,-0.066838
8,1,0.051058
8,2,0.253947
8,3,0.258555
8,4,0.325209
8,5,0.273879
8,6,0.232082
8,7,0.284101
8,8,0.282536
8,9,0.268131
8,10,0.262978
8,11,0.293933
8,12,0.117372
8,13,0.257524
8,14,0.299665
8,15,0.272175
8,16,0.239748
8,17,0.304442
8,18,0.267039
8,19,0.317321
8,20,0.333464
8,21,0.340994
8,22,0.344375
8,23,0.293666
8,24,0.135661
9,1,0.224378
9,2,0.351657
9,3,0.395868
9,4,0.409926
