E,Tau,Smoothness
2,1,-3.078290
2,2,-2.823461
2,3,-2.693630
2,4,-2.647604
2,5,-2.893227
2,6,-2.823161
2,7,-2.940494
2,8,-2.897723
2,9,-2.863676
2,10,-3.114685
2,11,-2.871214
2,12,-3.058353
2,13,-3.101834
2,14,-2.962916
2,15,-3.062088
2,16,-2.948011
2,17,-2.906260
2,18,-2.748642
2,19,-2.728809
2,20,-2.613155
2,21,-2.611700
2,22,-2.458677
2,23,-2.320278
2,24,-2.680903
3,1,-2.184110
3,2,-2.134624
3,3,-2.057315
3,4,-2.188861
3,5,-2.396523
3,6,-2.240232
3,7,-2.440512
3,8,-2.349487
3,9,-2.383946
3,10,-2.272504
3,11,-2.026509
3,12,-2.384699
3,13,-2.454007
3,14,-2.402245
3,15,-2.324770
3,16,-2.483832
3,17,-2.482302
3,18,-2.585970
3,19,-2.286561
3,20,-2.114941
3,21,-2.166130
3,22,-1.887749
3,23,-1.866804
3,24,-2.151809
4,1,-1.531657
4,2,-1.553260
4,3,-1.653060
4,4,-1.724823
4,5,-1.670473
4,6,-1.551411
4,7,-1.452032
4,8,-1.458418
4,9,-1.435038
4,10,-1.400781
4,11,-1.409941
4,12,-1.819827
4,13,-1.819601
4,14,-1.577753
4,15,-1.375848
4,16,-1.525201
4,17,-1.780392
4,18,-1.691454
4,19,-1.600279
4,20,-1.598718
4,21,-1.468534
4,22,-1.234856
4,23,-1.167161
4,24,-1.403723
5,1,-0.974436
5,2,-0.978101
5,3,-1.002187
5,4,-1.015363
5,5,-0.749782
5,6,-0.667770
5,7,-0.679018
5,8,-0.826826
5,9,-0.833924
5,10,-0.690885
5,11,-0.672224
5,12,-0.907202
5,13,-0.916471
5,14,-0.904646
5,15,-0.741794
5,16,-0.847633
5,17,-0.800922
5,18,-0.716425
5,19,-0.854056
5,20,-0.829817
5,21,-0.769314
5,22,-0.718399
5,23,-0.598728
5,24,-0.770807
6,1,-0.563551
6,2,-0.572729
6,3,-0.491883
6,4,-0.347611
6,5,-0.193249
6,6,-0.285548
6,7,-0.275607
6,8,-0.357871
6,9,-0.236814
6,10,-0.228139
6,11,-0.245825
6,12,-0.489952
6,13,-0.443049
6,14,-0.297709
6,15,-0.232377
6,16,-0.407362
6,17,-0.346826
6,18,-0.260993
6,19,-0.232617
6,20,-0.232485
6,21,-0.294509
6,22,-0.340174
6,23,-0.222147
6,24,-0.320079
7,1,-0.243278
7,2,-0.262296
7,3,-0.098223
7,4,0.005031
7,5,0.025107
7,6,-0.032703
7,7,0.024149
7,8,-0.018099
7,9,0.037044
7,10,0.025587
7,11,0.018048
7,12,-0.141741
7,13,-0.071766
7,14,-0.052373
7,15,0.034548
7,16,-0.037719
7,17,-0.028728
7,18,-0.012616
7,19,0.024598
7,20,0.046886
7,21,-0.020281
7,22,-0.049732
7,23,0.065454
7,24,-0.038725
8,1,-0.056922
8,2,-0.040159
8,3,0.168015
8,4,0.197129
8,5,0.151206
8,6,0.142303
8,7,0.181192
8,8,0.129673
8,9,0.189615
8,10,0.227059
8,11,0.203250
8,12,0.050718
8,13,0.135751
8,14,0.148835
8,15,0.186931
8,16,0.138805
8,17,0.209918
8,18,0.179552
8,19,0.171991
8,20,0.272861
8,21,0.165617
8,22,0.157850
8,23,0.229274
8,24,0.168901
9,1,0.085054
9,2,0.145122
9,3,0.308724
9,4,0.296784
9,5,0.282126
9,6,0.273250
9,7,0.287856
9,8,0.242304
9,9,0.312478
9,10,0.323364
9,11,0.295540
9,12,0.222740
9,13,0.293939
9,14,0.286780
9,15,0.347311
9,16,0.255318
9,17,0.322993
9,18,0.328896
9,19,0.283265
9,20,0.377643
9,21,0.316599
9,22,0.301256
9,23,0.347614
9,24,0.280497
10,1,0.205293
10,2,0.297644
10,3,0.404099
10,4,0.367671
10,5,0.386066
10,6,0.362659
10,7,0.378080
10,8,0.378106
10,9,0.379929
10,10,0.401742
10,11,0.409916
10,12,0.306130
10,13,0.394375
10,14,0.382834
10,15,0.412458
10,16,0.402863
10,17,0.384822
10,18,0.438948
10,19,0.420628
10,20,0.441768
10,21,0.423696
10,22,0.398144
10,23,0.421364
10,24,0.366454
