E,Tau,Smoothness
2,1,-5.644833
2,2,-5.367501
2,3,-5.783120
2,4,-5.480752
2,5,-5.593106
2,6,-5.824602
2,7,-5.913040
2,8,-5.877559
2,9,-5.888890
2,10,-5.737620
2,11,-5.848262
2,12,-5.996873
2,13,-5.634629
2,14,-5.662524
2,15,-5.673744
2,16,-5.727414
2,17,-6.007834
2,18,-6.157211
2,19,-5.955569
2,20,-5.813441
2,21,-5.821734
2,22,-5.312831
2,23,-5.173162
2,24,-5.727262
3,1,-4.098211
3,2,-3.717854
3,3,-3.620935
3,4,-3.671658
3,5,-3.326252
3,6,-3.914289
3,7,-4.161887
3,8,-4.140512
3,9,-4.131935
3,10,-3.612095
3,11,-3.254080
3,12,-3.943386
3,13,-3.799179
3,14,-3.716128
3,15,-3.976862
3,16,-4.270311
3,17,-4.135636
3,18,-4.380207
3,19,-3.776253
3,20,-3.851217
3,21,-3.632863
3,22,-3.308406
3,23,-3.275264
3,24,-4.214156
4,1,-2.246485
4,2,-1.720457
4,3,-1.530887
4,4,-1.603812
4,5,-1.404920
4,6,-1.626640
4,7,-1.566610
4,8,-1.901158
4,9,-1.658586
4,10,-1.256509
4,11,-1.426785
4,12,-2.065251
4,13,-1.676301
4,14,-1.561854
4,15,-1.515254
4,16,-1.630804
4,17,-1.673741
4,18,-1.724425
4,19,-1.587091
4,20,-1.603247
4,21,-1.522857
4,22,-1.393940
4,23,-1.376502
4,24,-2.266107
5,1,-1.163523
5,2,-0.726928
5,3,-0.598139
5,4,-0.646596
5,5,-0.489748
5,6,-0.653876
5,7,-0.453428
5,8,-0.785670
5,9,-0.579775
5,10,-0.432610
5,11,-0.486915
5,12,-0.882102
5,13,-0.649304
5,14,-0.511439
5,15,-0.529015
5,16,-0.650520
5,17,-0.628603
5,18,-0.636151
5,19,-0.572017
5,20,-0.589955
5,21,-0.516390
5,22,-0.506492
5,23,-0.544447
5,24,-0.971628
6,1,-0.523539
6,2,-0.221879
6,3,-0.178579
6,4,-0.115384
6,5,-0.072260
6,6,-0.170570
6,7,-0.030020
6,8,-0.309808
6,9,-0.135014
6,10,-0.030254
6,11,-0.076582
6,12,-0.337533
6,13,-0.170838
6,14,-0.071719
6,15,-0.033433
6,16,-0.138014
6,17,-0.069375
6,18,-0.139520
6,19,-0.108107
6,20,-0.096368
6,21,-0.061986
6,22,-0.038571
6,23,-0.048026
6,24,-0.417554
7,1,-0.143228
7,2,0.089058
7,3,0.103969
7,4,0.132409
7,5,0.160757
7,6,0.074091
7,7,0.175055
7,8,0.044267
7,9,0.159554
7,10,0.189406
7,11,0.177692
7,12,-0.014443
7,13,0.089473
7,14,0.161659
7,15,0.159099
7,16,0.164152
7,17,0.189527
7,18,0.159312
7,19,0.153102
7,20,0.198613
7,21,0.179478
7,22,0.182679
7,23,0.183783
7,24,-0.082187
8,1,0.099950
8,2,0.258832
8,3,0.293185
8,4,0.274649
8,5,0.290326
8,6,0.228676
8,7,0.329587
8,8,0.215384
8,9,0.305143
8,10,0.354715
8,11,0.312596
8,12,0.160585
8,13,0.274959
8,14,0.318139
8,15,0.306010
8,16,0.308221
8,17,0.362401
8,18,0.303030
8,19,0.313694
8,20,0.348624
8,21,0.353784
8,22,0.349012
8,23,0.338727
8,24,0.120905
9,1,0.208837
9,2,0.364486
9,3,0.393677
9,4,0.370593
9,5,0.398310
9,6,0.359591
9,7,0.405665
9,8,0.339563
9,9,0.429886
9,10,0.449829
9,11,0.417309
9,12,0.308541
9,13,0.384962
9,14,0.432764
9,15,0.424201
9,16,0.411686
9,17,0.449374
9,18,0.403992
9,19,0.431438
9,20,0.452915
9,21,0.444904
9,22,0.457569
9,23,0.435203
9,24,0.229830
10,1,0.318329
10,2,0.438028
10,3,0.450711
10,4,0.453288
10,5,0.462528
10,6,0.437942
10,7,0.478269
10,8,0.421361
10,9,0.499142
10,10,0.512415
10,11,0.508038
10,12,0.406894
10,13,0.467052
10,14,0.503389
10,15,0.489942
10,16,0.479250
10,17,0.516361
10,18,0.473828
10,19,0.502000
10,20,0.509529
10,21,0.500246
10,22,0.524800
10,23,0.508821
10,24,0.305308
