E,Tau,Smoothness
2,1,-25.844275
2,2,-22.823273
2,3,-23.019315
2,4,-22.811313
2,5,-22.852491
2,6,-21.283454
2,7,-23.656481
2,8,-25.026122
2,9,-22.248733
2,10,-24.043928
2,11,-23.652732
2,12,-23.551694
2,13,-25.213349
2,14,-24.620616
2,15,-23.729534
2,16,-23.462622
2,17,-25.560809
2,18,-23.312812
2,19,-20.266180
2,20,-18.106880
2,21,-18.665901
2,22,-17.546566
2,23,-19.384975
2,24,-31.037955
3,1,-5.271652
3,2,-4.724490
3,3,-3.879305
3,4,-4.048128
3,5,-3.262740
3,6,-3.505173
3,7,-3.939771
3,8,-4.145496
3,9,-3.918977
3,10,-2.941593
3,11,-2.814716
3,12,-4.862973
3,13,-3.447634
3,14,-3.400058
3,15,-3.695411
3,16,-4.458798
3,17,-3.918265
3,18,-3.817038
3,19,-3.659469
3,20,-3.238885
3,21,-3.492484
3,22,-3.021491
3,23,-2.930748
3,24,-5.749995
4,1,-2.095953
4,2,-1.436755
4,3,-1.214257
4,4,-1.005494
4,5,-0.992772
4,6,-1.276958
4,7,-0.821589
4,8,-1.220759
4,9,-1.126121
4,10,-0.854991
4,11,-0.776372
4,12,-1.724972
4,13,-0.935424
4,14,-1.039374
4,15,-0.917874
4,16,-1.265061
4,17,-0.989300
4,18,-1.087685
4,19,-0.969207
4,20,-0.917870
4,21,-1.012373
4,22,-0.883260
4,23,-0.750173
4,24,-1.786821
5,1,-0.854608
5,2,-0.517911
5,3,-0.268436
5,4,-0.247449
5,5,-0.277461
5,6,-0.300942
5,7,-0.194578
5,8,-0.449975
5,9,-0.244239
5,10,-0.242682
5,11,-0.068205
5,12,-0.596403
5,13,-0.260353
5,14,-0.279822
5,15,-0.136692
5,16,-0.449436
5,17,-0.221742
5,18,-0.234563
5,19,-0.205691
5,20,-0.239082
5,21,-0.181606
5,22,-0.181397
5,23,-0.082697
5,24,-0.631910
6,1,-0.305121
6,2,-0.033581
6,3,0.076086
6,4,0.111838
6,5,0.154398
6,6,0.030189
6,7,0.134753
6,8,-0.104581
6,9,0.150829
6,10,0.113083
6,11,0.211998
6,12,-0.145032
6,13,0.073400
6,14,0.136341
6,15,0.159404
6,16,0.006659
6,17,0.122558
6,18,0.092477
6,19,0.197856
6,20,0.124810
6,21,0.154122
6,22,0.127551
6,23,0.204733
6,24,-0.122296
7,1,-0.044203
7,2,0.215653
7,3,0.251303
7,4,0.318397
7,5,0.303239
7,6,0.259478
7,7,0.302510
7,8,0.192353
7,9,0.280757
7,10,0.310414
7,11,0.350260
7,12,0.139118
7,13,0.288734
7,14,0.326673
7,15,0.312702
7,16,0.246367
7,17,0.308387
7,18,0.317676
7,19,0.349435
7,20,0.360256
7,21,0.331924
7,22,0.341276
7,23,0.350475
7,24,0.124300
8,1,0.135919
8,2,0.343084
8,3,0.365279
8,4,0.420550
