E,Tau,Smoothness
2,1,-14.260596
2,2,-12.696425
2,3,-12.819248
2,4,-12.774953
2,5,-12.306159
2,6,-12.538470
2,7,-12.308420
2,8,-12.681933
2,9,-13.154648
2,10,-12.735922
2,11,-13.233239
2,12,-13.593194
2,13,-12.993084
2,14,-13.462472
2,15,-13.375213
2,16,-13.390923
2,17,-12.991065
2,18,-13.216954
2,19,-13.067912
2,20,-12.755296
2,21,-12.165781
2,22,-11.197532
2,23,-11.515190
2,24,-13.890046
3,1,-5.226452
3,2,-4.261486
3,3,-4.008291
3,4,-3.573286
3,5,-3.692392
3,6,-3.777555
3,7,-3.535654
3,8,-3.850176
3,9,-3.973795
3,10,-3.580424
3,11,-3.295833
3,12,-4.544878
3,13,-4.015977
3,14,-3.589254
3,15,-3.755190
3,16,-3.904290
3,17,-3.776216
3,18,-3.946909
3,19,-3.597921
