E,Tau,Smoothness
2,1,-20.330271
2,2,-17.572198
2,3,-16.972003
2,4,-17.343110
2,5,-16.889569
2,6,-16.359203
2,7,-18.688984
2,8,-18.009223
2,9,-18.669926
2,10,-17.652264
2,11,-19.112829
2,12,-18.464738
2,13,-20.240256
2,14,-17.875018
2,15,-18.899553
2,16,-18.909492
2,17,-18.086820
2,18,-18.794885
2,19,-16.542487
2,20,-17.109833
2,21,-15.412281
2,22,-14.498942
2,23,-14.388457
2,24,-25.744108
3,1,-4.140646
3,2,-3.047837
3,3,-2.439429
3,4,-2.373396
3,5,-2.307643
3,6,-2.422357
3,7,-2.634298
3,8,-2.098933
3,9,-2.353799
3,10,-1.936892
3,11,-1.928987
3,12,-3.165574
3,13,-2.586698
3,14,-2.072206
3,15,-2.689304
3,16,-2.649016
3,17,-2.513490
3,18,-2.819237
3,19,-2.725222
3,20,-2.680796
3,21,-2.302283
3,22,-2.343628
3,23,-1.801260
3,24,-4.625988
4,1,-1.318047
4,2,-0.692525
4,3,-0.574377
4,4,-0.432936
4,5,-0.349399
4,6,-0.302405
4,7,-0.237141
4,8,-0.484263
4,9,-0.452099
4,10,-0.269157
4,11,-0.294116
4,12,-0.969507
4,13,-0.617526
4,14,-0.330757
4,15,-0.421393
4,16,-0.454667
4,17,-0.459337
4,18,-0.324958
4,19,-0.486619
4,20,-0.491368
4,21,-0.406993
4,22,-0.471248
4,23,-0.298686
4,24,-1.273834
5,1,-0.430299
5,2,-0.074828
5,3,0.004855
5,4,0.062899
5,5,0.173957
5,6,0.150940
5,7,0.211077
5,8,0.010808
5,9,0.113918
5,10,0.151693
5,11,0.172999
5,12,-0.082714
5,13,0.059998
5,14,0.128940
5,15,0.070060
5,16,0.061751
5,17,0.115842
5,18,0.177708
5,19,0.117277
5,20,0.092123
5,21,0.149082
5,22,0.092281
5,23,0.143666
5,24,-0.239419
6,1,-0.006103
6,2,0.216943
6,3,0.256817
6,4,0.315852
6,5,0.370402
6,6,0.319620
6,7,0.363093
6,8,0.281509
6,9,0.357296
6,10,0.366782
6,11,0.356909
6,12,0.218561
6,13,0.299286
6,14,0.353832
6,15,0.342576
6,16,0.317359
6,17,0.322422
6,18,0.393923
6,19,0.373846
6,20,0.342200
6,21,0.362214
6,22,0.363863
6,23,0.378038
6,24,0.118870
7,1,0.216480
7,2,0.360902
7,3,0.400040
