E,Tau,Smoothness
2,1,-3.676944
2,2,-3.835869
2,3,-3.901850
2,4,-3.590565
2,5,-3.543310
2,6,-3.744618
2,7,-4.078377
2,8,-3.557669
2,9,-3.693315
2,10,-3.685327
2,11,-3.849163
2,12,-3.668704
2,13,-3.560050
2,14,-3.849565
2,15,-3.838592
2,16,-3.758544
2,17,-3.627731
2,18,-3.623494
2,19,-3.650277
2,20,-3.646067
2,21,-3.805798
2,22,-3.302695
2,23,-3.533945
2,24,-3.520557
3,1,-3.286932
3,2,-3.289992
3,3,-3.265046
3,4,-3.284184
3,5,-3.307767
3,6,-3.456309
3,7,-3.324584
3,8,-3.419893
3,9,-3.331179
3,10,-3.186713
3,11,-3.062487
3,12,-3.220331
3,13,-3.367404
3,14,-3.147884
3,15,-3.363099
3,16,-3.403761
3,17,-3.350350
3,18,-3.307365
3,19,-3.301836
3,20,-3.392366
3,21,-3.251090
3,22,-3.087201
3,23,-3.259054
3,24,-3.236585
4,1,-2.286526
4,2,-2.094448
4,3,-2.171519
4,4,-2.165493
4,5,-2.151516
4,6,-2.106771
4,7,-2.070956
4,8,-2.105172
4,9,-2.135016
4,10,-2.089215
4,11,-1.965396
4,12,-2.165404
4,13,-2.158047
4,14,-2.058165
4,15,-2.126229
4,16,-2.209314
4,17,-2.150701
4,18,-2.093951
4,19,-2.055085
4,20,-2.224740
4,21,-1.994058
4,22,-1.885470
4,23,-1.979599
4,24,-2.259942
5,1,-1.152449
5,2,-1.099137
5,3,-1.088861
5,4,-1.000881
5,5,-1.034377
5,6,-1.041806
5,7,-1.020848
5,8,-1.089368
5,9,-0.989563
5,10,-0.962463
5,11,-0.905494
5,12,-1.115882
5,13,-1.081868
5,14,-0.969788
5,15,-1.006122
5,16,-1.126346
5,17,-1.000760
5,18,-1.070104
5,19,-0.997261
5,20,-1.036778
5,21,-0.903176
5,22,-0.961162
5,23,-0.934296
5,24,-1.269093
6,1,-0.598847
6,2,-0.452167
6,3,-0.429997
6,4,-0.424920
6,5,-0.397669
6,6,-0.421212
6,7,-0.428051
6,8,-0.532017
6,9,-0.423839
6,10,-0.407092
6,11,-0.349015
6,12,-0.549358
6,13,-0.495455
6,14,-0.414893
6,15,-0.402884
6,16,-0.533137
6,17,-0.408301
6,18,-0.498677
6,19,-0.336265
6,20,-0.422156
6,21,-0.382300
6,22,-0.335355
6,23,-0.416886
6,24,-0.573858
7,1,-0.221836
7,2,-0.087687
7,3,-0.088065
7,4,-0.084877
7,5,-0.085768
7,6,-0.093214
7,7,-0.065142
7,8,-0.175684
7,9,-0.065204
7,10,-0.041488
7,11,-0.033638
7,12,-0.214678
7,13,-0.161452
7,14,-0.062701
7,15,-0.092024
7,16,-0.119856
7,17,-0.073330
7,18,-0.137151
7,19,-0.074367
7,20,-0.048528
7,21,-0.054316
7,22,-0.030761
7,23,-0.093281
7,24,-0.205849
8,1,0.032640
8,2,0.104981
8,3,0.140668
8,4,0.085977
8,5,0.109860
8,6,0.105924
8,7,0.151835
8,8,0.046267
8,9,0.154857
8,10,0.141854
8,11,0.145293
8,12,0.033777
8,13,0.078779
8,14,0.143927
8,15,0.136657
8,16,0.100030
8,17,0.156792
8,18,0.107696
8,19,0.103395
8,20,0.113987
8,21,0.143190
8,22,0.179150
8,23,0.126115
8,24,0.052725
9,1,0.172646
9,2,0.249482
9,3,0.280684
9,4,0.250431
9,5,0.242226
9,6,0.235394
9,7,0.273489
9,8,0.161256
9,9,0.287449
9,10,0.281050
9,11,0.304827
9,12,0.173130
9,13,0.220898
9,14,0.259692
9,15,0.280649
9,16,0.231008
9,17,0.287225
9,18,0.234723
9,19,0.262160
9,20,0.254809
9,21,0.289675
9,22,0.317769
9,23,0.268617
9,24,0.194455
10,1,0.295231
10,2,0.352669
10,3,0.368681
10,4,0.333634
10,5,0.335981
10,6,0.354212
10,7,0.369023
10,8,0.282096
10,9,0.360264
10,10,0.369969
10,11,0.380428
10,12,0.271439
10,13,0.350008
10,14,0.358900
10,15,0.371593
10,16,0.330922
10,17,0.382201
10,18,0.333301
10,19,0.372024
10,20,0.355790
10,21,0.368648
10,22,0.403115
