E,Tau,Smoothness
2,1,-20.174534
2,2,-16.112578
2,3,-14.943641
2,4,-15.369461
2,5,-16.373997
2,6,-17.447350
2,7,-19.310395
2,8,-17.717405
2,9,-18.168105
2,10,-17.136681
2,11,-17.766558
2,12,-18.078997
2,13,-19.176167
2,14,-17.882786
2,15,-18.701537
2,16,-18.748737
2,17,-19.555336
2,18,-16.056011
2,19,-16.318677
2,20,-15.037695
2,21,-15.743039
2,22,-13.827887
2,23,-14.525989
2,24,-22.517003
3,1,-4.763026
3,2,-3.524172
3,3,-2.874343
3,4,-2.484692
3,5,-2.860850
3,6,-3.279962
3,7,-3.012898
3,8,-3.648978
3,9,-3.570840
3,10,-2.597640
3,11,-2.793130
3,12,-4.381486
3,13,-3.460274
3,14,-3.000125
3,15,-3.199993
3,16,-3.572729
3,17,-3.394951
3,18,-2.924856
3,19,-3.067841
3,20,-2.715227
3,21,-2.784744
3,22,-2.755542
3,23,-2.827425
3,24,-5.472105
4,1,-1.677761
4,2,-0.996305
4,3,-0.710096
4,4,-0.717304
4,5,-0.737261
4,6,-0.963106
4,7,-0.594147
4,8,-1.035824
4,9,-0.788315
4,10,-0.632488
4,11,-0.715742
4,12,-1.434326
4,13,-0.795278
4,14,-0.789365
4,15,-0.768503
4,16,-0.947414
4,17,-0.774932
4,18,-0.740116
4,19,-0.792825
4,20,-0.791533
4,21,-0.669082
4,22,-0.648316
4,23,-0.735960
4,24,-1.749228
5,1,-0.680263
5,2,-0.202009
5,3,-0.088904
5,4,-0.076905
5,5,-0.105117
5,6,-0.210126
5,7,-0.013773
5,8,-0.219916
5,9,-0.094521
5,10,-0.053040
5,11,-0.069714
5,12,-0.562755
5,13,-0.133282
5,14,-0.057113
5,15,-0.075588
5,16,-0.171965
5,17,-0.079365
5,18,-0.084229
5,19,-0.024592
5,20,-0.015581
5,21,-0.061157
5,22,-0.040824
5,23,-0.018506
5,24,-0.648491
6,1,-0.216109
6,2,0.103822
6,3,0.169996
6,4,0.225054
6,5,0.232442
6,6,0.099839
6,7,0.246266
6,8,0.078524
6,9,0.219294
6,10,0.229841
6,11,0.217368
6,12,-0.103998
6,13,0.188679
6,14,0.248916
6,15,0.232058
6,16,0.147994
6,17,0.224653
6,18,0.172557
6,19,0.283396
6,20,0.255678
6,21,0.239396
6,22,0.237849
6,23,0.259419
6,24,-0.131030
7,1,0.069064
7,2,0.274547
7,3,0.338918
7,4,0.374998
7,5,0.380230
7,6,0.288939
7,7,0.376822
7,8,0.275534
7,9,0.361056
7,10,0.363519
7,11,0.381895
7,12,0.145567
7,13,0.327317
7,14,0.377079
7,15,0.389500
7,16,0.333028
7,17,0.383917
7,18,0.344277
7,19,0.411648
7,20,0.414049
7,21,0.402542
7,22,0.396688
7,23,0.422328
7,24,0.066795
8,1,0.256354
8,2,0.396427
8,3,0.463287
8,4,0.474556
8,5,0.474550
8,6,0.399277
8,7,0.488797
8,8,0.380557
8,9,0.447374
8,10,0.478142
8,11,0.464366
8,12,0.317713
8,13,0.450988
8,14,0.486595
8,15,0.486531
8,16,0.437650
8,17,0.501424
8,18,0.468444
8,19,0.487879
8,20,0.509970
8,21,0.495479
8,22,0.502217
8,23,0.502598
8,24,0.204129
9,1,0.364986
9,2,0.480139
9,3,0.531413
9,4,0.547330
9,5,0.539685
9,6,0.494269
9,7,0.542253
9,8,0.466978
9,9,0.535599
9,10,0.544920
9,11,0.539435
9,12,0.430857
9,13,0.525430
9,14,0.561078
9,15,0.568801
9,16,0.510211
9,17,0.573891
9,18,0.534286
9,19,0.561536
9,20,0.561986
9,21,0.556510
9,22,0.569061
9,23,0.562372
9,24,0.304795
10,1,0.447245
10,2,0.538958
10,3,0.583576
10,4,0.587615
10,5,0.589432
10,6,0.545722
10,7,0.591366
10,8,0.537571
10,9,0.586287
10,10,0.596307
10,11,0.587334
10,12,0.493495
10,13,0.602570
10,14,0.612501
10,15,0.606850
10,16,0.571240
10,17,0.610506
10,18,0.582115
10,19,0.607996
10,20,0.613720
10,21,0.608412
10,22,0.617607
10,23,0.620950
10,24,0.377915
