E,Tau,Smoothness
2,1,-1.244396
2,2,-1.080513
2,3,-1.037308
2,4,-0.923362
2,5,-0.955665
2,6,-1.085788
2,7,-1.054570
2,8,-1.213872
2,9,-1.218158
2,10,-1.089880
2,11,-1.132041
2,12,-1.208162
2,13,-1.376309
2,14,-1.066772
2,15,-1.039516
2,16,-1.098786
2,17,-0.904938
2,18,-0.848479
2,19,-0.824655
2,20,-0.800186
2,21,-0.998229
2,22,-0.802844
2,23,-0.805914
2,24,-1.058858
3,1,-0.906162
3,2,-0.827073
3,3,-0.980808
3,4,-1.006963
3,5,-0.956199
3,6,-1.117962
3,7,-1.019823
3,8,-0.878985
3,9,-0.978834
3,10,-1.102363
3,11,-0.895591
3,12,-1.000308
3,13,-0.967983
3,14,-0.920813
3,15,-1.091197
3,16,-1.185875
3,17,-1.240569
3,18,-1.373371
3,19,-1.353774
3,20,-0.995211
3,21,-1.281524
3,22,-0.773100
3,23,-0.855254
3,24,-0.789209
4,1,-0.782617
4,2,-0.767158
4,3,-0.796205
4,4,-0.883393
4,5,-0.837466
4,6,-0.894339
4,7,-0.838602
4,8,-0.861950
4,9,-0.936420
4,10,-0.868213
4,11,-0.775109
4,12,-0.875221
4,13,-0.891238
4,14,-0.904351
4,15,-0.790903
4,16,-0.823810
4,17,-0.898156
4,18,-0.921669
4,19,-0.800002
4,20,-0.882198
4,21,-0.804057
4,22,-0.725837
4,23,-0.761330
4,24,-0.662985
5,1,-0.578094
5,2,-0.621091
5,3,-0.659325
5,4,-0.711324
5,5,-0.629056
5,6,-0.659182
5,7,-0.569105
5,8,-0.634144
5,9,-0.688452
5,10,-0.597736
5,11,-0.618746
5,12,-0.607933
5,13,-0.694890
5,14,-0.668492
5,15,-0.624641
5,16,-0.715011
5,17,-0.685560
5,18,-0.657636
5,19,-0.703761
5,20,-0.620484
5,21,-0.616493
5,22,-0.520562
5,23,-0.372600
5,24,-0.442066
6,1,-0.435435
6,2,-0.393061
6,3,-0.472392
6,4,-0.399263
6,5,-0.390694
6,6,-0.385162
6,7,-0.353389
6,8,-0.468515
6,9,-0.377548
6,10,-0.337909
6,11,-0.361464
6,12,-0.409626
6,13,-0.488418
6,14,-0.372013
6,15,-0.388580
6,16,-0.503691
6,17,-0.417222
6,18,-0.385378
6,19,-0.418386
6,20,-0.399153
6,21,-0.410423
6,22,-0.288727
6,23,-0.137989
6,24,-0.260474
7,1,-0.216903
7,2,-0.247451
7,3,-0.226390
7,4,-0.086646
7,5,-0.145904
7,6,-0.160934
7,7,-0.120199
7,8,-0.234797
7,9,-0.115646
7,10,-0.139308
7,11,-0.079945
7,12,-0.152698
7,13,-0.225141
7,14,-0.208439
7,15,-0.122227
7,16,-0.188374
7,17,-0.153933
7,18,-0.153922
7,19,-0.158525
7,20,-0.083675
7,21,-0.216901
7,22,-0.099446
7,23,0.003810
7,24,-0.017904
8,1,-0.069410
8,2,-0.090304
8,3,0.037022
8,4,0.112423
8,5,0.001540
8,6,0.025317
8,7,0.112530
8,8,-0.024887
8,9,0.047716
8,10,0.100795
8,11,0.077997
8,12,-0.006635
8,13,0.021702
8,14,0.041853
8,15,0.075213
8,16,-0.022287
8,17,0.117470
8,18,0.022705
8,19,0.025133
8,20,0.126651
8,21,0.051095
8,22,0.031076
8,23,0.124427
8,24,0.152008
9,1,0.078514
9,2,0.089150
9,3,0.218113
9,4,0.207961
9,5,0.166617
9,6,0.220236
9,7,0.232689
9,8,0.147357
9,9,0.215104
9,10,0.231184
9,11,0.230561
9,12,0.172111
9,13,0.157476
9,14,0.161550
9,15,0.209836
9,16,0.148925
9,17,0.233691
9,18,0.234280
9,19,0.161583
9,20,0.244428
9,21,0.237217
9,22,0.172407
9,23,0.234467
9,24,0.254327
10,1,0.172899
10,2,0.243709
10,3,0.324232
10,4,0.295411
10,5,0.321790
10,6,0.290138
10,7,0.327924
10,8,0.265155
10,9,0.295854
10,10,0.342279
10,11,0.327849
10,12,0.250879
10,13,0.305876
10,14,0.280322
10,15,0.333412
10,16,0.299385
10,17,0.335585
10,18,0.337502
10,19,0.299501
10,20,0.320362
10,21,0.351126
10,22,0.279873
10,23,0.328932
10,24,0.326032
