E,Tau,Smoothness
2,1,-3.013882
2,2,-2.984883
2,3,-2.925833
2,4,-2.872553
2,5,-2.943832
2,6,-2.845788
2,7,-3.067633
2,8,-3.065062
2,9,-3.018021
2,10,-3.036738
2,11,-3.050054
2,12,-2.970042
2,13,-3.104104
2,14,-3.119227
2,15,-3.233756
2,16,-3.193227
2,17,-3.047112
2,18,-3.085444
2,19,-3.116680
2,20,-3.047586
2,21,-2.819080
2,22,-3.092653
2,23,-2.770252
2,24,-3.162213
3,1,-2.743457
3,2,-2.601827
3,3,-2.682410
3,4,-2.722818
3,5,-2.995447
3,6,-2.887521
3,7,-3.078694
3,8,-2.952816
3,9,-2.870002
3,10,-3.029604
3,11,-2.560142
3,12,-2.978287
3,13,-2.740387
3,14,-2.878825
3,15,-3.019144
3,16,-2.797122
3,17,-2.955230
3,18,-3.101382
3,19,-3.055763
3,20,-2.933294
3,21,-2.824647
3,22,-2.483656
3,23,-2.444249
3,24,-2.835803
4,1,-1.905215
4,2,-1.907943
4,3,-1.884328
4,4,-1.799915
4,5,-1.990579
4,6,-2.041875
4,7,-1.756290
4,8,-1.855652
4,9,-1.882861
4,10,-1.978506
4,11,-1.656070
4,12,-1.987472
4,13,-1.981068
4,14,-1.874823
4,15,-1.962347
4,16,-1.912266
4,17,-1.814230
4,18,-2.031395
4,19,-2.056100
4,20,-1.941086
4,21,-1.771030
4,22,-1.636390
4,23,-1.646247
4,24,-2.008090
5,1,-1.116079
5,2,-1.062424
5,3,-0.918888
5,4,-0.893642
5,5,-1.016524
5,6,-1.010119
5,7,-0.794933
5,8,-0.980358
5,9,-0.864627
5,10,-0.958813
5,11,-0.787962
5,12,-1.074757
5,13,-0.901421
5,14,-0.938333
5,15,-0.937449
5,16,-0.971736
5,17,-0.795409
5,18,-0.981159
5,19,-0.971256
5,20,-0.832344
5,21,-0.834741
5,22,-0.844368
5,23,-0.860505
5,24,-1.140910
6,1,-0.556119
6,2,-0.475216
6,3,-0.364880
6,4,-0.322722
6,5,-0.364745
6,6,-0.489359
6,7,-0.296754
6,8,-0.477614
6,9,-0.288863
6,10,-0.367411
6,11,-0.281645
6,12,-0.496891
6,13,-0.370657
6,14,-0.321948
6,15,-0.347855
6,16,-0.404473
6,17,-0.323807
6,18,-0.413660
6,19,-0.348564
6,20,-0.291519
6,21,-0.285148
6,22,-0.337186
6,23,-0.339438
6,24,-0.570579
7,1,-0.237752
7,2,-0.079702
7,3,-0.061970
7,4,-0.012377
7,5,-0.053464
7,6,-0.136826
7,7,0.022964
7,8,-0.159832
7,9,0.005138
7,10,-0.050658
7,11,-0.009625
7,12,-0.135297
7,13,-0.056096
7,14,-0.027405
7,15,-0.023855
7,16,-0.091401
7,17,-0.025509
7,18,-0.096476
7,19,-0.011963
7,20,-0.023569
7,21,-0.008572
7,22,-0.025680
7,23,-0.041073
7,24,-0.218378
8,1,0.003154
8,2,0.089259
8,3,0.145019
8,4,0.172141
8,5,0.115744
8,6,0.066789
8,7,0.223327
8,8,0.077660
8,9,0.198105
8,10,0.158098
8,11,0.178889
8,12,0.044343
8,13,0.143214
8,14,0.187375
8,15,0.183815
8,16,0.110250
8,17,0.198293
8,18,0.148422
8,19,0.143779
8,20,0.185107
8,21,0.201411
8,22,0.160726
8,23,0.159053
8,24,0.020635
9,1,0.164119
9,2,0.247807
9,3,0.290978
9,4,0.304647
9,5,0.260516
9,6,0.203826
9,7,0.331351
9,8,0.192242
9,9,0.331460
9,10,0.268729
9,11,0.291338
9,12,0.212061
9,13,0.272404
9,14,0.329616
9,15,0.318129
9,16,0.238473
9,17,0.320015
9,18,0.275382
9,19,0.268133
9,20,0.319422
9,21,0.329712
9,22,0.302071
9,23,0.284676
9,24,0.166873
10,1,0.276481
10,2,0.368810
10,3,0.378318
10,4,0.386420
10,5,0.368964
10,6,0.317271
10,7,0.413914
