E,Tau,Smoothness
2,1,0.901826
2,2,0.905280
2,3,0.894711
2,4,0.893876
2,5,0.904281
2,6,0.904944
2,7,0.904911
2,8,0.903238
2,9,0.904845
2,10,0.896444
2,11,0.899198
2,12,0.904396
2,13,0.905236
2,14,0.904330
2,15,0.904645
2,16,0.905660
2,17,0.903355
2,18,0.898988
2,19,0.903306
2,20,0.902379
2,21,0.899503
2,22,0.902672
2,23,0.902722
2,24,0.904695
3,1,0.904377
3,2,0.899347
3,3,0.892613
3,4,0.895326
3,5,0.896444
3,6,0.904396
3,7,0.904330
3,8,0.904016
3,9,0.899687
3,10,0.896081
3,11,0.900221
3,12,0.904345
3,13,0.899006
3,14,0.903509
3,15,0.903792
3,16,0.899508
3,17,0.901886
3,18,0.894478
3,19,0.901835
3,20,0.895512
3,21,0.897701
3,22,0.902536
3,23,0.902803
3,24,0.901943
4,1,0.897512
4,2,0.900616
4,3,0.890920
4,4,0.893435
4,5,0.892071
4,6,0.900037
4,7,0.902363
4,8,0.905148
4,9,0.898222
4,10,0.894312
4,11,0.899998
4,12,0.903589
4,13,0.899102
4,14,0.896436
4,15,0.901764
4,16,0.895583
4,17,0.902565
4,18,0.745745
4,19,0.894793
4,20,0.893551
4,21,0.896178
4,22,0.899088
4,23,0.762266
4,24,0.891839
5,1,0.896701
5,2,0.898459
5,3,0.888959
5,4,0.893985
5,5,0.888383
5,6,0.898075
5,7,0.899025
5,8,0.898557
5,9,0.894029
5,10,0.884091
5,11,0.888732
5,12,0.901943
5,13,0.898656
5,14,0.896985
5,15,0.901596
5,16,0.893772
5,17,0.719404
5,18,0.901539
5,19,0.890111
5,20,0.890890
5,21,0.251428
5,22,0.895486
5,23,0.902145
5,24,0.889109
6,1,0.895456
6,2,0.896002
6,3,0.886747
6,4,0.890850
6,5,0.890719
6,6,0.897509
6,7,0.894750
6,8,0.895409
6,9,0.890318
6,10,0.710908
6,11,0.888921
6,12,0.902872
6,13,0.894027
6,14,0.897381
6,15,0.901427
6,16,0.893932
6,17,0.900042
6,18,0.305241
6,19,0.883896
6,20,0.894784
6,21,0.291813
6,22,0.889642
6,23,0.716386
6,24,0.898674
7,1,0.895268
7,2,0.892205
7,3,0.881508
7,4,0.891150
7,5,0.892840
7,6,0.896941
7,7,0.890296
7,8,0.891428
7,9,0.665617
7,10,0.881765
7,11,0.886070
7,12,0.891052
7,13,0.887851
7,14,0.895843
7,15,0.895600
7,16,0.891989
7,17,0.900212
7,18,0.896967
7,19,0.339639
7,20,0.888602
7,21,0.893934
7,22,0.694293
7,23,0.330976
7,24,0.902607
8,1,0.893078
8,2,0.887471
8,3,0.875364
8,4,0.899499
8,5,0.886720
8,6,0.890264
8,7,0.886137
8,8,0.888389
8,9,0.884592
8,10,0.878305
8,11,0.885167
8,12,0.890331
8,13,0.667303
8,14,0.885892
8,15,0.883795
8,16,0.672757
8,17,0.902903
8,18,0.901718
8,19,0.894631
8,20,0.907421
8,21,0.892610
8,22,0.670013
8,23,0.894979
8,24,0.905506
9,1,0.893601
9,2,0.890194
9,3,0.877440
9,4,0.897317
9,5,0.882474
9,6,0.885468
9,7,0.886956
9,8,0.885131
9,9,0.902052
9,10,0.875107
9,11,0.880268
9,12,0.887447
9,13,0.891359
9,14,0.404100
9,15,0.887007
9,16,0.895604
9,17,0.429016
9,18,0.896645
9,19,0.881594
9,20,0.896330
9,21,0.881948
9,22,0.883309
9,23,0.887143
9,24,0.894419
10,1,0.890943
10,2,0.903048
10,3,0.880033
10,4,0.885627
10,5,0.884012
10,6,0.659002
10,7,0.887740
10,8,0.872692
10,9,0.898595
10,10,0.866608
10,11,0.873931
10,12,0.887235
10,13,0.650529
10,14,0.895316
10,15,0.870069
10,16,0.894617
10,17,0.671389
10,18,0.874102
10,19,0.869912
10,20,0.884684
10,21,0.874967
10,22,0.426360
10,23,0.776094
10,24,0.898153
