E,Tau,Smoothness
2,1,-8.440057
2,2,-8.285611
2,3,-8.445764
2,4,-8.513034
2,5,-8.957847
2,6,-8.803063
2,7,-8.909466
2,8,-9.079214
2,9,-9.188177
2,10,-9.412991
2,11,-9.230088
2,12,-9.072807
2,13,-9.304383
2,14,-9.000939
2,15,-9.488454
2,16,-9.347444
2,17,-9.282890
2,18,-9.058299
2,19,-9.170964
2,20,-8.876329
2,21,-8.913725
2,22,-8.212437
2,23,-8.695000
2,24,-9.416934
3,1,-5.240124
3,2,-4.395482
3,3,-4.175740
3,4,-4.256255
3,5,-4.289372
3,6,-4.409254
3,7,-4.491466
3,8,-4.629747
3,9,-4.543347
3,10,-4.559967
3,11,-4.149662
3,12,-4.920361
3,13,-4.298201
3,14,-4.421471
3,15,-4.566208
3,16,-4.838772
3,17,-4.676926
3,18,-4.602061
3,19,-4.541311
3,20,-4.408433
3,21,-4.507154
3,22,-4.097244
3,23,-4.336464
3,24,-5.518355
4,1,-2.218428
4,2,-1.697730
4,3,-1.557212
4,4,-1.502155
4,5,-1.573857
4,6,-1.510992
4,7,-1.502206
4,8,-1.806318
4,9,-1.595670
4,10,-1.521608
4,11,-1.475130
4,12,-1.880667
4,13,-1.498282
4,14,-1.657365
4,15,-1.536813
4,16,-1.929629
4,17,-1.700180
4,18,-1.514851
4,19,-1.627269
4,20,-1.558165
4,21,-1.554867
4,22,-1.449892
4,23,-1.670018
4,24,-2.347685
5,1,-1.054076
5,2,-0.618089
5,3,-0.543116
5,4,-0.528551
5,5,-0.533053
5,6,-0.554035
5,7,-0.445807
5,8,-0.805559
5,9,-0.515872
5,10,-0.536134
5,11,-0.523785
5,12,-0.781385
5,13,-0.547011
5,14,-0.558109
5,15,-0.471480
5,16,-0.765905
5,17,-0.582556
5,18,-0.477946
5,19,-0.541162
5,20,-0.537683
5,21,-0.511840
5,22,-0.442843
5,23,-0.516266
5,24,-1.076984
6,1,-0.427416
6,2,-0.120517
6,3,-0.053451
6,4,-0.102160
6,5,-0.059565
6,6,-0.128482
6,7,-0.027359
6,8,-0.351155
6,9,-0.079944
6,10,-0.055043
6,11,-0.064055
6,12,-0.283888
6,13,-0.129043
6,14,-0.072190
6,15,-0.046354
6,16,-0.240923
6,17,-0.096739
6,18,-0.105703
6,19,-0.045016
6,20,-0.064860
6,21,-0.074171
6,22,-0.055022
6,23,-0.044088
6,24,-0.404957
7,1,-0.114407
7,2,0.128999
7,3,0.192537
7,4,0.146733
7,5,0.166736
7,6,0.111760
7,7,0.177773
7,8,-0.017120
7,9,0.173254
7,10,0.200017
7,11,0.187066
7,12,0.011175
7,13,0.141444
7,14,0.169451
7,15,0.153317
7,16,0.070594
7,17,0.152706
7,18,0.181506
7,19,0.227509
7,20,0.173466
7,21,0.201409
7,22,0.202624
7,23,0.199540
7,24,-0.093517
8,1,0.109889
8,2,0.272634
8,3,0.338586
8,4,0.292063
8,5,0.304163
8,6,0.252444
8,7,0.338880
8,8,0.169715
8,9,0.326972
8,10,0.330675
8,11,0.312431
8,12,0.198142
8,13,0.300279
8,14,0.326877
8,15,0.319319
8,16,0.266032
8,17,0.340188
8,18,0.343331
8,19,0.373734
8,20,0.330234
8,21,0.364716
8,22,0.351962
8,23,0.339673
8,24,0.087317
9,1,0.299187
9,2,0.375527
9,3,0.425590
