E,Tau,Smoothness
2,1,-9.997323
2,2,-9.783098
2,3,-10.083327
2,4,-10.237180
2,5,-9.800040
2,6,-10.344472
2,7,-10.027548
2,8,-10.442195
2,9,-10.492800
2,10,-10.498277
2,11,-10.679990
2,12,-10.235653
2,13,-10.376756
2,14,-10.510779
2,15,-10.815734
2,16,-10.358392
2,17,-10.707293
2,18,-10.378932
2,19,-10.280262
2,20,-9.985127
2,21,-10.028761
2,22,-9.248031
2,23,-9.352303
2,24,-10.191188
3,1,-5.662897
3,2,-4.955694
3,3,-4.944492
3,4,-4.374387
3,5,-4.585296
3,6,-4.405232
3,7,-4.471491
3,8,-4.433570
3,9,-4.733534
3,10,-4.503877
3,11,-4.416603
3,12,-4.855232
3,13,-4.459102
3,14,-4.473096
3,15,-4.737555
3,16,-4.515476
3,17,-4.611630
3,18,-4.569355
3,19,-4.645203
3,20,-4.505870
3,21,-4.472544
3,22,-4.223823
3,23,-4.507239
3,24,-5.720415
4,1,-2.291307
4,2,-1.788053
4,3,-1.568388
4,4,-1.468015
4,5,-1.603477
4,6,-1.446972
4,7,-1.400757
4,8,-1.798969
4,9,-1.506224
4,10,-1.464052
4,11,-1.560618
4,12,-1.884701
4,13,-1.647524
4,14,-1.664056
4,15,-1.492018
4,16,-1.654697
4,17,-1.629333
4,18,-1.628420
4,19,-1.538239
4,20,-1.548770
4,21,-1.599263
4,22,-1.592638
4,23,-1.602438
4,24,-2.222131
5,1,-0.999319
5,2,-0.653644
5,3,-0.521639
5,4,-0.503758
5,5,-0.539104
5,6,-0.542376
5,7,-0.453229
5,8,-0.708957
5,9,-0.487738
5,10,-0.507234
5,11,-0.529668
5,12,-0.780372
5,13,-0.675093
5,14,-0.578545
5,15,-0.490108
5,16,-0.642604
5,17,-0.606612
5,18,-0.594989
5,19,-0.533946
5,20,-0.478327
5,21,-0.527877
5,22,-0.556874
5,23,-0.611343
5,24,-0.912354
6,1,-0.404024
6,2,-0.180964
6,3,-0.088689
6,4,-0.046264
6,5,-0.128331
6,6,-0.105757
6,7,-0.069735
6,8,-0.267700
6,9,-0.049203
6,10,-0.071683
6,11,-0.083564
6,12,-0.263757
6,13,-0.101055
6,14,-0.066138
6,15,-0.076730
6,16,-0.177426
6,17,-0.087843
6,18,-0.110266
6,19,-0.098967
6,20,-0.045273
6,21,-0.083069
6,22,-0.059120
6,23,-0.158756
6,24,-0.311580
7,1,-0.121151
7,2,0.118624
7,3,0.120828
7,4,0.155660
7,5,0.126703
7,6,0.116292
7,7,0.141204
7,8,0.011047
7,9,0.196887
7,10,0.187766
7,11,0.158530
7,12,0.026528
7,13,0.135506
7,14,0.155116
7,15,0.160314
7,16,0.092339
7,17,0.177779
7,18,0.168288
7,19,0.124209
7,20,0.184760
7,21,0.181186
7,22,0.182021
7,23,0.115983
7,24,-0.011346
8,1,0.101839
8,2,0.263266
8,3,0.293126
8,4,0.309054
8,5,0.289539
8,6,0.245155
8,7,0.299753
8,8,0.187146
8,9,0.347577
8,10,0.341958
8,11,0.310305
8,12,0.210297
8,13,0.297909
8,14,0.309224
8,15,0.316626
8,16,0.253537
8,17,0.328614
8,18,0.322351
8,19,0.286563
8,20,0.327800
8,21,0.333995
8,22,0.348519
8,23,0.299162
8,24,0.156192
9,1,0.272980
9,2,0.375759
9,3,0.377608
9,4,0.411742
