E,Tau,Smoothness
2,1,-1.826599
2,2,-2.174519
2,3,-1.964047
2,4,-2.102159
2,5,-2.092859
2,6,-1.859069
2,7,-1.707642
2,8,-1.723771
2,9,-1.940239
2,10,-1.551298
2,11,-1.737865
2,12,-1.356391
2,13,-1.634596
2,14,-1.788497
2,15,-1.327239
2,16,-1.346044
2,17,-1.183117
2,18,-1.287619
2,19,-1.119863
2,20,-1.169471
2,21,-1.100469
2,22,-1.115636
2,23,-1.110791
2,24,-1.193658
3,1,-0.968700
3,2,-1.284727
3,3,-0.997957
3,4,-1.150254
3,5,-1.217353
3,6,-1.137367
3,7,-1.296574
3,8,-1.091661
3,9,-1.180156
3,10,-1.081068
3,11,-0.999855
3,12,-1.129571
3,13,-1.201955
3,14,-1.175508
3,15,-1.202422
3,16,-1.262822
3,17,-1.390664
3,18,-1.208679
3,19,-1.308084
3,20,-1.098933
3,21,-1.069521
3,22,-0.996584
3,23,-1.092122
3,24,-0.909680
4,1,-0.673583
4,2,-0.822781
4,3,-0.845814
4,4,-1.009408
4,5,-0.992652
4,6,-0.935213
4,7,-0.755703
4,8,-0.895236
4,9,-0.895054
4,10,-0.917427
4,11,-0.877877
4,12,-1.075389
4,13,-1.052327
4,14,-0.954252
4,15,-0.930945
4,16,-0.994728
4,17,-1.147440
4,18,-1.071321
4,19,-1.031829
4,20,-0.960278
4,21,-0.882572
4,22,-0.824805
4,23,-0.533332
4,24,-0.614732
5,1,-0.468391
5,2,-0.680957
5,3,-0.709225
5,4,-0.820329
5,5,-0.610377
5,6,-0.573114
5,7,-0.536644
5,8,-0.668758
5,9,-0.724239
5,10,-0.604809
5,11,-0.623420
5,12,-0.685232
5,13,-0.768910
5,14,-0.813533
5,15,-0.728052
5,16,-0.710575
5,17,-0.685643
5,18,-0.693389
5,19,-0.740330
5,20,-0.729798
5,21,-0.653808
5,22,-0.469722
5,23,-0.225112
5,24,-0.279360
6,1,-0.315100
6,2,-0.469319
6,3,-0.477113
6,4,-0.352901
6,5,-0.264464
6,6,-0.302714
6,7,-0.328304
6,8,-0.423185
6,9,-0.305911
6,10,-0.306030
6,11,-0.366177
6,12,-0.473104
6,13,-0.445131
6,14,-0.345738
6,15,-0.367809
6,16,-0.476956
6,17,-0.439972
6,18,-0.317844
6,19,-0.257432
6,20,-0.427733
6,21,-0.452978
6,22,-0.272228
6,23,-0.005034
6,24,-0.097718
7,1,-0.164049
7,2,-0.293397
7,3,-0.222675
7,4,-0.001129
7,5,-0.032508
7,6,-0.120201
7,7,-0.023195
7,8,-0.061989
7,9,-0.069267
7,10,-0.085629
7,11,-0.119087
7,12,-0.138997
7,13,-0.156897
7,14,-0.133593
7,15,-0.063322
7,16,-0.114673
7,17,-0.158520
7,18,-0.112501
7,19,0.004482
7,20,-0.021440
7,21,-0.183322
7,22,-0.085039
7,23,0.126566
7,24,0.063948
8,1,-0.048125
8,2,-0.089265
8,3,0.086599
8,4,0.158781
8,5,0.112099
8,6,0.087887
8,7,0.136768
8,8,0.082498
8,9,0.075402
8,10,0.154691
8,11,0.071287
8,12,-0.020807
8,13,0.088658
8,14,0.124903
8,15,0.064274
8,16,0.094988
8,17,0.131760
8,18,0.050041
8,19,0.119490
8,20,0.223708
8,21,0.053775
8,22,0.062352
8,23,0.222108
8,24,0.185367
9,1,0.038399
9,2,0.071109
9,3,0.276754
9,4,0.244721
9,5,0.243503
9,6,0.239079
9,7,0.223789
9,8,0.192627
9,9,0.245659
9,10,0.229758
9,11,0.218227
9,12,0.195759
9,13,0.188502
9,14,0.260004
9,15,0.263635
9,16,0.235011
9,17,0.228013
9,18,0.228497
9,19,0.213086
9,20,0.303608
9,21,0.295991
9,22,0.180758
9,23,0.318614
9,24,0.279567
10,1,0.116123
10,2,0.230517
10,3,0.380042
10,4,0.324479
10,5,0.374560
10,6,0.318661
10,7,0.291863
10,8,0.323237
10,9,0.309323
10,10,0.358185
10,11,0.314265
10,12,0.277930
10,13,0.351292
10,14,0.331550
10,15,0.333173
10,16,0.389809
10,17,0.312586
10,18,0.363101
10,19,0.333461
10,20,0.385780
10,21,0.424883
10,22,0.285101
10,23,0.387185
10,24,0.340719
