E,Tau,Smoothness
2,1,-17.721359
2,2,-14.927967
2,3,-14.066485
2,4,-14.699392
2,5,-15.188073
2,6,-14.550341
2,7,-16.743788
2,8,-17.172922
2,9,-17.423841
2,10,-17.254129
2,11,-17.319338
2,12,-17.590921
2,13,-17.978751
2,14,-16.792980
2,15,-17.943721
2,16,-17.457171
2,17,-17.492055
2,18,-17.608242
2,19,-16.664202
2,20,-16.671636
2,21,-15.082077
2,22,-14.857199
2,23,-15.164607
2,24,-21.412973
3,1,-4.605982
3,2,-3.767522
3,3,-3.014058
3,4,-3.026139
3,5,-2.773526
3,6,-2.925878
3,7,-3.431757
3,8,-3.203881
3,9,-3.357613
3,10,-2.944298
3,11,-2.691204
3,12,-4.659825
3,13,-3.088976
3,14,-2.900987
3,15,-3.302715
3,16,-3.361515
3,17,-3.103765
3,18,-3.278375
3,19,-3.486788
3,20,-3.296833
3,21,-3.031544
3,22,-3.003077
3,23,-3.347175
3,24,-5.276282
4,1,-1.657095
4,2,-1.126197
4,3,-0.753808
4,4,-0.763923
4,5,-0.725329
4,6,-0.839574
4,7,-0.763226
4,8,-0.967582
4,9,-0.696188
4,10,-0.656197
4,11,-0.695158
4,12,-1.563889
4,13,-0.820930
4,14,-0.830101
4,15,-0.803224
4,16,-0.889465
4,17,-0.817156
4,18,-0.996444
4,19,-0.843694
4,20,-0.741083
4,21,-0.840342
4,22,-0.796570
4,23,-0.924880
4,24,-1.724769
5,1,-0.757823
5,2,-0.355054
5,3,-0.084975
5,4,-0.117177
5,5,-0.133022
5,6,-0.180391
5,7,-0.079486
5,8,-0.216291
5,9,-0.092741
5,10,-0.074687
5,11,-0.062840
5,12,-0.513134
5,13,-0.149436
5,14,-0.196730
5,15,-0.120383
5,16,-0.190738
5,17,-0.066103
5,18,-0.221293
5,19,-0.116013
5,20,-0.037272
5,21,-0.065777
5,22,-0.144020
5,23,-0.105380
5,24,-0.609874
6,1,-0.239829
6,2,0.059084
6,3,0.176824
6,4,0.154448
6,5,0.193817
6,6,0.105685
6,7,0.190512
6,8,0.117969
6,9,0.193532
6,10,0.203745
6,11,0.206937
6,12,-0.077856
6,13,0.139615
6,14,0.191045
6,15,0.174714
6,16,0.139736
6,17,0.187164
6,18,0.112803
6,19,0.210431
6,20,0.187079
6,21,0.262739
6,22,0.189330
6,23,0.206108
6,24,-0.014250
7,1,0.053445
7,2,0.275256
7,3,0.335272
7,4,0.334257
7,5,0.339978
7,6,0.291537
7,7,0.322633
7,8,0.286193
7,9,0.342277
7,10,0.351445
7,11,0.348917
7,12,0.188046
7,13,0.325203
7,14,0.363083
7,15,0.360011
7,16,0.340335
7,17,0.364869
7,18,0.333306
7,19,0.383686
7,20,0.378897
7,21,0.407494
