E,Tau,Smoothness
2,1,-2.068677
2,2,-2.069721
2,3,-2.061101
2,4,-2.034475
2,5,-2.053366
2,6,-2.181327
2,7,-2.463486
2,8,-2.057306
2,9,-2.299113
2,10,-1.943887
2,11,-2.366191
2,12,-2.117175
2,13,-2.266258
2,14,-2.866926
2,15,-2.287785
2,16,-2.798137
2,17,-2.358622
2,18,-2.190864
2,19,-2.147612
2,20,-2.376211
2,21,-2.256186
2,22,-2.124223
2,23,-1.993749
2,24,-2.103159
3,1,-1.582342
3,2,-1.557345
3,3,-1.763142
3,4,-1.687828
3,5,-1.837574
3,6,-2.126485
3,7,-1.916639
3,8,-1.937915
3,9,-2.016246
3,10,-1.921392
3,11,-1.770654
3,12,-1.886878
3,13,-1.826001
3,14,-2.073042
3,15,-2.068585
3,16,-2.088227
3,17,-1.949923
3,18,-1.908343
3,19,-1.987415
3,20,-1.882698
3,21,-1.685790
3,22,-1.619229
3,23,-1.412463
3,24,-1.824466
4,1,-1.355338
4,2,-1.387580
4,3,-1.387585
4,4,-1.560949
4,5,-1.429737
4,6,-1.598197
4,7,-1.470328
4,8,-1.382634
4,9,-1.366739
4,10,-1.462615
4,11,-1.321631
4,12,-1.505746
4,13,-1.607561
4,14,-1.465356
4,15,-1.373700
4,16,-1.446269
4,17,-1.475502
4,18,-1.684710
4,19,-1.534236
4,20,-1.426087
4,21,-1.261900
4,22,-1.187438
4,23,-1.061480
4,24,-1.421339
5,1,-1.175476
5,2,-0.963503
5,3,-0.944662
5,4,-0.958853
5,5,-0.828966
5,6,-0.912348
5,7,-0.802402
5,8,-0.929729
5,9,-0.959433
5,10,-0.912122
5,11,-0.762933
5,12,-1.037182
5,13,-1.046896
5,14,-0.941346
5,15,-0.991671
5,16,-0.954900
5,17,-0.917233
5,18,-0.864727
5,19,-0.976453
5,20,-0.996893
5,21,-0.903048
5,22,-0.706938
5,23,-0.632675
5,24,-0.903464
6,1,-0.746299
6,2,-0.616766
6,3,-0.507436
6,4,-0.463079
6,5,-0.344227
6,6,-0.442673
6,7,-0.430535
6,8,-0.558153
6,9,-0.429296
6,10,-0.380811
6,11,-0.377073
6,12,-0.629497
6,13,-0.494805
6,14,-0.358497
6,15,-0.446739
6,16,-0.409288
6,17,-0.481209
6,18,-0.408177
6,19,-0.420948
6,20,-0.497551
6,21,-0.447657
6,22,-0.393388
6,23,-0.349505
6,24,-0.515392
7,1,-0.418590
7,2,-0.327531
7,3,-0.182765
7,4,-0.075722
7,5,-0.118389
7,6,-0.162363
7,7,-0.083886
7,8,-0.210276
7,9,-0.107813
7,10,-0.124243
7,11,-0.059499
7,12,-0.222277
7,13,-0.134575
7,14,-0.081339
7,15,-0.121910
7,16,-0.127618
7,17,-0.087784
7,18,-0.154507
7,19,-0.125073
7,20,-0.087250
7,21,-0.134380
7,22,-0.075337
7,23,-0.094437
7,24,-0.222081
8,1,-0.171687
8,2,-0.059283
8,3,0.115180
8,4,0.100374
8,5,0.112362
8,6,0.040370
8,7,0.120389
8,8,-0.016998
8,9,0.124031
8,10,0.147228
8,11,0.128431
8,12,-0.017846
8,13,0.091655
8,14,0.145448
8,15,0.104670
8,16,0.096711
8,17,0.147707
8,18,0.052219
8,19,0.075680
8,20,0.146359
8,21,0.125699
8,22,0.110161
8,23,0.137619
8,24,0.008613
9,1,0.007335
9,2,0.149317
9,3,0.266759
9,4,0.226605
9,5,0.241237
9,6,0.225640
9,7,0.251192
9,8,0.157711
9,9,0.291001
9,10,0.260145
9,11,0.276096
9,12,0.160809
9,13,0.210880
9,14,0.268635
9,15,0.259626
9,16,0.213955
9,17,0.290708
9,18,0.228188
9,19,0.224399
9,20,0.286415
9,21,0.285715
9,22,0.243992
9,23,0.262488
9,24,0.143110
10,1,0.103537
10,2,0.266516
10,3,0.366838
10,4,0.307998
10,5,0.329677
10,6,0.325538
10,7,0.346842
10,8,0.271025
10,9,0.365882
10,10,0.375244
10,11,0.384011
10,12,0.238219
10,13,0.344682
10,14,0.358067
10,15,0.363341
10,16,0.328877
10,17,0.387551
10,18,0.339471
10,19,0.357762
10,20,0.364889
10,21,0.393073
10,22,0.348876
10,23,0.369795
10,24,0.261820
