E,Tau,Smoothness
2,1,-3.302922
2,2,-3.387745
2,3,-3.365196
2,4,-3.742637
2,5,-3.462140
2,6,-3.713511
2,7,-3.376730
2,8,-3.723846
2,9,-3.802795
2,10,-3.624601
2,11,-3.726519
2,12,-3.674264
2,13,-3.582433
2,14,-3.515036
2,15,-3.663334
2,16,-3.861013
2,17,-3.680069
2,18,-3.905688
2,19,-3.757063
2,20,-3.708752
2,21,-3.452195
2,22,-3.587818
2,23,-3.516636
2,24,-3.571002
3,1,-3.184353
3,2,-3.303773
3,3,-3.187697
3,4,-3.142517
3,5,-3.160993
3,6,-3.354484
3,7,-3.219229
3,8,-3.238590
3,9,-3.350361
3,10,-3.184675
3,11,-3.075555
3,12,-3.198891
3,13,-3.321106
3,14,-3.063651
3,15,-3.072195
3,16,-3.340166
3,17,-3.103029
3,18,-3.303338
3,19,-3.194506
3,20,-3.158859
3,21,-2.980069
3,22,-3.072953
3,23,-2.960705
3,24,-3.133503
4,1,-2.208548
4,2,-2.192923
4,3,-1.974191
4,4,-2.008584
4,5,-1.931232
4,6,-2.100421
4,7,-1.820101
4,8,-1.883876
4,9,-1.944024
4,10,-1.868103
4,11,-1.824276
4,12,-2.136490
4,13,-2.055363
4,14,-1.867042
4,15,-1.891676
4,16,-1.920163
4,17,-1.862890
4,18,-2.002155
4,19,-1.961998
4,20,-1.924892
4,21,-1.841901
4,22,-1.930654
4,23,-1.777840
4,24,-2.113992
5,1,-1.220546
5,2,-1.129344
5,3,-1.025332
5,4,-0.958804
5,5,-0.804112
5,6,-0.932160
5,7,-0.788582
5,8,-0.883461
5,9,-0.970009
5,10,-0.878414
5,11,-0.861339
5,12,-1.090588
5,13,-0.961768
5,14,-0.830736
5,15,-0.837146
5,16,-0.943693
5,17,-0.825681
5,18,-0.963446
5,19,-0.915434
5,20,-0.958078
5,21,-0.908137
5,22,-0.895533
5,23,-0.914595
5,24,-1.099990
6,1,-0.608110
6,2,-0.473301
6,3,-0.374040
6,4,-0.349590
6,5,-0.303605
6,6,-0.372561
6,7,-0.289785
6,8,-0.383983
6,9,-0.349413
6,10,-0.307159
6,11,-0.334301
6,12,-0.457920
6,13,-0.379266
6,14,-0.283045
6,15,-0.303842
6,16,-0.369078
6,17,-0.350989
6,18,-0.376247
6,19,-0.332996
6,20,-0.329267
6,21,-0.344092
6,22,-0.331712
6,23,-0.384507
6,24,-0.503325
7,1,-0.239714
7,2,-0.103436
7,3,-0.058600
7,4,-0.034496
7,5,-0.000162
7,6,-0.055860
7,7,0.013296
7,8,-0.101777
7,9,-0.032544
7,10,-0.001196
7,11,-0.019970
7,12,-0.136187
7,13,-0.027331
7,14,0.027744
7,15,0.014645
7,16,-0.057355
7,17,-0.032218
7,18,-0.052197
7,19,0.012650
7,20,-0.035703
7,21,-0.012742
7,22,-0.021819
7,23,-0.002914
7,24,-0.145505
8,1,0.001320
8,2,0.111135
8,3,0.186050
8,4,0.136829
8,5,0.152235
8,6,0.114288
8,7,0.214034
8,8,0.124567
8,9,0.154034
8,10,0.203133
8,11,0.168983
8,12,0.070643
8,13,0.177432
8,14,0.176674
8,15,0.207168
8,16,0.140259
8,17,0.196680
8,18,0.151778
8,19,0.192310
8,20,0.160202
8,21,0.181624
8,22,0.163587
8,23,0.186840
8,24,0.077758
9,1,0.161508
9,2,0.249994
9,3,0.303738
9,4,0.260260
9,5,0.289103
9,6,0.263101
9,7,0.320751
9,8,0.260736
9,9,0.302325
9,10,0.300248
9,11,0.312883
9,12,0.220306
9,13,0.311921
9,14,0.313699
9,15,0.316493
9,16,0.293499
9,17,0.308322
9,18,0.308554
9,19,0.315074
9,20,0.294113
9,21,0.313993
9,22,0.291871
9,23,0.321106
9,24,0.223363
10,1,0.268642
10,2,0.351786
10,3,0.390244
10,4,0.362526
10,5,0.389462
10,6,0.354011
10,7,0.404614
