E,Tau,Smoothness
2,1,-18.984097
2,2,-18.359120
2,3,-18.277266
2,4,-16.980923
2,5,-17.805609
2,6,-18.070368
2,7,-19.380471
2,8,-19.474555
2,9,-18.605903
2,10,-20.943942
2,11,-21.770128
2,12,-22.650237
2,13,-19.691813
2,14,-20.682009
2,15,-19.863376
2,16,-21.201815
2,17,-21.927333
2,18,-20.198135
2,19,-19.356911
2,20,-18.573374
2,21,-18.873089
2,22,-18.903468
2,23,-16.491549
2,24,-29.174589
3,1,-4.603955
3,2,-4.727603
3,3,-3.933474
3,4,-3.658835
3,5,-3.329359
3,6,-3.113859
3,7,-3.337872
3,8,-3.760154
3,9,-3.195160
3,10,-3.147787
3,11,-3.249577
3,12,-5.285976
3,13,-3.292992
3,14,-3.479100
3,15,-3.638748
3,16,-3.731346
3,17,-4.078231
3,18,-3.215299
3,19,-3.072860
3,20,-3.623583
3,21,-3.542306
3,22,-3.341196
3,23,-3.225827
3,24,-7.104539
4,1,-1.966470
4,2,-1.594905
4,3,-1.177257
4,4,-0.992605
4,5,-0.976492
4,6,-0.840903
4,7,-0.750716
4,8,-1.056532
4,9,-0.917248
4,10,-0.927606
4,11,-0.742164
4,12,-1.842823
4,13,-0.902327
4,14,-0.901184
4,15,-1.024953
4,16,-1.064477
4,17,-1.055476
4,18,-0.866138
4,19,-0.800591
4,20,-0.897135
4,21,-0.914905
4,22,-0.854826
4,23,-0.806119
4,24,-2.136479
5,1,-0.967577
5,2,-0.590060
5,3,-0.289830
5,4,-0.223786
5,5,-0.207988
5,6,-0.151220
5,7,-0.126718
5,8,-0.296365
5,9,-0.244753
5,10,-0.205851
5,11,-0.108081
5,12,-0.652048
5,13,-0.193454
5,14,-0.150124
5,15,-0.191799
5,16,-0.314684
5,17,-0.177716
5,18,-0.144984
5,19,-0.121824
5,20,-0.116127
5,21,-0.158584
5,22,-0.152970
5,23,-0.130664
5,24,-0.645661
6,1,-0.431142
6,2,-0.034299
6,3,0.051016
6,4,0.101645
6,5,0.126469
6,6,0.114999
6,7,0.169812
6,8,0.041852
6,9,0.153148
6,10,0.113069
6,11,0.181021
6,12,-0.242121
6,13,0.099084
6,14,0.205090
6,15,0.122119
6,16,0.096223
6,17,0.137454
6,18,0.191137
6,19,0.255730
6,20,0.186995
6,21,0.218461
6,22,0.163527
6,23,0.187857
6,24,-0.070354
7,1,-0.106934
7,2,0.219535
7,3,0.264004
7,4,0.291148
7,5,0.282579
7,6,0.262041
7,7,0.327739
7,8,0.246779
7,9,0.302403
7,10,0.283359
7,11,0.346569
7,12,0.108512
7,13,0.304569
7,14,0.348994
7,15,0.319088
7,16,0.304137
7,17,0.313086
7,18,0.360654
7,19,0.393366
7,20,0.381086
7,21,0.366298
7,22,0.361827
7,23,0.341259
7,24,0.164257
8,1,0.072041
8,2,0.379512
8,3,0.383977
8,4,0.378752
8,5,0.408716
