지역,측정소명,측정일시,SO2,CO,O3,NO2,PM10
서울,강서구,2014070109,0.006,0.5,0.03,0.028,33
서울,관악구,2014070109,0.004,0.5,0.024,0.026,23
서울,광진구,2014070109,0.005,0.8,0.019,0.027,42
서울,구로구,2014070109,0.007,0.5,0.024,0.027,32
서울,금천구,2014070109,0.006,0.4,0.025,0.017,34
서울,노원구,2014070109,0.005,0.4,0.019,0.03,39
서울,도봉구,2014070109,0.005,0.5,0.016,0.029,31
서울,동대문구,2014070109,0.005,0.6,0.018,0.034,37
서울,동작구,2014070109,0.006,0.4,0.031,0.026,28
서울,마포구,2014070109,0.004,0.6,0.016,0.037,43
서울,서대문구,2014070109,0.005,0.4,0.017,0.033,33
서울,서초구,2014070109,0.006,0.5,0.022,0.028,34
서울,성동구,2014070109,0.004,0.5,0.012,0.053,38
서울,성북구,2014070109,0.003,0.5,0.013,0.038,41
서울,송파구,2014070109,0.006,0.6,0.017,0.033,35
서울,양천구,2014070109,0.006,0.4,0.025,0.025,30
서울,영등포구,2014070109,0.005,0.6,0.016,0.033,31
서울,용산구,2014070109,0.005,0.7,0.02,0.03,37
서울,은평구,2014070109,0.004,0.3,0.023,0.029,32
서울,종로구,2014070109,0.006,0.4,0.014,0.04,29
서울,중구,2014070109,0.003,0.3,0.015,0.046,31
서울,중랑구,2014070109,0.005,0.5,0.018,0.037,36
서울,강남구,2014070110,0.007,0.5,0.023,0.033,31
서울,강동구,2014070110,0.004,0.5,0.034,0.026,38
서울,강북구,2014070110,0.005,0.4,0.021,0.04,37
서울,강서구,2014070110,0.005,0.5,0.035,0.029,22
서울,관악구,2014070110,0.004,0.5,0.034,0.024,7
서울,광진구,2014070110,0.006,0.8,0.025,0.029,-999
서울,구로구,2014070110,0.005,0.5,0.033,0.025,35
서울,금천구,2014070110,0.007,0.3,0.031,0.017,31
서울,노원구,2014070110,0.005,0.4,0.028,0.029,28
서울,도봉구,2014070110,0.005,1.1,0.019,0.035,36
서울,동대문구,2014070110,0.006,0.6,0.027,0.034,38
서울,동작구,2014070110,0.008,0.4,0.04,0.025,21
서울,마포구,2014070110,0.005,0.6,0.019,0.038,36
서울,서대문구,2014070110,0.005,0.4,0.018,0.042,37
서울,서초구,2014070110,0.005,0.5,0.021,0.037,34
서울,성동구,2014070110,0.004,0.5,0.02,0.053,37
서울,성북구,2014070110,0.003,0.5,0.021,0.037,34
서울,송파구,2014070110,0.005,0.6,0.032,0.027,30
서울,양천구,2014070110,0.007,0.4,0.032,0.028,25
서울,영등포구,2014070110,0.007,0.7,0.014,0.04,29
서울,용산구,2014070110,0.005,0.6,0.03,0.03,37
서울,은평구,2014070110,0.004,0.3,0.028,0.028,27
서울,종로구,2014070110,0.006,0.4,0.019,0.041,36
서울,중구,2014070110,0.003,0.4,0.014,0.053,40
서울,중랑구,2014070110,0.005,0.5,0.02,0.044,35
서울,강남구,2014070111,0.007,0.4,0.031,0.035,25
서울,강동구,2014070111,0.004,0.5,0.046,0.024,37
서울,강북구,2014070111,0.005,0.4,0.035,0.033,33
서울,강서구,2014070111,0.006,0.5,0.035,0.037,35
서울,관악구,2014070111,0.004,0.4,0.046,0.02,17
서울,광진구,2014070111,0.005,0.8,0.033,0.028,-999
서울,구로구,2014070111,0.005,0.5,0.041,0.026,38
서울,금천구,2014070111,0.006,0.3,0.039,0.018,29
서울,노원구,2014070111,0.005,0.3,0.037,0.026,27
서울,도봉구,2014070111,0.005,0.4,0.032,0.032,35
서울,동대문구,2014070111,0.005,0.5,0.042,0.031,36
서울,동작구,2014070111,0.008,0.4,0.045,0.029,24
서울,마포구,2014070111,0.004,0.6,0.027,0.039,43
서울,서대문구,2014070111,0.005,0.5,0.022,0.045,37
서울,서초구,2014070111,0.005,0.6,0.028,0.039,43
서울,성동구,2014070111,0.004,0.4,0.032,0.047,35
서울,성북구,2014070111,0.003,0.5,0.028,0.038,31
서울,송파구,2014070111,0.004,0.6,0.041,0.027,29
서울,양천구,2014070111,0.006,0.4,0.035,0.033,35
서울,영등포구,2014070111,0.007,0.8,0.021,0.038,35
서울,용산구,2014070111,0.005,0.6,0.045,0.027,31
서울,은평구,2014070111,0.004,0.4,0.028,0.037,29
서울,종로구,2014070111,0.005,0.3,0.032,0.038,38
서울,중구,2014070111,0.003,0.4,0.02,0.055,41
서울,중랑구,2014070111,0.005,0.5,0.032,0.039,37
서울,강남구,2014070112,0.007,0.4,0.04,0.035,31
서울,강동구,2014070112,0.004,0.5,0.054,0.027,41
서울,강북구,2014070112,0.005,0.4,0.043,0.036,36
서울,강서구,2014070112,0.006,0.5,0.056,0.029,39
서울,관악구,2014070112,0.004,0.4,0.055,0.018,-999
서울,광진구,2014070112,0.004,0.7,0.054,0.023,40
서울,구로구,2014070112,0.005,0.5,0.059,0.022,52
서울,금천구,2014070112,0.005,0.3,0.042,0.024,28
서울,노원구,2014070112,0.006,0.3,0.049,0.024,26
서울,도봉구,2014070112,0.005,0.4,0.042,0.031,30
서울,동대문구,2014070112,0.006,0.5,0.049,0.034,40
서울,동작구,2014070112,0.007,0.4,0.054,0.027,24
서울,마포구,2014070112,0.004,0.5,0.047,0.026,25
서울,서대문구,2014070112,0.005,0.7,0.032,0.045,39
서울,서초구,2014070112,0.005,0.5,0.039,0.039,39
서울,성동구,2014070112,0.003,0.4,0.046,0.039,31
서울,성북구,2014070112,0.003,0.5,0.039,0.042,31
서울,송파구,2014070112,0.004,0.6,0.049,0.03,33
서울,양천구,2014070112,0.006,0.4,0.06,0.025,36
서울,영등포구,2014070112,0.007,0.7,0.025,0.044,34
서울,용산구,2014070112,0.005,0.6,0.052,0.032,32
서울,은평구,2014070112,0.004,0.4,0.029,0.043,40
서울,종로구,2014070112,0.006,0.3,0.039,0.041,38
서울,중구,2014070112,0.003,0.3,0.033,0.052,42
서울,중랑구,2014070112,0.005,0.4,0.055,0.03,30
서울,강남구,2014070113,0.007,0.4,0.05,0.033,33
서울,강동구,2014070113,-999,-999,-999,-999,39
서울,강북구,2014070113,0.005,0.4,0.056,0.033,34
서울,강서구,2014070113,0.006,0.4,0.078,0.025,34
서울,관악구,2014070113,0.004,0.4,0.061,0.022,-999
서울,광진구,2014070113,0.003,0.6,0.075,0.017,31
서울,구로구,2014070113,0.005,0.4,0.066,0.018,39
서울,금천구,2014070113,0.006,0.3,0.047,0.023,30
서울,노원구,2014070113,0.006,0.3,0.056,0.027,30
서울,도봉구,2014070113,0.005,0.6,0.053,0.03,32
서울,동대문구,2014070113,0.006,0.5,0.063,0.029,36
서울,동작구,2014070113,0.006,0.4,0.068,0.024,25
서울,마포구,2014070113,0.004,0.5,0.056,0.028,37
서울,서대문구,2014070113,0.005,0.8,0.051,0.037,29
서울,서초구,2014070113,0.005,0.5,0.055,0.028,37
서울,성동구,2014070113,0.003,0.4,0.054,0.04,32
서울,성북구,2014070113,0.003,0.5,0.049,0.042,35
서울,송파구,2014070113,0.004,0.5,0.061,0.024,43
서울,양천구,2014070113,-999,-999,-999,-999,35
서울,영등포구,2014070113,0.006,0.7,0.039,0.042,33
서울,용산구,2014070113,0.005,0.6,0.063,0.029,34
서울,은평구,2014070113,0.004,0.3,0.042,0.036,37
서울,종로구,2014070113,0.005,0.3,0.052,0.035,30
서울,중구,2014070113,0.003,0.2,0.05,0.045,32
서울,중랑구,2014070113,0.005,0.4,0.064,0.033,31
서울,강남구,2014070114,0.006,0.4,0.057,0.036,35
서울,강동구,2014070114,-999,-999,-999,-999,34
서울,강북구,2014070114,0.005,0.4,0.068,0.033,36
서울,강서구,2014070114,0.006,0.5,0.085,0.035,44
서울,관악구,2014070114,0.004,0.4,0.063,0.021,-999
서울,광진구,2014070114,0.004,0.6,0.085,0.017,33
서울,구로구,2014070114,0.005,0.4,0.071,0.018,35
서울,금천구,2014070114,0.007,0.3,0.06,0.021,36
서울,노원구,2014070114,0.005,0.3,0.066,0.026,35
서울,도봉구,2014070114,0.004,0.6,0.064,0.03,36
서울,동대문구,2014070114,0.005,0.6,0.071,0.031,43
서울,동작구,2014070114,0.008,0.4,0.073,0.028,30
서울,마포구,2014070114,0.004,0.5,0.069,0.027,38
서울,서대문구,2014070114,0.004,0.9,0.073,0.034,41
서울,서초구,2014070114,0.005,0.4,0.063,0.031,30
서울,성동구,2014070114,0.003,0.4,0.059,0.04,25
서울,성북구,2014070114,0.003,0.5,0.059,0.037,36
서울,송파구,2014070114,0.004,0.5,0.073,0.022,20
서울,양천구,2014070114,-999,-999,-999,-999,54
서울,영등포구,2014070114,0.006,0.6,0.058,0.034,39
서울,용산구,2014070114,0.005,0.5,0.074,0.026,33
서울,은평구,2014070114,0.004,0.3,0.059,0.031,33
서울,종로구,2014070114,0.004,0.3,0.058,0.036,32
서울,중구,2014070114,0.003,0.2,0.068,0.04,46
서울,중랑구,2014070114,0.005,0.4,0.083,0.026,32
서울,강남구,2014070115,0.007,0.4,0.069,0.033,34
서울,강동구,2014070115,0.004,0.4,0.093,0.018,37
서울,강북구,2014070115,0.005,0.4,0.072,0.033,36
서울,강서구,2014070115,0.007,0.5,0.112,0.032,54
서울,관악구,2014070115,0.005,0.4,0.078,0.02,36
서울,광진구,2014070115,0.003,0.6,0.096,0.02,41
서울,구로구,2014070115,0.006,0.5,0.091,0.019,44
서울,금천구,2014070115,0.007,0.4,0.078,0.023,37
서울,노원구,2014070115,0.004,0.4,0.079,0.025,37
서울,도봉구,2014070115,0.004,0.5,0.068,0.032,35
서울,동대문구,2014070115,0.005,0.5,0.084,0.03,33
서울,동작구,2014070115,0.009,0.4,0.084,0.031,38
서울,마포구,2014070115,0.006,0.5,0.078,0.033,45
서울,서대문구,2014070115,0.005,0.7,0.09,0.034,54
서울,서초구,2014070115,0.005,0.5,0.071,0.038,43
서울,성동구,2014070115,0.003,0.4,0.071,0.036,35
서울,성북구,2014070115,0.003,0.5,0.069,0.036,33
서울,송파구,2014070115,0.003,0.5,0.074,0.019,31
서울,양천구,2014070115,0.007,0.4,0.095,0.03,56
서울,영등포구,2014070115,0.007,0.7,0.061,0.049,47
서울,용산구,2014070115,0.005,0.6,0.078,0.032,-999
서울,은평구,2014070115,0.004,0.3,0.075,0.028,38
서울,종로구,2014070115,0.005,0.3,0.078,0.032,50
서울,중구,2014070115,0.003,0.1,0.087,0.04,42
서울,중랑구,2014070115,0.005,0.4,0.093,0.027,34
서울,강남구,2014070116,0.007,0.4,0.084,0.032,39
서울,강동구,2014070116,0.004,0.4,0.101,0.019,48
서울,강북구,2014070116,0.005,0.4,0.087,0.028,39
서울,강서구,2014070116,0.006,0.5,0.077,0.03,54
서울,관악구,2014070116,0.006,0.5,0.096,0.02,58
서울,광진구,2014070116,0.004,0.7,0.101,0.023,44
서울,구로구,2014070116,0.007,0.5,0.101,0.021,61
서울,금천구,2014070116,0.005,0.4,0.099,0.021,51
서울,노원구,2014070116,0.004,0.4,0.073,0.033,40
서울,도봉구,2014070116,0.005,0.7,0.081,0.027,39
서울,동대문구,2014070116,0.005,0.5,0.103,0.034,45
서울,동작구,2014070116,0.008,0.4,0.105,0.034,45
서울,마포구,2014070116,0.008,0.6,0.099,0.034,65
서울,서대문구,2014070116,0.007,0.4,0.109,0.034,72
서울,서초구,2014070116,0.007,0.5,0.081,0.052,49
서울,성동구,2014070116,0.004,0.4,0.077,0.045,42
서울,성북구,2014070116,0.003,0.5,0.09,0.033,36
서울,송파구,2014070116,0.004,0.6,0.089,0.025,32
서울,양천구,2014070116,0.007,0.4,0.098,0.026,59
서울,영등포구,2014070116,0.008,0.7,0.088,0.041,80
서울,용산구,2014070116,0.005,0.6,0.092,0.044,49
서울,은평구,2014070116,0.005,0.3,0.093,0.025,54
서울,종로구,2014070116,0.006,0.3,0.091,0.036,28
서울,중구,2014070116,0.005,0.2,0.104,0.044,57
서울,중랑구,2014070116,0.004,0.4,0.098,0.03,46
서울,강남구,2014070117,0.008,0.5,0.1,0.04,55
서울,강동구,2014070117,0.004,0.5,0.102,0.025,74
서울,강북구,2014070117,0.005,0.3,0.103,0.028,43
서울,강서구,2014070117,0.007,0.4,0.096,0.027,52
서울,관악구,2014070117,0.007,0.5,0.1,0.025,65
서울,광진구,2014070117,0.005,0.8,0.109,0.028,47
서울,구로구,2014070117,0.009,0.5,0.098,0.028,68
서울,금천구,2014070117,-999,-999,-999,-999,62
서울,노원구,2014070117,0.005,0.4,0.082,0.027,43
서울,도봉구,2014070117,0.005,0.4,0.101,0.023,40
서울,동대문구,2014070117,0.005,0.5,0.119,0.03,63
서울,동작구,2014070117,-999,-999,-999,-999,55
서울,마포구,2014070117,0.008,0.5,0.1,0.031,67
서울,서대문구,2014070117,0.008,0.3,0.122,0.028,71
서울,서초구,2014070117,0.007,0.5,0.089,0.061,72
서울,성동구,2014070117,0.005,0.5,0.094,0.053,60
서울,성북구,2014070117,0.003,0.5,0.105,0.03,49
서울,송파구,2014070117,0.005,0.6,0.089,0.029,37
서울,양천구,2014070117,0.007,0.4,0.09,0.027,55
서울,영등포구,2014070117,0.008,0.7,0.085,0.044,67
서울,용산구,2014070117,0.006,0.6,0.11,0.047,59
서울,은평구,2014070117,0.005,0.3,0.105,0.023,74
서울,종로구,2014070117,0.007,0.3,0.106,0.029,50
서울,중구,2014070117,0.006,0.1,0.124,0.037,60
서울,중랑구,2014070117,0.005,0.4,0.122,0.033,64
서울,강남구,2014070118,0.008,0.5,0.103,0.04,62
서울,강동구,2014070118,0.005,0.6,0.113,0.034,58
서울,강북구,2014070118,0.004,0.3,0.113,0.028,58
서울,강서구,2014070118,0.007,0.4,0.084,0.03,47
서울,관악구,2014070118,0.008,0.6,0.102,0.022,62
서울,광진구,2014070118,0.006,0.8,0.125,0.028,73
서울,구로구,2014070118,0.009,0.6,0.092,0.027,61
서울,금천구,2014070118,-999,-999,0.092,0.026,61
서울,노원구,2014070118,0.006,0.3,0.105,0.021,54
서울,도봉구,2014070118,0.005,0.3,0.113,0.024,55
서울,동대문구,2014070118,0.006,0.5,0.124,0.029,59
서울,동작구,2014070118,-999,-999,-999,-999,57
서울,마포구,2014070118,0.009,0.5,0.086,0.035,61
서울,서대문구,2014070118,0.01,0.2,0.106,0.03,62
서울,서초구,2014070118,0.008,0.5,0.08,0.062,65
서울,성동구,2014070118,0.005,0.5,0.09,0.063,82
서울,성북구,2014070118,0.003,0.5,0.115,0.028,56
서울,송파구,2014070118,0.006,0.7,0.104,0.032,45
서울,양천구,2014070118,0.007,0.4,0.083,0.028,64
서울,영등포구,2014070118,0.009,0.7,0.075,0.041,63
서울,용산구,2014070118,0.006,0.6,0.105,0.045,68
서울,은평구,2014070118,0.006,0.3,0.102,0.028,63
서울,종로구,2014070118,0.007,0.3,0.105,0.035,65
서울,중구,2014070118,0.006,0.2,0.11,0.04,57
서울,중랑구,2014070118,0.006,0.4,0.132,0.031,80
서울,강남구,2014070119,0.008,0.5,0.09,0.044,65
서울,강동구,2014070119,0.006,0.6,0.114,0.033,63
서울,강북구,2014070119,0.004,0.3,0.102,0.031,65
서울,강서구,2014070119,0.006,0.5,0.072,0.035,58
서울,관악구,2014070119,0.007,0.6,0.095,0.025,66
서울,광진구,2014070119,0.008,0.8,0.119,0.028,78
서울,구로구,2014070119,0.009,0.6,0.095,0.025,65
서울,금천구,2014070119,0.006,0.4,0.081,0.03,57
서울,노원구,2014070119,0.005,0.3,0.094,0.024,64
서울,도봉구,2014070119,0.006,0.3,0.106,0.024,62
서울,동대문구,2014070119,0.006,0.5,0.11,0.034,56
서울,동작구,2014070119,0.008,0.5,-999,0.028,64
