지역,측정소명,측정일시,SO2,CO,O3,NO2,PM10
서울,강남구,2014040101,0.008,0.7,0.002,0.078,85
서울,강동구,2014040101,0.006,0.9,0.002,0.086,81
서울,강북구,2014040101,0.006,0.5,0.003,0.078,88
서울,강서구,2014040101,0.01,0.7,0.002,0.094,78
서울,관악구,2014040101,0.008,1.1,0.004,0.079,86
서울,광진구,2014040101,0.006,0.9,0.004,0.064,88
서울,구로구,2014040101,0.014,0.9,0.003,0.074,90
서울,금천구,2014040101,0.009,0.6,0.005,0.054,72
서울,노원구,2014040101,0.006,0.6,0.005,0.062,67
서울,도봉구,2014040101,0.006,0.8,0.002,0.073,75
서울,동대문구,2014040101,0.008,0.9,0.003,0.084,85
서울,동작구,2014040101,0.009,0.5,0.006,0.059,58
서울,마포구,2014040101,0.009,0.8,0.005,0.097,90
서울,서대문구,2014040101,0.007,1,0.001,0.093,93
서울,서초구,2014040101,0.008,0.8,0.004,0.07,74
서울,성동구,2014040101,0.009,0.9,0.001,0.099,88
서울,성북구,2014040101,0.006,0.9,0.003,0.079,80
서울,송파구,2014040101,-999,-999,-999,-999,-999
서울,양천구,2014040101,0.012,0.6,0.001,0.079,89
서울,영등포구,2014040101,0.007,0.8,0.009,0.07,83
서울,용산구,2014040101,0.007,0.8,0.003,0.08,85
서울,은평구,2014040101,0.004,0.8,0.002,0.06,63
서울,종로구,2014040101,0.007,0.7,0.003,0.074,79
서울,중구,2014040101,0.009,0.8,0.003,0.09,87
서울,중랑구,2014040101,0.005,0.7,0.002,0.065,87
서울,강남구,2014040102,0.009,0.7,0.002,0.078,85
서울,강동구,2014040102,0.005,0.9,0.002,0.079,83
서울,강북구,2014040102,0.006,0.5,0.003,0.066,68
서울,강서구,2014040102,0.009,0.7,0.002,0.085,74
서울,관악구,2014040102,0.008,1.1,0.004,0.074,87
서울,광진구,2014040102,0.007,0.9,0.004,0.062,82
서울,구로구,2014040102,0.014,0.8,0.003,0.072,90
서울,금천구,2014040102,0.006,0.6,0.01,0.039,62
서울,노원구,2014040102,0.007,0.6,0.006,0.058,69
서울,도봉구,2014040102,0.005,0.6,0.002,0.06,69
서울,동대문구,2014040102,0.008,0.7,0.003,0.074,85
서울,동작구,2014040102,0.007,0.4,0.013,0.046,61
서울,마포구,2014040102,0.008,1,0.005,0.099,86
서울,서대문구,2014040102,0.007,0.8,0.002,0.085,94
서울,서초구,2014040102,0.008,1,0.004,0.071,92
서울,성동구,2014040102,0.008,1,0,0.096,87
서울,성북구,2014040102,0.005,0.9,0.003,0.075,61
서울,송파구,2014040102,-999,-999,-999,-999,-999
서울,양천구,2014040102,0.012,0.7,0.001,0.078,82
서울,영등포구,2014040102,0.007,0.7,0.014,0.064,78
서울,용산구,2014040102,0.008,0.7,0.003,0.073,77
서울,은평구,2014040102,0.004,0.8,0.004,0.056,70
서울,종로구,2014040102,0.006,0.6,0.003,0.067,73
서울,중구,2014040102,0.008,0.7,0.003,0.082,86
서울,중랑구,2014040102,0.005,0.8,0.002,0.065,82
서울,강남구,2014040103,0.008,0.7,0.002,0.074,85
서울,강동구,2014040103,0.005,0.8,0.002,0.066,77
서울,강북구,2014040103,0.006,0.6,0.003,0.069,81
서울,강서구,2014040103,0.009,0.7,0.002,0.079,75
서울,관악구,2014040103,0.004,0.8,0.005,0.057,69
서울,광진구,2014040103,0.006,0.8,0.003,0.056,92
서울,구로구,2014040103,0.013,0.9,0.003,0.069,80
서울,금천구,2014040103,0.006,0.7,0.002,0.053,70
서울,노원구,2014040103,0.006,0.6,0.005,0.059,59
서울,도봉구,2014040103,0.005,0.6,0.004,0.054,62
서울,동대문구,2014040103,0.007,0.8,0.003,0.071,73
서울,동작구,2014040103,0.008,0.4,0.016,0.037,51
서울,마포구,2014040103,0.007,1.1,0.005,0.103,90
서울,서대문구,2014040103,0.006,0.7,0.006,0.062,78
서울,서초구,2014040103,0.007,0.8,0.004,0.065,80
서울,성동구,2014040103,0.007,0.9,0,0.089,81
서울,성북구,2014040103,0.005,1,0.003,0.071,64
서울,송파구,2014040103,-999,-999,-999,-999,-999
서울,양천구,2014040103,0.01,0.7,0.001,0.076,79
서울,영등포구,2014040103,0.006,0.6,0.009,0.062,72
서울,용산구,2014040103,0.006,0.7,0.003,0.066,70
서울,은평구,2014040103,0.004,0.7,0.007,0.044,53
서울,종로구,2014040103,0.007,0.6,0.003,0.063,65
서울,중구,2014040103,0.008,0.6,0.002,0.074,72
서울,중랑구,2014040103,0.005,0.7,0.002,0.063,79
서울,강남구,2014040104,0.006,0.7,0.002,0.068,78
서울,강동구,2014040104,0.005,0.7,0.002,0.061,70
서울,강북구,2014040104,0.006,0.4,0.004,0.055,62
서울,강서구,2014040104,0.01,0.6,0.002,0.079,68
서울,관악구,2014040104,0.004,0.8,0.004,0.057,62
서울,광진구,2014040104,0.005,0.8,0.003,0.053,85
서울,구로구,2014040104,0.011,0.9,0.003,0.065,87
서울,금천구,2014040104,0.006,0.5,0.008,0.038,54
서울,노원구,2014040104,0.007,0.5,0.005,0.056,57
서울,도봉구,2014040104,0.006,0.5,0.01,0.044,61
서울,동대문구,2014040104,0.007,1.1,0.003,0.072,70
서울,동작구,2014040104,0.008,0.4,0.014,0.037,48
서울,마포구,2014040104,0.006,0.7,0.005,0.08,78
서울,서대문구,2014040104,0.006,0.7,0.001,0.069,73
서울,서초구,2014040104,0.006,0.9,0.004,0.064,86
서울,성동구,2014040104,0.006,0.9,0,0.077,70
서울,성북구,2014040104,0.005,1,0.003,0.07,67
서울,송파구,2014040104,-999,-999,-999,-999,-999
서울,양천구,2014040104,0.008,0.7,0.001,0.069,69
서울,영등포구,2014040104,0.006,0.6,0.013,0.059,64
서울,용산구,2014040104,0.006,0.7,0.003,0.063,59
서울,은평구,2014040104,0.004,0.6,0.014,0.029,58
서울,종로구,2014040104,0.006,0.7,0.003,0.061,57
서울,중구,2014040104,0.007,0.7,0.002,0.074,72
서울,중랑구,2014040104,0.005,0.7,0.002,0.06,72
서울,강남구,2014040105,0.005,0.7,0.002,0.062,77
서울,강동구,2014040105,0.005,0.6,0.002,0.054,68
서울,강북구,2014040105,0.006,0.4,0.004,0.055,67
서울,강서구,2014040105,0.01,0.8,0.002,0.072,64
서울,관악구,2014040105,0.004,0.8,0.004,0.056,56
서울,광진구,2014040105,0.004,0.8,0.003,0.047,80
서울,구로구,2014040105,0.008,0.9,0.003,0.062,83
서울,금천구,2014040105,0.007,0.6,0.003,0.046,47
서울,노원구,2014040105,0.006,0.5,0.004,0.055,52
서울,도봉구,2014040105,0.006,0.6,0.004,0.047,61
서울,동대문구,2014040105,0.006,0.9,0.002,0.065,75
서울,동작구,2014040105,0.007,0.5,0.009,0.043,51
