지역,측정소명,측정일시,SO2,CO,O3,NO2,PM10
서울,강남구,2014010101,0.014,0.7,0.008,0.037,171
서울,강동구,2014010101,0.015,0.9,0.002,0.055,165
서울,강북구,2014010101,0.013,0.6,0.01,0.033,175
서울,강서구,2014010101,0.015,0.9,0.009,0.037,154
서울,관악구,2014010101,0.013,1.1,0.005,0.038,179
서울,광진구,2014010101,0.01,1,0.005,0.037,179
서울,구로구,2014010101,0.014,1,0.006,0.041,181
서울,금천구,2014010101,0.012,0.9,0.004,0.034,176
서울,노원구,2014010101,0.014,0.8,0.007,0.035,154
서울,도봉구,2014010101,0.014,0.9,0.017,0.031,170
서울,동대문구,2014010101,0.013,1,0.006,0.036,162
서울,동작구,2014010101,0.013,0.8,0.002,0.048,163
서울,마포구,2014010101,0.012,1,0.005,0.028,168
서울,서대문구,2014010101,0.012,1,0.004,0.047,168
서울,서초구,2014010101,0.012,0.8,0.005,0.036,163
서울,성동구,2014010101,0.011,0.7,0.002,0.037,168
서울,성북구,2014010101,0.011,0.9,0.004,0.052,153
서울,송파구,2014010101,0.012,0.9,0.004,0.041,166
서울,양천구,2014010101,0.013,1,0.005,0.042,179
서울,영등포구,2014010101,0.013,0.9,0.008,0.029,165
서울,용산구,2014010101,0.01,0.8,0.003,0.041,176
서울,은평구,2014010101,0.013,0.9,0.002,0.06,163
서울,종로구,2014010101,0.01,0.6,0.003,0.04,150
서울,중구,2014010101,0.015,0.8,0.004,0.04,163
서울,중랑구,2014010101,0.011,0.7,0.004,0.037,164
서울,강남구,2014010102,0.012,0.7,0.006,0.039,161
서울,강동구,2014010102,0.013,0.9,0.004,0.049,164
서울,강북구,2014010102,0.011,0.6,0.009,0.034,171
서울,강서구,2014010102,0.015,0.9,0.012,0.033,150
서울,관악구,2014010102,0.013,1.2,0.005,0.038,189
서울,광진구,2014010102,0.009,1,0.005,0.037,179
서울,구로구,2014010102,0.013,1.1,0.005,0.044,171
서울,금천구,2014010102,0.01,0.9,0.004,0.035,164
서울,노원구,2014010102,0.014,0.8,0.007,0.036,159
서울,도봉구,2014010102,0.012,0.9,0.019,0.027,170
