0.015788
0.028506
0.046047
0.063083
0.080072
0.098979
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.036000,0.028506
0.037000,0.028506
0.020000,0.028506
0.034000,0.028506
0.042000,0.028506
0.048000,0.046047
0.051000,0.046047
0.057000,0.046047
0.056000,0.046047
0.060000,0.046047
0.052000,0.063083
0.029000,0.046047
0.022000,0.028506
0.022000,0.028506
0.028000,0.028506
0.037000,0.028506
0.051000,0.028506
0.051000,0.046047
0.056000,0.046047
0.059000,0.046047
0.055000,0.063083
0.048000,0.046047
0.053000,0.046047
0.052000,0.046047
0.043000,0.046047
0.025000,0.046047
0.026000,0.028506
0.026000,0.028506
0.036000,0.028506
0.046000,0.028506
0.049000,0.046047
0.052000,0.046047
0.060000,0.046047
0.068000,0.063083
0.070000,0.063083
0.047000,0.063083
0.032000,0.046047
0.022000,0.028506
0.031000,0.028506
0.034000,0.028506
0.032000,0.028506
0.043000,0.028506
0.050000,0.046047
0.059000,0.046047
0.056000,0.063083
0.057000,0.046047
0.062000,0.046047
0.059000,0.063083
0.056000,0.063083
0.057000,0.046047
0.057000,0.046047
0.053000,0.046047
0.048000,0.046047
0.048000,0.046047
0.050000,0.046047
0.045000,0.046047
0.045000,0.046047
0.033000,0.046047
0.022000,0.028506
0.025000,0.028506
0.025000,0.028506
0.030000,0.028506
0.027000,0.028506
0.027000,0.028506
0.044000,0.028506
0.045000,0.046047
