25.921296
24.539957
32.506869
36.491109
47.449744
54.382663
60.749835
58.226190
73.884804
71.237179
61.719697
84.302083
89.883333
114.958333
107.027778
109.208333
115.958333
0.000000
112.541667
0.000000
153.916667
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
672.291667
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
120.916667
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
93.937500,61.719697
116.708333,71.237179
54.291667,89.883333
38.791667,54.382663
33.750000,47.449744
31.666667,36.491109
33.583333,36.491109
38.000000,36.491109
32.166667,36.491109
25.833333,36.491109
29.333333,32.506869
32.500000,36.491109
42.750000,36.491109
55.333333,47.449744
75.041667,54.382663
89.541667,58.226190
81.125000,71.237179
47.875000,73.884804
9.125000,47.449744
4.333333,25.921296
13.937500,25.921296
46.833333,24.539957
36.916667,47.449744
16.333333,36.491109
11.812500,24.539957
11.000000,24.539957
17.333333,24.539957
27.333333,24.539957
17.250000,32.506869
7.875000,24.539957
15.916667,25.921296
36.833333,24.539957
47.916667,36.491109
23.875000,47.449744
9.645833,32.506869
20.583333,25.921296
11.250000,32.506869
33.041667,24.539957
36.791667,36.491109
46.833333,36.491109
37.291667,47.449744
39.250000,36.491109
54.750000,47.449744
50.208333,54.382663
20.166667,54.382663
42.041667,32.506869
33.625000,47.449744
33.083333,36.491109
45.791667,36.491109
58.573582,47.449744
60.702128,60.749835
50.307624,60.749835
39.395833,54.382663
33.791667,47.449744
44.416667,36.491109
47.750000,47.449744
59.166667,47.449744
28.750000,60.749835
20.958333,32.506869
48.833333,32.506869
70.458333,54.382663
62.208333,58.226190
55.750000,60.749835
66.583333,54.382663
60.083333,60.749835
101.000000,60.749835
29.125000,61.719697
76.291667,36.491109
32.500000,58.226190
26.291667,36.491109
61.541667,32.506869
64.958333,60.749835
RMSE,18.161614RSQ,0.368349
