0.017036
0.043344
0.073302
0.105095
0.109500
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.019000,0.017036
0.020000,0.017036
0.015000,0.017036
0.006000,0.017036
0.003000,0.017036
0.002000,0.017036
0.001000,0.017036
0.002000,0.017036
0.004000,0.017036
0.014000,0.017036
0.036000,0.017036
0.048000,0.043344
0.062000,0.043344
0.063000,0.043344
0.060000,0.043344
0.051000,0.043344
0.040000,0.043344
0.021000,0.043344
0.026000,0.017036
0.020000,0.017036
0.017000,0.017036
0.017000,0.017036
0.022000,0.017036
0.010000,0.017036
0.020000,0.017036
0.024000,0.017036
0.021000,0.017036
0.012000,0.017036
0.002000,0.017036
0.001667,0.017036
0.001333,0.017036
0.001000,0.017036
0.009000,0.017036
0.028000,0.017036
0.030000,0.017036
0.039000,0.017036
0.046000,0.043344
0.056000,0.043344
0.064000,0.043344
0.050000,0.043344
0.040000,0.043344
0.020000,0.043344
0.024000,0.017036
0.034000,0.017036
0.025000,0.043344
0.014000,0.017036
0.006000,0.017036
0.011000,0.017036
0.004000,0.017036
0.008000,0.017036
0.035000,0.017036
0.035000,0.043344
0.034000,0.043344
0.024000,0.043344
0.022000,0.017036
0.020000,0.017036
0.017000,0.017036
0.018000,0.017036
0.020000,0.017036
0.026000,0.017036
0.031000,0.017036
0.036000,0.017036
0.039000,0.043344
0.036000,0.043344
0.020000,0.043344
0.009000,0.017036
0.004000,0.017036
0.005000,0.017036
0.007000,0.017036
0.002000,0.017036
0.002400,0.017036
0.002800,0.017036
0.003200,0.017036
0.003600,0.017036
0.004000,0.017036
0.029000,0.017036
0.022000,0.017036
0.018000,0.017036
0.009000,0.017036
0.009000,0.017036
0.009000,0.017036
0.015000,0.017036
0.023000,0.017036
0.031000,0.017036
0.036000,0.017036
0.035000,0.043344
0.031000,0.043344
0.029000,0.017036
0.017000,0.017036
0.012000,0.017036
0.010000,0.017036
0.007000,0.017036
0.005000,0.017036
0.001000,0.017036
0.001000,0.017036
0.006000,0.017036
0.012000,0.017036
0.018000,0.017036
0.020000,0.017036
0.026000,0.017036
0.023000,0.017036
0.028000,0.017036
0.021000,0.017036
0.018000,0.017036
0.019000,0.017036
0.021000,0.017036
0.029000,0.017036
0.033000,0.017036
0.035000,0.017036
0.035000,0.043344
0.034000,0.043344
0.031000,0.043344
0.027000,0.017036
0.024000,0.017036
0.017000,0.017036
0.012000,0.017036
0.008000,0.017036
0.014000,0.017036
0.005000,0.017036
0.020000,0.017036
0.032000,0.017036
0.034000,0.017036
0.036000,0.043344
0.036000,0.043344
0.028000,0.043344
0.023000,0.017036
0.026000,0.017036
0.024000,0.017036
0.023000,0.017036
0.025000,0.017036
0.024000,0.017036
0.029000,0.017036
0.034000,0.017036
0.036000,0.043344
0.035000,0.043344
0.032000,0.043344
0.031000,0.017036
0.025000,0.017036
0.015000,0.017036
0.002000,0.017036
0.005000,0.017036
0.008000,0.017036
0.005000,0.017036
0.002000,0.017036
0.016000,0.017036
0.013000,0.017036
0.013000,0.017036
0.013000,0.017036
0.011000,0.017036
0.006000,0.017036
0.003000,0.017036
0.006000,0.017036
0.014000,0.017036
0.016000,0.017036
0.014000,0.017036
0.017000,0.017036
0.018000,0.017036
0.017000,0.017036
0.014000,0.017036
0.017000,0.017036
0.010000,0.017036
0.002000,0.017036
0.008000,0.017036
0.020000,0.017036
0.014000,0.017036
0.015000,0.017036
0.015000,0.017036
0.013000,0.017036
0.017000,0.017036
0.018000,0.017036
0.031000,0.017036
0.034000,0.017036
0.027000,0.043344
0.024000,0.017036
0.015000,0.017036
0.011000,0.017036
0.009000,0.017036
0.017000,0.017036
0.024000,0.017036
0.028000,0.017036
0.030000,0.017036
0.028000,0.017036
0.024000,0.017036
0.026000,0.017036
0.024000,0.017036
0.019000,0.017036
0.017000,0.017036
0.020000,0.017036
0.014000,0.017036
0.012000,0.017036
0.009000,0.017036
0.011000,0.017036
0.006000,0.017036
0.005000,0.017036
0.012000,0.017036
0.023000,0.017036
0.016000,0.017036
0.009000,0.017036
0.012000,0.017036
0.004000,0.017036
0.015000,0.017036
0.016000,0.017036
0.021000,0.017036
0.027000,0.017036
0.027000,0.017036
0.030000,0.017036
0.031000,0.017036
0.029000,0.017036
0.023000,0.017036
0.015000,0.017036
0.013000,0.017036
0.018000,0.017036
0.021000,0.017036
0.018000,0.017036
0.017000,0.017036
0.017000,0.017036
0.017000,0.017036
0.017000,0.017036
0.013000,0.017036
0.009000,0.017036
0.008000,0.017036
0.005000,0.017036
0.001000,0.017036
0.002000,0.017036
0.002000,0.017036
0.007000,0.017036
0.011000,0.017036
0.014000,0.017036
0.024000,0.017036
0.026000,0.017036
0.023000,0.017036
0.017000,0.017036
0.011000,0.017036
0.013000,0.017036
0.012000,0.017036
0.015000,0.017036
0.024000,0.017036
0.021000,0.017036
0.016000,0.017036
0.017000,0.017036
0.017000,0.017036
0.019000,0.017036
0.020000,0.017036
0.020000,0.017036
0.016000,0.017036
0.008000,0.017036
0.006000,0.017036
0.011000,0.017036
0.015000,0.017036
0.017000,0.017036
0.021000,0.017036
0.023000,0.017036
0.024000,0.017036
0.025000,0.017036
0.025000,0.017036
0.023000,0.017036
0.019000,0.017036
0.015000,0.017036
0.009000,0.017036
0.013000,0.017036
0.012000,0.017036
0.012000,0.017036
0.007000,0.017036
0.005000,0.017036
0.012000,0.017036
0.016000,0.017036
0.012000,0.017036
0.003000,0.017036
0.004000,0.017036
0.005000,0.017036
0.004000,0.017036
0.004000,0.017036
0.014000,0.017036
0.016000,0.017036
0.021000,0.017036
0.023000,0.017036
0.025000,0.017036
0.025000,0.017036
0.026000,0.017036
0.026000,0.017036
0.022000,0.017036
0.010000,0.017036
0.004000,0.017036
0.002000,0.017036
0.002000,0.017036
0.005000,0.017036
0.004700,0.017036
0.004400,0.017036
0.004100,0.017036
0.003800,0.017036
0.003500,0.017036
0.003200,0.017036
0.002900,0.017036
0.002600,0.017036
0.002300,0.017036
0.002000,0.017036
0.003000,0.017036
0.007000,0.017036
0.010000,0.017036
0.015000,0.017036
0.016000,0.017036
0.013000,0.017036
0.009000,0.017036
0.006000,0.017036
0.001000,0.017036
0.001182,0.017036
0.001364,0.017036
0.001545,0.017036
0.001727,0.017036
0.001909,0.017036
0.002091,0.017036
0.002273,0.017036
0.002455,0.017036
0.002636,0.017036
0.002818,0.017036
0.003000,0.017036
0.001000,0.017036
0.001333,0.017036
0.001667,0.017036
0.002000,0.017036
0.003000,0.017036
0.007000,0.017036
0.016000,0.017036
0.015000,0.017036
0.029000,0.017036
0.031000,0.017036
0.029000,0.017036
0.029000,0.017036
0.022000,0.017036
0.011000,0.017036
0.002000,0.017036
0.007000,0.017036
0.005000,0.017036
0.001000,0.017036
0.011000,0.017036
0.021000,0.017036
0.009000,0.017036
0.002000,0.017036
0.004000,0.017036
0.006000,0.017036
0.011000,0.017036
0.010400,0.017036
0.009800,0.017036
0.009200,0.017036
0.008600,0.017036
0.008000,0.017036
0.024000,0.017036
0.036000,0.017036
0.041000,0.043344
0.045000,0.043344
0.051000,0.043344
0.050000,0.043344
0.027000,0.043344
0.016000,0.017036
0.011000,0.017036
0.017000,0.017036
0.013000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.003000,0.017036
0.009000,0.017036
0.021000,0.017036
0.027000,0.017036
0.016000,0.017036
0.016000,0.017036
0.021000,0.017036
0.012000,0.017036
0.016000,0.017036
0.006000,0.017036
0.003000,0.017036
0.018000,0.017036
0.031000,0.017036
0.009000,0.017036
0.005000,0.017036
0.001000,0.017036
0.002000,0.017036
0.003000,0.017036
0.004000,0.017036
0.005000,0.017036
0.009000,0.017036
0.005000,0.017036
0.003667,0.017036
0.002333,0.017036
0.001000,0.017036
0.006000,0.017036
0.012000,0.017036
0.031000,0.017036
0.042000,0.017036
0.042000,0.043344
0.044000,0.043344
0.041000,0.043344
0.028000,0.043344
0.007000,0.017036
0.002000,0.017036
0.020000,0.017036
0.008000,0.017036
0.008333,0.017036
0.008667,0.017036
0.009000,0.017036
0.016500,0.017036
0.024000,0.017036
0.037000,0.017036
0.037000,0.043344
0.037000,0.043344
0.033000,0.043344
0.021000,0.017036
0.023000,0.017036
0.020000,0.017036
0.027000,0.017036
0.033000,0.017036
0.036000,0.017036
0.036000,0.043344
0.035000,0.043344
0.032000,0.043344
0.028000,0.017036
0.027000,0.017036
0.026000,0.017036
0.025000,0.017036
0.024000,0.017036
0.024000,0.017036
0.023000,0.017036
0.023000,0.017036
0.023000,0.017036
0.026000,0.017036
0.028000,0.017036
0.029000,0.017036
0.029000,0.017036
0.029000,0.017036
0.027000,0.017036
0.025000,0.017036
0.023000,0.017036
0.022000,0.017036
0.022000,0.017036
0.021000,0.017036
0.022000,0.017036
0.020000,0.017036
0.020000,0.017036
0.019000,0.017036
0.020000,0.017036
0.019000,0.017036
0.021000,0.017036
0.021000,0.017036
0.022000,0.017036
0.024000,0.017036
0.023000,0.017036
0.023000,0.017036
0.022000,0.017036
0.027000,0.017036
0.028000,0.017036
0.027000,0.017036
0.027000,0.017036
0.026000,0.017036
0.026000,0.017036
0.026000,0.017036
0.025000,0.017036
0.026000,0.017036
0.026000,0.017036
0.026000,0.017036
0.025000,0.017036
0.023000,0.017036
0.020000,0.017036
0.022000,0.017036
0.021000,0.017036
0.020000,0.017036
0.021000,0.017036
0.019000,0.017036
0.019000,0.017036
0.021000,0.017036
0.024000,0.017036
0.024000,0.017036
0.008000,0.017036
0.018000,0.017036
0.020000,0.017036
0.018000,0.017036
0.017455,0.017036
0.016909,0.017036
0.016364,0.017036
0.015818,0.017036
0.015273,0.017036
0.014727,0.017036
0.014182,0.017036
0.013636,0.017036
0.013091,0.017036
0.012545,0.017036
0.012000,0.017036
0.008000,0.017036
0.009000,0.017036
0.010000,0.017036
0.011000,0.017036
0.014000,0.017036
0.016000,0.017036
0.014000,0.017036
0.011000,0.017036
0.011000,0.017036
0.012000,0.017036
0.014000,0.017036
0.014000,0.017036
0.012000,0.017036
0.009000,0.017036
0.008000,0.017036
0.003000,0.017036
0.001000,0.017036
0.001000,0.017036
0.002000,0.017036
0.006000,0.017036
0.013000,0.017036
0.010000,0.017036
0.012000,0.017036
0.014000,0.017036
0.010333,0.017036
0.006667,0.017036
0.003000,0.017036
0.001000,0.017036
0.007000,0.017036
0.001000,0.017036
0.001000,0.017036
0.001000,0.017036
0.001000,0.017036
0.001000,0.017036
0.001000,0.017036
0.001429,0.017036
0.001857,0.017036
0.002286,0.017036
0.002714,0.017036
0.003143,0.017036
0.003571,0.017036
0.004000,0.017036
0.004000,0.017036
0.009000,0.017036
0.008000,0.017036
0.011000,0.017036
0.015000,0.017036
0.010000,0.017036
0.008000,0.017036
0.004000,0.017036
0.001000,0.017036
0.001000,0.017036
0.001000,0.017036
0.001000,0.017036
0.005000,0.017036
0.009000,0.017036
0.012000,0.017036
0.019000,0.017036
0.021000,0.017036
0.022000,0.017036
0.023000,0.017036
0.024000,0.017036
0.024000,0.017036
0.023000,0.017036
0.019000,0.017036
0.015000,0.017036
0.017000,0.017036
0.011000,0.017036
0.014000,0.017036
0.021000,0.017036
0.024000,0.017036
0.024000,0.017036
0.021000,0.017036
0.018000,0.017036
0.019000,0.017036
0.015000,0.017036
0.003000,0.017036
0.003667,0.017036
0.004333,0.017036
0.005000,0.017036
0.001000,0.017036
0.002000,0.017036
0.007000,0.017036
0.020000,0.017036
0.021000,0.017036
0.020000,0.017036
0.018000,0.017036
0.015000,0.017036
0.015000,0.017036
0.011000,0.017036
0.007000,0.017036
0.012000,0.017036
