helloyd yk ek
12.000000 13.687993 -1.687993
9.000000 11.580459 -2.580459
9.000000 10.513461 -1.513461
26.000000 10.458096 15.541904
39.000000 25.037582 13.962418
39.000000 33.786785 5.213215
34.000000 32.383438 1.616562
29.000000 26.358873 2.641127
33.000000 24.361807 8.638193
34.000000 27.370464 6.629536
32.000000 26.347994 5.652006
16.000000 20.777828 -4.777828
19.000000 9.773421 9.226579
14.000000 13.142163 0.857837
6.000000 11.571607 -5.571607
0.000000 4.029301 -4.029301
4.000000 0.949463 3.050537
13.000000 4.499556 8.500444
5.000000 17.399551 -12.399551
11.000000 10.478340 0.521660
14.000000 12.038217 1.961783
12.000000 17.276562 -5.276562
12.000000 13.259627 -1.259627
10.000000 12.896622 -2.896622
13.000000 11.749147 1.250853
13.000000 14.316614 -1.316614
13.000000 14.745861 -1.745861
23.000000 14.128257 8.871743
25.000000 22.268284 2.731716
28.000000 24.143654 3.856346
21.000000 26.192150 -5.192150
19.000000 19.978214 -0.978214
18.000000 18.049810 -0.049810
27.000000 17.929527 9.070473
23.000000 24.367170 -1.367170
18.000000 20.859280 -2.859280
19.000000 15.219528 3.780472
6.000000 17.788881 -11.788881
6.000000 6.082584 -0.082584
2.000000 6.451948 -4.451948
2.000000 3.499130 -1.499130
3.000000 3.762697 -0.762697
4.000000 9.153227 -5.153227
9.000000 10.337750 -1.337750
13.000000 13.988108 -0.988108
11.000000 17.036415 -6.036415
11.000000 12.333903 -1.333903
10.000000 11.978103 -1.978103
13.000000 11.634980 1.365020
20.000000 14.336815 5.663185
13.000000 20.391090 -7.391090
16.000000 14.199283 1.800717
11.000000 16.087580 -5.087580
13.000000 12.466850 0.533150
17.000000 13.972047 3.027953
9.000000 17.824837 -8.824837
7.000000 9.923347 -2.923347
14.000000 8.425514 5.574486
9.000000 15.527339 -6.527339
3.000000 11.000524 -8.000524
1.000000 5.277284 -4.277284
1.000000 4.262868 -3.262868
1.000000 4.369865 -3.369865
1.000000 5.306694 -4.306694
2.000000 7.517481 -5.517481
4.000000 7.879396 -3.879396
13.000000 7.908854 5.091146
12.000000 14.668070 -2.668070
8.000000 13.528518 -5.528518
7.000000 9.348196 -2.348196
14.000000 8.731355 5.268645
5.000000 15.220653 -10.220653
12.000000 7.582976 4.417024
8.000000 13.162927 -5.162927
9.000000 13.484338 -4.484338
13.000000 10.763359 2.236641
14.000000 15.404604 -1.404604
21.000000 15.819674 5.180326
16.000000 20.577236 -4.577236
20.000000 16.570684 3.429316
13.000000 19.836262 -6.836262
5.000000 14.043506 -9.043506
4.000000 5.848415 -1.848415
4.000000 5.850714 -1.850714
0.000000 5.616055 -5.616055
0.000000 3.477690 -3.477690
0.000000 4.444749 -4.444749
4.000000 6.258161 -2.258161
18.000000 8.938103 9.061897
30.000000 19.928469 10.071531
15.000000 24.585897 -9.585897
16.000000 14.227041 1.772959
11.000000 14.336111 -3.336111
5.000000 12.212489 -7.212489
12.000000 5.467080 6.532920
10.000000 13.034127 -3.034127
10.000000 9.687238 0.312762
6.000000 11.656197 -5.656197
3.000000 8.934349 -5.934349
13.000000 5.640420 7.359580
22.000000 15.179880 6.820120
35.000000 23.373772 11.626228
30.000000 29.982105 0.017895
25.000000 25.656799 -0.656799
26.000000 21.832836 4.167164
6.000000 24.289574 -18.289574
10.000000 4.536022 5.463978
4.000000 8.394712 -4.394712
1.000000 3.714799 -2.714799
0.000000 1.446291 -1.446291
0.000000 3.441150 -3.441150
2.000000 3.210927 -1.210927
7.000000 7.043905 -0.043905
24.000000 16.399303 7.600697
18.000000 21.690105 -3.690105
19.000000 17.133850 1.866150
10.000000 17.167204 -7.167204
8.000000 10.922943 -2.922943
10.000000 8.794845 1.205155
3.000000 11.627902 -8.627902
7.000000 4.412054 2.587946
7.000000 9.256004 -2.256004
8.000000 13.000389 -5.000389
12.000000 11.282071 0.717929
17.000000 15.390104 1.609896
28.000000 18.950138 9.049862
48.000000 25.585352 22.414648
42.000000 37.842621 4.157379
39.000000 35.015202 3.984798
31.000000 27.609070 3.390930
15.000000 24.635410 -9.635410
3.000000 8.139544 -5.139544
2.000000 -1.174477 3.174477
0.000000 -1.091209 1.091209
1.000000 -0.327658 1.327658
3.000000 1.958450 1.041550
12.000000 5.133549 6.866451
28.000000 25.155411 2.844589
11.000000 23.350712 -12.350712
13.000000 11.777149 1.222851
5.000000 12.099058 -7.099058
11.000000 7.154817 3.845183
14.000000 11.784861 2.215139
10.000000 17.671490 -7.671490
6.000000 9.899094 -3.899094
15.000000 7.992493 7.007507
14.000000 16.515915 -2.515915
10.000000 15.595312 -5.595312
19.000000 11.369808 7.630192
31.000000 18.570772 12.429228
41.000000 28.967146 12.032854
21.000000 35.918785 -14.918785
44.000000 18.570126 25.429874
24.000000 32.905128 -8.905128
20.000000 23.227375 -3.227375
10.000000 12.609986 -2.609986
5.000000 8.264015 -3.264015
3.000000 0.582913 2.417087
0.000000 4.066507 -4.066507
1.000000 0.417936 0.582064
12.000000 4.225922 7.774078
32.000000 23.257547 8.742453
26.000000 26.330025 -0.330025
24.000000 22.556227 1.443773
13.000000 19.678612 -6.678612
14.000000 12.989732 1.010268
14.000000 13.303002 0.696998
17.000000 14.634794 2.365206
21.000000 14.480547 6.519453
17.000000 18.804453 -1.804453
14.000000 15.938830 -1.938830
19.000000 14.337496 4.662504
25.000000 19.113531 5.886469
40.000000 24.488871 15.511129
31.000000 34.656273 -3.656273
34.000000 26.838444 7.161556
39.000000 26.806736 12.193264
43.000000 33.477886 9.522114
40.000000 32.499367 7.500633
22.000000 29.118692 -7.118692
21.000000 11.690723 9.309277
11.000000 12.931067 -1.931067
3.000000 6.274079 -3.274079
0.000000 -0.363058 0.363058
2.000000 -0.024140 2.024140
8.000000 2.134816 5.865184
13.000000 12.780640 0.219360
14.000000 21.556767 -7.556767
23.000000 16.763048 6.236952
11.000000 20.909903 -9.909903
12.000000 12.077026 -0.077026
18.000000 12.534048 5.465952
13.000000 18.755791 -5.755791
14.000000 13.858907 0.141093
11.000000 14.418952 -3.418952
10.000000 11.392870 -1.392870
27.000000 11.320845 15.679155
23.000000 25.661146 -2.661146
17.000000 22.054138 -5.054138
16.000000 16.122265 -0.122265
29.000000 15.598732 13.401268
15.000000 28.062433 -13.062433
23.000000 15.745806 7.254194
24.000000 19.134411 4.865589
11.000000 21.972836 -10.972836
14.000000 10.330813 3.669187
4.000000 13.808647 -9.808647
2.000000 4.291873 -2.291873
1.000000 3.181293 -2.181293
4.000000 4.085047 -0.085047
8.000000 6.401892 1.598108
10.000000 17.581442 -7.581442
13.000000 18.382273 -5.382273
8.000000 14.298248 -6.298248
11.000000 9.814571 1.185429
22.000000 12.185773 9.814227
22.000000 21.678593 0.321407
15.000000 21.986261 -6.986261
5.000000 14.920588 -9.920588
11.000000 6.150953 4.849047
28.000000 12.119740 15.880260
16.000000 26.632256 -10.632256
7.000000 15.833560 -8.833560
24.000000 6.587294 17.412706
11.000000 22.747166 -11.747166
14.000000 11.906257 2.093743
24.000000 14.178570 9.821430
4.000000 19.859055 -15.859055
5.000000 5.021502 -0.021502
0.000000 6.092487 -6.092487
0.000000 2.672547 -2.672547
1.000000 2.100323 -1.100323
13.000000 7.801359 5.198641
25.000000 19.652630 5.347370
13.000000 22.115988 -9.115988
11.000000 13.305527 -2.305527
8.000000 10.661340 -2.661340
6.000000 9.645297 -3.645297
15.000000 7.322636 7.677364
11.000000 16.773350 -5.773350
6.000000 12.247760 -6.247760
12.000000 7.802972 4.197028
5.000000 13.959750 -8.959750
15.000000 7.609156 7.390844
19.000000 16.039333 2.960667
31.000000 22.617371 8.382629
24.000000 28.631702 -4.631702
24.000000 22.122208 1.877792
16.000000 21.800562 -5.800562
12.000000 16.212145 -4.212145
6.000000 11.106489 -5.106489
0.000000 6.554263 -6.554263
1.000000 0.600019 0.399981
1.000000 3.130954 -2.130954
1.000000 4.268095 -3.268095
2.000000 7.016338 -5.016338
8.000000 8.648060 -0.648060
18.000000 13.902029 4.097971
18.000000 17.500860 0.499140
14.000000 17.242451 -3.242451
6.000000 13.776403 -7.776403
3.000000 7.561579 -4.561579
9.000000 4.885259 4.114741
13.000000 10.925764 2.074236
10.000000 16.010139 -6.010139
6.000000 12.939052 -6.939052
7.000000 8.099991 -1.099991
10.000000 9.332747 0.667253
30.000000 11.977662 18.022339
36.000000 27.315891 8.684109
38.000000 30.113190 7.886810
32.000000 30.840601 1.159399
22.000000 26.386822 -4.386822
36.000000 18.487776 17.512224
12.000000 30.641098 -18.641098
6.000000 8.570027 -2.570027
3.000000 1.613608 1.386392
1.000000 2.570045 -1.570045
0.000000 0.354332 -0.354332
3.000000 3.286301 -0.286301
20.000000 3.961271 16.038729
30.000000 27.067104 2.932896
15.000000 24.933979 -9.933979
17.000000 14.187134 2.812866
11.000000 15.035357 -4.035357
4.000000 12.158168 -8.158168
6.000000 4.376835 1.623165
8.000000 7.510141 0.489859
9.000000 8.080797 0.919203
6.000000 12.718258 -6.718258
10.000000 9.852005 0.147995
17.000000 13.066650 3.933350
27.000000 18.182789 8.817211
33.000000 25.270536 7.729464
25.000000 28.860752 -3.860752
25.000000 22.910427 2.089573
36.000000 22.639442 13.360558
16.000000 32.974789 -16.974789
13.000000 14.415364 -1.415364
10.000000 9.400172 0.599828
4.000000 8.380306 -4.380306
2.000000 2.980884 -0.980884
0.000000 3.586138 -3.586138
2.000000 1.587977 0.412023
13.000000 6.761323 6.238677
24.000000 26.373402 -2.373402
21.000000 24.211670 -3.211670
19.000000 19.093643 -0.093643
10.000000 17.240097 -7.240097
7.000000 10.870426 -3.870426
7.000000 7.816326 -0.816326
14.000000 8.497351 5.502649
14.000000 13.820198 0.179802
5.000000 15.906694 -10.906694
10.000000 6.742003 3.257997
7.000000 11.481245 -4.481245
26.000000 9.676386 16.323614
31.000000 25.212200 5.787800
39.000000 26.579504 12.420496
23.000000 32.506447 -9.506447
40.000000 20.277496 19.722504
31.000000 32.161343 -1.161343
24.000000 29.233543 -5.233543
13.000000 16.281731 -3.281731
2.000000 9.779566 -7.779566
2.000000 -1.498553 3.498553
1.000000 1.987213 -0.987213
2.000000 1.243727 0.756273
14.000000 3.648305 10.351695
31.000000 20.027596 10.972404
19.000000 25.687845 -6.687845
22.000000 17.709377 4.290623
14.000000 18.573599 -4.573599
11.000000 14.712899 -3.712899
15.000000 10.716563 4.283437
17.000000 15.704177 1.295823
14.000000 14.799687 -0.799687
15.000000 14.283963 0.716037
4.000000 14.468417 -10.468417
30.000000 5.826082 24.173918
33.000000 28.585699 4.414301
48.000000 28.986908 19.013092
35.000000 37.078358 -2.078358
38.000000 27.151035 10.848965
35.000000 26.640724 8.359276
39.000000 29.731586 9.268414
35.000000 24.063517 10.936483
17.000000 24.225130 -7.225130
19.000000 6.844546 12.155454
3.000000 12.141320 -9.141320
2.000000 0.249842 1.750158
0.000000 0.014145 -0.014145
3.000000 1.128544 1.871456
4.000000 3.521152 0.478848
14.000000 12.924095 1.075905
11.000000 22.575171 -11.575171
14.000000 13.437988 0.562012
15.000000 14.201838 0.798162
23.000000 15.147756 7.852244
19.000000 22.829655 -3.829655
15.000000 19.190189 -4.190189
13.000000 14.956325 -1.956325
14.000000 13.749471 0.250529
22.000000 14.606721 7.393279
35.000000 21.788029 13.211971
36.000000 29.803047 6.196953
26.000000 30.861469 -4.861469
34.000000 22.164587 11.835413
32.000000 28.758621 3.241379
32.000000 28.557205 3.442795
37.000000 25.353636 11.646364
27.000000 26.076143 0.923857
14.000000 18.599125 -4.599125
10.000000 9.522644 0.477356
2.000000 6.480655 -4.480655
1.000000 0.435223 0.564777
1.000000 1.184267 -0.184267
4.000000 2.201278 1.798722
6.000000 6.563687 -0.563687
12.000000 15.844116 -3.844116
18.000000 18.716312 -0.716312
15.000000 17.688143 -2.688143
17.000000 15.178495 1.821505
13.000000 16.710316 -3.710316
12.000000 14.077169 -2.077169
11.000000 13.113260 -2.113260
13.000000 12.373106 0.626894
13.000000 13.709292 -0.709292
23.000000 14.338289 8.661711
23.000000 21.955961 1.044039
8.000000 22.302589 -14.302589
7.000000 8.749285 -1.749285
12.000000 7.880206 4.119794
8.000000 13.013118 -5.013118
9.000000 9.364183 -0.364183
0.000000 9.949832 -9.949832
0.000000 3.008332 -3.008332
0.000000 3.034719 -3.034719
0.000000 4.585729 -4.585729
3.000000 5.078070 -2.078070
17.000000 9.076017 7.923983
20.000000 24.471243 -4.471243
18.000000 18.419777 -0.419777
19.000000 16.545416 2.454584
7.000000 17.681389 -10.681389
9.000000 8.313802 0.686198
8.000000 10.044754 -2.044754
16.000000 9.668164 6.331836
11.000000 16.100498 -5.100498
10.000000 14.324677 -4.324677
13.000000 10.708192 2.291808
14.000000 14.495898 -0.495898
16.000000 15.337682 0.662318
28.000000 16.836420 11.163580
25.000000 25.534515 -0.534515
18.000000 24.164837 -6.164837
26.000000 17.227367 8.772633
15.000000 24.442236 -9.442236
9.000000 15.029273 -6.029273
7.000000 8.487668 -1.487668
4.000000 7.039170 -3.039170
0.000000 4.497432 -4.497432
0.000000 2.725389 -2.725389
2.000000 2.988540 -0.988540
7.000000 8.568688 -1.568688
25.000000 15.450651 9.549349
22.000000 22.918995 -0.918995
20.000000 20.209337 -0.209337
15.000000 17.828148 -2.828148
5.000000 14.825335 -9.825335
12.000000 5.653061 6.346939
15.000000 13.092098 1.907902
11.000000 14.390901 -3.390901
12.000000 11.549782 0.450218
9.000000 12.232642 -3.232642
15.000000 10.883121 4.116879
24.000000 16.096554 7.903446
39.000000 23.334457 15.665543
36.000000 33.491863 2.508137
31.000000 30.990746 0.009254
46.000000 25.264833 20.735167
25.000000 36.642582 -11.642582
23.000000 20.940289 2.059711
6.000000 14.667013 -8.667013
7.000000 2.833483 4.166517
2.000000 2.054864 -0.054864
0.000000 2.528229 -2.528229
3.000000 -0.086231 3.086231
11.000000 6.788553 4.211447
27.000000 17.972300 9.027700
20.000000 23.839794 -3.839794
22.000000 18.790720 3.209280
16.000000 19.377096 -3.377096
18.000000 16.203495 1.796505
7.000000 18.012146 -11.012146
11.000000 8.268939 2.731061
12.000000 10.220086 1.779914
9.000000 13.176524 -4.176524
6.000000 9.733170 -3.733170
17.000000 8.225620 8.774380
17.000000 17.905796 -0.905796
32.000000 18.504433 13.495567
29.000000 28.733067 0.266933
34.000000 25.841291 8.158709
34.000000 29.795113 4.204887
19.000000 30.557194 -11.557194
10.000000 15.807490 -5.807490
5.000000 7.683062 -2.683062
2.000000 3.004975 -1.004975
0.000000 1.403461 -1.403461
1.000000 1.295480 -0.295480
2.000000 2.719022 -0.719022
16.000000 8.655143 7.344857
29.000000 24.760500 4.239500
26.000000 23.996567 2.003433
17.000000 22.704170 -5.704170
9.000000 15.003342 -6.003342
7.000000 9.385708 -2.385708
12.000000 7.475668 4.524332
8.000000 12.547192 -4.547192
6.000000 8.162156 -2.162156
11.000000 6.984983 4.015017
8.000000 14.494224 -6.494224
17.000000 11.037984 5.962016
32.000000 17.735661 14.264339
43.000000 27.638889 15.361111
43.000000 36.306175 6.693825
38.000000 33.652802 4.347198
45.000000 28.876848 16.123152
27.000000 33.230320 -6.230320
21.000000 19.872921 1.127079
13.000000 10.879801 2.120199
4.000000 6.628537 -2.628537
0.000000 -0.594570 0.594570
1.000000 -0.300596 1.300596
1.000000 0.957170 0.042830
14.000000 3.565993 10.434007
29.000000 23.219452 5.780548
15.000000 24.577625 -9.577625
14.000000 14.810790 -0.810790
10.000000 12.534410 -2.534410
10.000000 11.361115 -1.361115
10.000000 10.621865 -0.621865
6.000000 11.714800 -5.714800
7.000000 6.556777 0.443223
9.000000 9.490298 -0.490298
6.000000 13.087883 -7.087883
23.000000 9.299076 13.700924
34.000000 22.300659 11.699341
37.000000 29.020847 7.979153
28.000000 32.001953 -4.001953
33.000000 23.231344 9.768656
36.000000 28.093039 7.906961
29.000000 32.026176 -3.026176
22.000000 22.908958 -0.908958
15.000000 15.223684 -0.223684
6.000000 9.736942 -3.736942
4.000000 3.698625 0.301375
5.000000 3.014411 1.985589
3.000000 4.593568 -1.593568
2.000000 4.437557 -2.437557
7.000000 5.763608 1.236392
6.000000 15.315235 -9.315235
10.000000 10.985898 -0.985898
14.000000 12.358002 1.641998
16.000000 16.206453 -0.206453
16.000000 16.634106 -0.634106
21.000000 16.159246 4.840754
16.000000 20.712296 -4.712296
18.000000 16.771641 1.228359
