0.65650298,0.775002087,0.520496953,1.780333597,0.761203704,0.366078045,0.575913863,0.002681992,0.343514927,43
0.673455646,0.811677927,0.775531262,2.130251718,0.727407407,0.355619706,0.581633859,0.002394636,0.350374076,43
0.712538094,0.825525443,0.448503813,1.973967171,0.770925926,0.340738884,0.523357421,-0.022509579,0.283160463,43
0.641431037,0.800546959,0.501305416,2.248035555,0.693240741,0.328848083,0.450262742,-0.011781609,0.209833364,42
0.59892463,0.738586623,0.494708497,2.07863921,0.725,0.361566174,0.46423376,-0.004980843,0.223184182,42
0.615881204,0.726579502,0.067303544,1.850082546,0.775,0.354996118,0.389903916,0.013122605,0.157276178,42
0.742224422,0.811718756,-0.364418453,2.071088568,0.85212963,0.32182867,0.299224288,0.015421456,0.092486544,42
0.729176273,0.795567147,-0.567706689,2.281188073,0.858240741,0.319637609,0.269536758,0.000957854,0.075243759,42
0.718712428,0.771860043,-0.729365774,2.320572107,0.884814815,0.327001429,0.256056896,0.026436782,0.067182882,42
1.008095488,1.112611553,-1.169190348,4.11139555,0.786111111,0.20733798,0.215516028,0.008141762,0.04803733,43
0.951184391,1.0770893,-0.622316396,2.71075164,0.748333333,0.22279691,0.251785345,-0.010632184,0.065542917,43
0.91173444,1.041796859,-0.224104564,2.533941166,0.741203704,0.239152803,0.328693361,-0.002969349,0.111888741,43
0.839470797,0.989517062,0.086985957,2.141272345,0.70787037,0.257806061,0.358298433,-0.00545977,0.132931814,43
0.80488522,0.960880034,0.343713177,2.180387057,0.698240741,0.272891393,0.372837885,-0.010727969,0.143853463,43
0.850837517,1.006429381,0.507748679,2.097696017,0.698888889,0.267770504,0.406329629,0.018390805,0.17065003,43
0.770995214,0.928721207,0.262070004,1.897710572,0.695462963,0.280666477,0.41692776,-0.003256705,0.180025942,43
0.805994022,0.95129447,0.119631152,1.897640053,0.715648148,0.272507946,0.442441307,0.005842912,0.202710177,43
0.820909261,0.976616216,0.084740564,1.788363978,0.698703704,0.261627977,0.437907506,-0.001340996,0.1986098,43
0.823514516,0.979682138,0.028066052,1.739935599,0.697962963,0.259206732,0.442368235,0.006130268,0.202639649,43
0.814472377,0.979839771,0.046124584,1.565388758,0.683333333,0.258335908,0.462273785,0.000478927,0.221328852,43
0.807345523,0.969780465,-0.013341796,1.480427754,0.687962963,0.260777007,0.473723386,0.015038314,0.232194399,43
0.753412077,0.895131156,0.252688203,1.448816521,0.721574074,0.302006279,0.520996973,-0.028735632,0.280276828,43
