E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,22,0.7,5,0.702439,0.666213,4.866870,3.542168
10,22,0.7,6,0.685354,0.660331,5.004640,3.573239
10,22,0.7,7,0.685366,0.660320,5.004545,3.573301
10,22,0.7,8,0.686916,0.660372,4.992204,3.573027
10,22,0.7,9,0.716211,0.689402,4.752907,3.416911
10,22,0.7,10,0.720183,0.692420,4.719528,3.400270
10,22,0.7,11,0.720722,0.679184,4.714981,3.472659
10,22,0.7,12,0.732844,0.693799,4.611517,3.392637
10,22,0.7,13,0.731575,0.699758,4.622463,3.359468
10,22,0.7,14,0.748647,0.698602,4.473051,3.365925
10,22,0.7,15,0.742290,0.697406,4.529261,3.372596
10,22,0.8,5,0.698031,0.659432,5.301952,2.880688
10,22,0.8,6,0.681030,0.667184,5.449163,2.847712
10,22,0.8,7,0.681036,0.667119,5.449110,2.847990
10,22,0.8,8,0.681770,0.666465,5.442842,2.850789
10,22,0.8,9,0.715025,0.690741,5.150604,2.745080
10,22,0.8,10,0.715250,0.690744,5.148574,2.745067
10,22,0.8,11,0.714997,0.692333,5.150861,2.738008
10,22,0.8,12,0.730648,0.704049,5.007435,2.685369
10,22,0.8,13,0.728487,0.698774,5.027477,2.709196
10,22,0.8,14,0.735130,0.708314,4.965594,2.665949
10,22,0.8,15,0.738796,0.709278,4.931113,2.661542
10,22,0.9,5,0.706122,0.690419,5.556615,1.970842
10,22,0.9,6,0.680502,0.689103,5.793762,1.975028
10,22,0.9,7,0.680502,0.689078,5.793767,1.975106
10,22,0.9,8,0.680847,0.688945,5.790637,1.975528
10,22,0.9,9,0.713228,0.698871,5.489027,1.943752
10,22,0.9,10,0.713286,0.699019,5.488474,1.943276
10,22,0.9,11,0.716981,0.701212,5.452986,1.936184
10,22,0.9,12,0.725056,0.701948,5.374634,1.933797
10,22,0.9,13,0.725488,0.701819,5.370412,1.934215
10,22,0.9,14,0.733929,0.710343,5.287202,1.906370
10,22,0.9,15,0.733873,0.712485,5.287753,1.899308
