E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
8,20,0.7,5,0.322593,-0.135476,0.340473,0.200021
8,20,0.7,6,0.312406,-0.521965,0.343023,0.231574
8,20,0.7,7,0.235493,-1.128059,0.361700,0.273828
8,20,0.7,8,0.312272,-2.513023,0.343057,0.351825
8,20,0.7,9,0.354048,-0.165637,0.332474,0.202660
8,20,0.7,10,0.374539,-0.266907,0.327158,0.211280
8,20,0.7,11,0.360709,-0.000955,0.330756,0.187799
8,20,0.7,12,0.340367,0.054854,0.335977,0.182489
8,20,0.7,13,0.378785,-0.236735,0.326046,0.208749
8,20,0.7,14,0.326883,-0.085494,0.339393,0.195569
8,20,0.7,15,0.089705,0.008406,0.394683,0.186919
8,20,0.8,5,0.316058,-0.155805,0.346948,0.188077
8,20,0.8,6,0.306760,-0.524221,0.349298,0.215982
8,20,0.8,7,0.203531,-0.129419,0.374403,0.185918
8,20,0.8,8,0.314119,-0.259956,0.347439,0.196368
8,20,0.8,9,0.340660,-0.524111,0.340650,0.215974
8,20,0.8,10,0.351529,-0.325142,0.337831,0.201384
8,20,0.8,11,0.382706,-0.456156,0.329610,0.211105
8,20,0.8,12,0.318123,-0.149325,0.346423,0.187549
8,20,0.8,13,0.368734,-0.593502,0.333319,0.220836
8,20,0.8,14,0.234941,0.093591,0.366946,0.166554
8,20,0.8,15,0.128784,0.094715,0.391577,0.166451
8,20,0.9,5,0.301525,-0.464288,0.372051,0.110467
8,20,0.9,6,0.265481,-0.357261,0.381530,0.106353
8,20,0.9,7,0.257284,-0.279901,0.383653,0.103277
8,20,0.9,8,0.269854,-0.349553,0.380393,0.106050
8,20,0.9,9,0.332626,-0.521990,0.363674,0.112622
8,20,0.9,10,0.309933,-0.490639,0.369805,0.111456
8,20,0.9,11,0.339994,-0.674034,0.361661,0.118114
8,20,0.9,12,0.338338,-0.581654,0.362114,0.114808
8,20,0.9,13,0.328801,-0.616342,0.364714,0.116060
8,20,0.9,14,0.312488,-0.887282,0.369120,0.125411
8,20,0.9,15,0.131295,-0.252478,0.414919,0.102165
