E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
7,3,0.7,5,0.938023,0.917605,91.633041,120.387781
7,3,0.7,6,0.945207,0.926388,86.158863,113.790778
7,3,0.7,7,0.945488,0.926553,85.937951,113.663327
7,3,0.7,8,0.948772,0.929914,83.309317,111.031974
7,3,0.7,9,0.948874,0.931207,83.225847,110.003537
7,3,0.7,10,0.958306,0.939628,75.157975,103.051021
7,3,0.7,11,0.950309,0.932346,82.049913,109.088518
7,3,0.7,12,0.953972,0.936003,78.967601,106.099558
7,3,0.7,13,0.954979,0.937452,78.099212,104.891268
7,3,0.7,14,0.960048,0.944718,73.571001,98.610643
7,3,0.7,15,0.960470,0.944785,73.181182,98.550964
7,3,0.8,5,0.937206,0.910127,99.118006,119.400372
7,3,0.8,6,0.944468,0.918560,93.211023,113.660972
7,3,0.8,7,0.944720,0.918734,92.998797,113.539214
7,3,0.8,8,0.951507,0.927321,87.103640,107.373423
7,3,0.8,9,0.950618,0.926626,87.897668,107.885506
7,3,0.8,10,0.959230,0.939427,79.867009,98.024122
7,3,0.8,11,0.949197,0.925963,89.153688,108.371788
7,3,0.8,12,0.953305,0.929571,85.473405,105.698510
7,3,0.8,13,0.951646,0.926483,86.978036,107.990475
7,3,0.8,14,0.960250,0.942288,78.861425,95.680859
7,3,0.8,15,0.960950,0.942678,78.163409,95.357101
7,3,0.9,5,0.934364,0.918649,105.570493,122.478129
7,3,0.9,6,0.941926,0.926776,99.302803,116.199435
7,3,0.9,7,0.942187,0.926999,99.079781,116.022251
7,3,0.9,8,0.949098,0.934419,92.969114,109.968421
7,3,0.9,9,0.946564,0.931935,95.255431,112.031278
7,3,0.9,10,0.954928,0.942455,87.483396,103.010923
7,3,0.9,11,0.947377,0.931577,94.527423,112.325934
7,3,0.9,12,0.948416,0.933292,93.589961,110.908869
7,3,0.9,13,0.950487,0.936771,91.691709,107.978592
7,3,0.9,14,0.958527,0.949226,83.917579,96.760568
7,3,0.9,15,0.958864,0.949451,83.576544,96.546051
