E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,24,0.7,5,0.684192,0.659864,1.768979,1.328295
10,24,0.7,6,0.691400,0.684483,1.748675,1.279322
10,24,0.7,7,0.690721,0.669954,1.750598,1.308447
10,24,0.7,8,0.692534,0.672837,1.745459,1.302719
10,24,0.7,9,0.697268,0.658656,1.731969,1.330654
10,24,0.7,10,0.715932,0.699813,1.677731,1.247856
10,24,0.7,11,0.695118,0.683094,1.738109,1.282135
10,24,0.7,12,0.706589,0.694169,1.705097,1.259533
10,24,0.7,13,0.723702,0.689226,1.654627,1.269671
10,24,0.7,14,0.714308,0.655459,1.682521,1.336869
10,24,0.7,15,0.698879,0.657760,1.727357,1.332398
10,24,0.8,5,0.684348,0.655727,1.908799,1.107976
10,24,0.8,6,0.693230,0.684758,1.881752,1.060231
10,24,0.8,7,0.691805,0.670953,1.886118,1.083197
10,24,0.8,8,0.695679,0.676119,1.874228,1.074661
10,24,0.8,9,0.685430,0.654836,1.905527,1.109409
10,24,0.8,10,0.713974,0.712340,1.817016,1.012788
10,24,0.8,11,0.697833,0.697126,1.867583,1.039225
10,24,0.8,12,0.711279,0.712042,1.825557,1.013312
10,24,0.8,13,0.725150,0.697280,1.781165,1.038961
10,24,0.8,14,0.706462,0.678427,1.840722,1.070825
10,24,0.8,15,0.705141,0.666676,1.844861,1.090215
10,24,0.9,5,0.684591,0.644815,2.042867,0.813165
10,24,0.9,6,0.684437,0.645583,2.043367,0.812284
10,24,0.9,7,0.684805,0.644582,2.042175,0.813432
10,24,0.9,8,0.698234,0.653353,1.998196,0.803331
10,24,0.9,9,0.665199,0.603762,2.104732,0.858873
10,24,0.9,10,0.697176,0.657686,2.001698,0.798295
10,24,0.9,11,0.698047,0.611528,1.998816,0.850415
10,24,0.9,12,0.706894,0.651106,1.969315,0.805931
10,24,0.9,13,0.683535,0.591138,2.046285,0.872448
10,24,0.9,14,0.701685,0.654352,1.986738,0.802173
10,24,0.9,15,0.698556,0.652272,1.997131,0.804583
