E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,21,0.7,5,0.746354,0.787802,2.242818,1.487488
10,21,0.7,6,0.747505,0.787477,2.237723,1.488628
10,21,0.7,7,0.751707,0.791365,2.219026,1.474947
10,21,0.7,8,0.767039,0.789854,2.149421,1.480279
10,21,0.7,9,0.764638,0.787514,2.160471,1.488498
10,21,0.7,10,0.754368,0.792125,2.207101,1.472258
10,21,0.7,11,0.770827,0.791200,2.131875,1.475530
10,21,0.7,12,0.771901,0.789119,2.126874,1.482866
10,21,0.7,13,0.772536,0.789581,2.123911,1.481239
10,21,0.7,14,0.772634,0.790352,2.123451,1.478523
10,21,0.7,15,0.772623,0.790212,2.123503,1.479017
10,21,0.8,5,0.749340,0.805397,2.408338,1.179223
10,21,0.8,6,0.750343,0.805000,2.403513,1.180425
10,21,0.8,7,0.754241,0.810637,2.384678,1.163237
10,21,0.8,8,0.769493,0.802891,2.309497,1.186792
10,21,0.8,9,0.768218,0.798991,2.315874,1.198474
10,21,0.8,10,0.767705,0.797985,2.318435,1.201468
10,21,0.8,11,0.767609,0.797426,2.318913,1.203131
10,21,0.8,12,0.773922,0.806805,2.287199,1.174948
10,21,0.8,13,0.770163,0.812015,2.306138,1.158998
10,21,0.8,14,0.771518,0.813482,2.299327,1.154465
10,21,0.8,15,0.766620,0.811022,2.323845,1.162054
10,21,0.9,5,0.753249,0.815914,2.509433,0.929903
10,21,0.9,6,0.754078,0.815864,2.505214,0.930029
10,21,0.9,7,0.757978,0.823085,2.485271,0.911610
10,21,0.9,8,0.771095,0.819104,2.416987,0.921809
10,21,0.9,9,0.770149,0.815856,2.421977,0.930047
10,21,0.9,10,0.769263,0.813917,2.426640,0.934933
10,21,0.9,11,0.768476,0.812403,2.430772,0.938728
10,21,0.9,12,0.775282,0.823886,2.394776,0.909543
10,21,0.9,13,0.768179,0.826706,2.432330,0.902233
10,21,0.9,14,0.776372,0.824568,2.388964,0.907780
10,21,0.9,15,0.768941,0.827943,2.428332,0.899007
