E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,23,0.7,5,0.786265,0.773484,33.372083,23.581386
10,23,0.7,6,0.794307,0.778014,32.738174,23.344414
10,23,0.7,7,0.846039,0.840635,28.323770,19.779540
10,23,0.7,8,0.855056,0.858052,27.481851,18.667403
10,23,0.7,9,0.866747,0.876466,26.350235,17.414600
10,23,0.7,10,0.864030,0.877031,26.617498,17.374740
10,23,0.7,11,0.881082,0.892992,24.892530,16.207923
10,23,0.7,12,0.887338,0.896537,24.228881,15.937258
10,23,0.7,13,0.885635,0.897800,24.411323,15.839610
10,23,0.7,14,0.885038,0.896171,24.475012,15.965402
10,23,0.7,15,0.886566,0.899583,24.311782,15.700857
10,23,0.8,5,0.844902,0.835830,30.458987,16.603411
10,23,0.8,6,0.866246,0.869784,28.285699,14.787047
10,23,0.8,7,0.879459,0.884344,26.852231,13.935853
10,23,0.8,8,0.893194,0.896271,25.276105,13.197767
10,23,0.8,9,0.889660,0.890956,25.690950,13.531649
10,23,0.8,10,0.885117,0.889527,26.214505,13.619996
10,23,0.8,11,0.896988,0.901358,24.823208,12.870059
10,23,0.8,12,0.906316,0.907415,23.672589,12.468694
10,23,0.8,13,0.889168,0.889759,25.748168,13.605713
10,23,0.8,14,0.895253,0.895839,25.031375,13.225199
10,23,0.8,15,0.895910,0.894832,24.952650,13.289000
10,23,0.9,5,0.847731,0.822308,32.304825,12.122561
10,23,0.9,6,0.870081,0.858497,29.839957,10.817916
10,23,0.9,7,0.885712,0.871437,27.987293,10.311400
10,23,0.9,8,0.895713,0.880904,26.734721,9.924493
10,23,0.9,9,0.889060,0.876160,27.574329,10.120250
10,23,0.9,10,0.889744,0.874045,27.489227,10.206280
10,23,0.9,11,0.898164,0.885309,26.418759,9.739248
10,23,0.9,12,0.907221,0.895463,25.216615,9.298117
10,23,0.9,13,0.893390,0.877950,27.030955,10.046820
10,23,0.9,14,0.898855,0.882397,26.328917,9.862101
10,23,0.9,15,0.904861,0.895032,25.535330,9.317284
