E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,21,0.7,5,0.778458,0.823343,3.339818,2.216353
10,21,0.7,6,0.791684,0.834870,3.238591,2.142819
10,21,0.7,7,0.791777,0.834717,3.237871,2.143818
10,21,0.7,8,0.791796,0.834643,3.237719,2.144297
10,21,0.7,9,0.793490,0.834573,3.224521,2.144746
10,21,0.7,10,0.797278,0.835588,3.194813,2.138155
10,21,0.7,11,0.794971,0.835689,3.212938,2.137499
10,21,0.7,12,0.768485,0.813256,3.414166,2.278748
10,21,0.7,13,0.802041,0.837607,3.157056,2.124991
10,21,0.7,14,0.789700,0.833824,3.253975,2.149595
10,21,0.7,15,0.785238,0.831120,3.288321,2.167016
10,21,0.8,5,0.790512,0.844936,3.596261,1.600624
10,21,0.8,6,0.787637,0.843140,3.620851,1.609864
10,21,0.8,7,0.787810,0.842894,3.619383,1.611127
10,21,0.8,8,0.788058,0.842639,3.617260,1.612431
10,21,0.8,9,0.788950,0.842424,3.609642,1.613532
10,21,0.8,10,0.791342,0.843352,3.589134,1.608776
10,21,0.8,11,0.790487,0.842259,3.596478,1.614380
10,21,0.8,12,0.769862,0.831538,3.769341,1.668338
10,21,0.8,13,0.796388,0.848979,3.545468,1.579617
10,21,0.8,14,0.792574,0.853544,3.578517,1.555561
10,21,0.8,15,0.792043,0.852517,3.583093,1.561002
10,21,0.9,5,0.794113,0.844465,3.710066,1.325301
10,21,0.9,6,0.790071,0.850517,3.746309,1.299259
10,21,0.9,7,0.790230,0.850145,3.744893,1.300876
10,21,0.9,8,0.790504,0.849729,3.742443,1.302681
10,21,0.9,9,0.791716,0.848819,3.731607,1.306620
10,21,0.9,10,0.797487,0.847409,3.679546,1.312697
10,21,0.9,11,0.794143,0.846571,3.709799,1.316295
10,21,0.9,12,0.773833,0.860801,3.888504,1.253773
10,21,0.9,13,0.798618,0.856755,3.669255,1.271863
10,21,0.9,14,0.796114,0.858250,3.691998,1.265206
10,21,0.9,15,0.794861,0.858496,3.703319,1.264108
