E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,20,0.7,5,0.774776,0.791848,3.379613,2.250937
10,20,0.7,6,0.775097,0.792122,3.377209,2.249456
10,20,0.7,7,0.776050,0.790215,3.370047,2.259751
10,20,0.7,8,0.776038,0.796174,3.370135,2.227421
10,20,0.7,9,0.785442,0.798176,3.298621,2.216460
10,20,0.7,10,0.783670,0.794003,3.312217,2.239254
10,20,0.7,11,0.782054,0.797208,3.324566,2.221768
10,20,0.7,12,0.784484,0.799870,3.305978,2.207134
10,20,0.7,13,0.794093,0.804706,3.231434,2.180308
10,20,0.7,14,0.784647,0.802271,3.304723,2.193858
10,20,0.7,15,0.785578,0.803720,3.297572,2.185805
10,20,0.8,5,0.779120,0.784077,3.594880,1.893156
10,20,0.8,6,0.779438,0.784302,3.592285,1.892169
10,20,0.8,7,0.779977,0.782021,3.587899,1.902150
10,20,0.8,8,0.780977,0.790321,3.579732,1.865583
10,20,0.8,9,0.786793,0.793998,3.531886,1.849156
10,20,0.8,10,0.785124,0.793625,3.545681,1.850826
10,20,0.8,11,0.785220,0.794613,3.544889,1.846390
10,20,0.8,12,0.789660,0.793453,3.508055,1.851600
10,20,0.8,13,0.799384,0.797406,3.426006,1.833794
10,20,0.8,14,0.794369,0.798801,3.468568,1.827468
10,20,0.8,15,0.791083,0.797890,3.496172,1.831604
10,20,0.9,5,0.774933,0.814092,3.811619,1.397211
10,20,0.9,6,0.775283,0.814163,3.808660,1.396945
10,20,0.9,7,0.775660,0.813120,3.805459,1.400861
10,20,0.9,8,0.776779,0.821497,3.795958,1.369102
10,20,0.9,9,0.785295,0.826762,3.722840,1.348762
10,20,0.9,10,0.784195,0.828857,3.732370,1.340580
10,20,0.9,11,0.782649,0.823998,3.745714,1.359478
10,20,0.9,12,0.785152,0.827230,3.724081,1.346938
10,20,0.9,13,0.795771,0.826926,3.630886,1.348121
10,20,0.9,14,0.788128,0.830820,3.698206,1.332871
10,20,0.9,15,0.789125,0.833966,3.689490,1.320422
